pos	good	ambiguous	bad
379	123	0	5
380	123	0	5
381	123	0	5
382	123	0	5
383	123	0	5
384	123	0	5
385	123	0	5
386	122	1	5
387	123	0	5
388	123	0	5
389	123	0	5
390	123	0	5
391	123	0	5
392	123	0	5
393	123	0	5
394	123	0	5
395	123	0	5
396	123	0	5
397	123	0	5
398	123	0	5
399	122	1	5
400	122	1	5
401	122	1	5
402	123	0	5
403	123	0	5
404	123	0	5
405	123	0	5
406	123	0	5
407	122	1	5
408	123	0	5
409	123	0	5
410	123	0	5
411	123	0	5
412	123	0	5
413	122	1	5
414	123	0	5
415	123	0	5
416	123	0	5
417	123	0	5
418	123	0	5
419	121	2	5
420	123	0	5
421	123	0	5
422	123	0	5
423	123	0	5
424	123	0	5
425	123	0	5
426	123	0	5
427	123	0	5
428	122	1	5
429	123	0	5
430	123	0	5
431	121	2	5
432	123	0	5
433	123	0	5
434	123	0	5
435	123	0	5
436	123	0	5
437	121	2	5
438	123	0	5
439	123	0	5
440	121	2	5
441	123	0	5
442	123	0	5
443	123	0	5
444	123	0	5
445	121	2	5
446	123	0	5
447	123	0	5
448	123	0	5
449	123	0	5
450	123	0	5
451	123	0	5
452	123	0	5
453	123	0	5
454	123	0	5
455	121	2	5
456	123	0	5
457	123	0	5
458	123	0	5
459	120	3	5
460	119	3	6
461	122	0	6
462	122	0	6
463	119	0	9
464	118	0	10
465	118	0	10
466	118	0	10
467	115	3	10
468	115	3	10
469	118	0	10
470	118	0	10
471	118	0	10
472	118	0	10
473	118	0	10
474	118	0	10
475	118	0	10
476	118	0	10
477	117	1	10
478	118	0	10
479	118	0	10
480	118	0	10
481	118	0	10
482	118	0	10
483	115	3	10
484	118	0	10
485	118	0	10
486	118	0	10
487	118	0	10
488	118	0	10
489	118	0	10
490	118	0	10
491	115	3	10
492	118	0	10
493	118	0	10
494	118	0	10
495	118	0	10
496	118	0	10
497	118	0	10
498	118	0	10
499	118	0	10
500	118	0	10
501	118	0	10
502	118	0	10
503	118	0	10
504	118	0	10
505	118	0	10
506	118	0	10
507	118	0	10
508	118	0	10
509	118	0	10
510	118	0	10
511	118	0	10
512	118	0	10
513	118	0	10
514	118	0	10
515	118	0	10
516	118	0	10
517	118	0	10
518	118	0	10
519	118	0	10
520	118	0	10
521	118	0	10
522	118	0	10
523	118	0	10
524	118	0	10
525	118	0	10
526	118	0	10
527	118	0	10
528	118	0	10
529	118	0	10
530	118	0	10
531	118	0	10
532	118	0	10
533	118	0	10
534	118	0	10
535	118	0	10
536	118	0	10
537	118	0	10
538	118	0	10
539	118	0	10
540	118	0	10
541	118	0	10
542	118	0	10
543	118	0	10
544	118	0	10
545	118	0	10
546	118	0	10
547	118	0	10
548	118	0	10
549	118	0	10
550	118	0	10
551	118	0	10
552	118	0	10
553	118	0	10
554	118	0	10
555	118	0	10
556	118	0	10
557	118	0	10
558	118	0	10
559	118	0	10
560	118	0	10
561	118	0	10
562	118	0	10
563	118	0	10
564	118	0	10
565	118	0	10
566	118	0	10
567	118	0	10
568	118	0	10
569	118	0	10
570	118	0	10
571	118	0	10
572	118	0	10
573	118	0	10
574	118	0	10
575	118	0	10
576	118	0	10
577	118	0	10
578	118	0	10
579	118	0	10
580	118	0	10
581	118	0	10
582	118	0	10
583	118	0	10
584	118	0	10
585	118	0	10
586	118	0	10
587	118	0	10
588	118	0	10
589	118	0	10
590	118	0	10
591	118	0	10
592	118	0	10
593	118	0	10
594	118	0	10
595	118	0	10
596	118	0	10
597	118	0	10
598	118	0	10
599	118	0	10
600	118	0	10
601	118	0	10
602	118	0	10
603	118	0	10
604	118	0	10
605	118	0	10
606	118	0	10
607	118	0	10
608	118	0	10
609	118	0	10
610	118	0	10
611	118	0	10
612	118	0	10
613	118	0	10
614	118	0	10
615	118	0	10
616	118	0	10
617	118	0	10
618	118	0	10
619	118	0	10
620	118	0	10
621	118	0	10
622	118	0	10
623	118	0	10
624	118	0	10
625	118	0	10
626	118	0	10
627	118	0	10
628	118	0	10
629	118	0	10
630	118	0	10
631	118	0	10
632	118	0	10
633	118	0	10
634	118	0	10
635	118	0	10
636	118	0	10
637	118	0	10
638	118	0	10
639	118	0	10
640	118	0	10
641	118	0	10
642	118	0	10
643	118	0	10
644	122	0	6
645	122	0	6
646	122	0	6
647	122	0	6
648	122	0	6
649	122	0	6
650	122	0	6
651	122	0	6
652	110	12	6
653	122	0	6
654	122	0	6
655	122	0	6
656	122	0	6
657	122	0	6
658	122	0	6
659	122	0	6
660	122	0	6
661	121	0	7
662	121	0	7
663	121	0	7
664	121	0	7
665	121	0	7
666	121	0	7
667	121	0	7
668	121	0	7
669	121	0	7
670	121	0	7
671	121	0	7
672	121	0	7
673	121	0	7
674	121	0	7
675	121	0	7
676	121	0	7
677	121	0	7
678	121	0	7
679	121	0	7
680	121	0	7
681	121	0	7
682	121	0	7
683	121	0	7
684	121	0	7
685	121	0	7
686	121	0	7
687	121	0	7
688	121	0	7
689	121	0	7
690	121	0	7
691	121	0	7
692	121	0	7
693	121	0	7
694	121	0	7
695	121	0	7
696	121	0	7
697	121	0	7
698	121	0	7
699	121	0	7
700	121	0	7
701	121	0	7
702	121	0	7
703	121	0	7
704	121	0	7
705	121	0	7
706	121	0	7
707	121	0	7
708	121	0	7
709	121	0	7
710	121	0	7
711	121	0	7
712	121	0	7
713	121	0	7
714	121	0	7
715	120	1	7
716	121	0	7
717	122	0	6
718	122	0	6
719	122	0	6
720	121	1	6
721	122	0	6
722	122	0	6
723	122	0	6
724	120	2	6
725	122	0	6
726	122	0	6
727	122	0	6
728	122	0	6
729	122	0	6
730	102	20	6
731	122	0	6
732	122	0	6
733	122	0	6
734	122	0	6
735	122	0	6
736	110	12	6
737	122	0	6
738	119	0	9
739	118	0	10
740	118	0	10
741	118	0	10
742	115	3	10
743	118	0	10
744	118	0	10
745	118	0	10
746	118	0	10
747	118	0	10
748	118	0	10
749	118	0	10
750	118	0	10
751	118	0	10
752	118	0	10
753	118	0	10
754	118	0	10
755	118	0	10
756	118	0	10
757	115	3	10
758	115	3	10
759	118	0	10
760	118	0	10
761	118	0	10
762	118	0	10
763	118	0	10
764	118	0	10
765	118	0	10
766	115	3	10
767	118	0	10
768	118	0	10
769	115	3	10
770	118	0	10
771	118	0	10
772	115	3	10
773	118	0	10
774	117	1	10
775	118	0	10
776	118	0	10
777	118	0	10
778	118	0	10
779	118	0	10
780	118	0	10
781	115	3	10
782	118	0	10
783	118	0	10
784	118	0	10
785	118	0	10
786	118	0	10
787	118	0	10
788	118	0	10
789	118	0	10
790	118	0	10
791	118	0	10
792	118	0	10
793	115	3	10
794	118	0	10
795	118	0	10
796	115	3	10
797	118	0	10
798	118	0	10
799	118	0	10
800	118	0	10
801	118	0	10
802	118	0	10
803	118	0	10
804	118	0	10
805	118	0	10
806	118	0	10
807	118	0	10
808	116	2	10
809	118	0	10
810	118	0	10
811	116	2	10
812	118	0	10
813	118	0	10
814	118	0	10
815	118	0	10
816	118	0	10
817	117	1	10
818	118	0	10
819	118	0	10
820	118	0	10
821	118	0	10
822	118	0	10
823	117	1	10
824	118	0	10
825	118	0	10
826	118	0	10
827	118	0	10
828	118	0	10
829	117	1	10
830	118	0	10
831	118	0	10
832	118	0	10
833	118	0	10
834	118	0	10
835	118	0	10
836	118	0	10
837	118	0	10
838	118	0	10
839	118	0	10
840	118	0	10
841	118	0	10
842	118	0	10
843	118	0	10
844	116	2	10
845	118	0	10
846	118	0	10
847	116	2	10
848	118	0	10
849	118	0	10
850	116	2	10
851	118	0	10
852	118	0	10
853	116	2	10
854	118	0	10
855	118	0	10
856	118	0	10
857	118	0	10
858	118	0	10
859	116	2	10
860	118	0	10
861	118	0	10
862	116	2	10
863	118	0	10
864	118	0	10
865	118	0	10
866	118	0	10
867	118	0	10
868	118	0	10
869	118	0	10
870	118	0	10
871	118	0	10
872	118	0	10
873	118	0	10
874	118	0	10
875	118	0	10
876	118	0	10
877	118	0	10
878	118	0	10
879	118	0	10
880	118	0	10
881	118	0	10
882	118	0	10
883	118	0	10
884	118	0	10
885	118	0	10
886	118	0	10
887	118	0	10
888	118	0	10
889	118	0	10
890	118	0	10
891	118	0	10
892	118	0	10
893	118	0	10
894	118	0	10
895	118	0	10
896	118	0	10
897	118	0	10
898	118	0	10
899	118	0	10
900	118	0	10
901	118	0	10
902	118	0	10
903	118	0	10
904	118	0	10
905	118	0	10
906	118	0	10
907	118	0	10
908	118	0	10
909	118	0	10
910	118	0	10
911	118	0	10
912	118	0	10
913	118	0	10
914	118	0	10
915	118	0	10
916	118	0	10
917	118	0	10
918	118	0	10
919	118	0	10
920	118	0	10
921	118	0	10
922	118	0	10
923	118	0	10
924	118	0	10
925	118	0	10
926	118	0	10
927	118	0	10
928	118	0	10
929	118	0	10
930	118	0	10
931	118	0	10
932	118	0	10
933	118	0	10
934	118	0	10
935	118	0	10
936	118	0	10
937	118	0	10
938	118	0	10
939	118	0	10
940	118	0	10
941	118	0	10
942	118	0	10
943	118	0	10
944	118	0	10
945	118	0	10
946	118	0	10
947	118	0	10
948	118	0	10
949	118	0	10
950	118	0	10
951	118	0	10
952	118	0	10
953	118	0	10
954	118	0	10
955	124	0	4
956	124	0	4
957	124	0	4
958	122	2	4
959	124	0	4
960	124	0	4
961	122	2	4
962	124	0	4
963	124	0	4
964	122	2	4
965	124	0	4
966	124	0	4
967	119	5	4
968	124	0	4
969	124	0	4
970	122	2	4
971	124	0	4
972	124	0	4
973	124	0	4
974	124	0	4
975	124	0	4
976	124	0	4
977	124	0	4
978	124	0	4
979	124	0	4
980	124	0	4
981	124	0	4
982	121	3	4
983	124	0	4
984	124	0	4
985	124	0	4
986	124	0	4
987	124	0	4
988	121	3	4
989	124	0	4
990	124	0	4
991	124	0	4
992	124	0	4
993	123	1	4
994	124	0	4
995	124	0	4
996	124	0	4
997	123	1	4
998	124	0	4
999	124	0	4
1000	124	0	4
1001	124	0	4
1002	124	0	4
1003	124	0	4
1004	124	0	4
1005	124	0	4
1006	123	0	5
1007	123	0	5
1008	123	0	5
1009	5	0	123
1010	6	0	122
1011	115	0	13
1012	117	0	11
1013	120	0	8
1014	116	0	12
1015	102	0	26
1016	93	1	34
1017	103	0	25
1018	103	0	25
1019	105	0	23
1020	104	0	24
1021	103	0	25
1022	117	4	7
1023	122	1	5
1024	123	0	5
1025	123	0	5
1026	123	0	5
1027	123	0	5
1028	123	0	5
1029	123	0	5
1030	123	0	5
1031	123	0	5
1032	123	0	5
1033	123	0	5
1034	123	0	5
1035	122	1	5
1036	123	0	5
1037	123	0	5
1038	123	0	5
1039	122	0	6
1040	122	0	6
1041	121	1	6
1042	119	0	9
1043	119	0	9
1044	117	0	11
1045	117	0	11
1046	117	0	11
1047	117	0	11
1048	117	0	11
1049	117	0	11
1050	117	0	11
1051	117	0	11
1052	117	0	11
1053	117	0	11
1054	117	0	11
1055	117	0	11
1056	117	0	11
1057	117	0	11
1058	117	0	11
1059	117	0	11
1060	117	0	11
1061	117	0	11
1062	117	0	11
1063	117	0	11
1064	117	0	11
1065	117	0	11
1066	117	0	11
1067	117	0	11
1068	117	0	11
1069	117	0	11
1070	117	0	11
1071	117	0	11
1072	117	0	11
1073	117	0	11
1074	117	0	11
1075	117	0	11
1076	117	0	11
1077	117	0	11
1078	117	0	11
1079	117	0	11
1080	117	0	11
1081	117	0	11
1082	117	0	11
1083	117	0	11
1084	117	0	11
1085	117	0	11
1086	117	0	11
1087	117	0	11
1088	117	0	11
1089	117	0	11
1090	117	0	11
1091	117	0	11
1092	117	0	11
1093	117	0	11
1094	117	0	11
1095	117	0	11
1096	117	0	11
1097	117	0	11
1098	117	0	11
1099	117	0	11
1100	117	0	11
1101	117	0	11
1102	117	0	11
1103	117	0	11
1104	117	0	11
1105	117	0	11
1106	117	0	11
1107	117	0	11
1108	117	0	11
1109	117	0	11
1110	117	0	11
1111	117	0	11
1112	117	0	11
1113	117	0	11
1114	117	0	11
1115	117	0	11
1116	117	0	11
1117	117	0	11
1118	117	0	11
1119	117	0	11
1120	117	0	11
1121	117	0	11
1122	117	0	11
1123	117	0	11
1124	118	0	10
1125	118	0	10
1126	118	0	10
1127	118	0	10
1128	118	0	10
1129	118	0	10
1130	118	0	10
1131	118	0	10
1132	118	0	10
1133	118	0	10
1134	118	0	10
1135	118	0	10
1136	118	0	10
1137	118	0	10
1138	118	0	10
1139	116	2	10
1140	118	0	10
1141	118	0	10
1142	118	0	10
1143	118	0	10
1144	118	0	10
1145	118	0	10
1146	118	0	10
1147	118	0	10
1148	118	0	10
1149	118	0	10
1150	118	0	10
1151	118	0	10
1152	118	0	10
1153	118	0	10
1154	118	0	10
1155	118	0	10
1156	118	0	10
1157	118	0	10
1158	118	0	10
1159	118	0	10
1160	118	0	10
1161	118	0	10
1162	118	0	10
1163	118	0	10
1164	118	0	10
1165	118	0	10
1166	118	0	10
1167	118	0	10
1168	118	0	10
1169	118	0	10
1170	118	0	10
1171	118	0	10
1172	118	0	10
1173	116	2	10
1174	118	0	10
1175	116	2	10
1176	118	0	10
1177	118	0	10
1178	116	2	10
1179	118	0	10
1180	118	0	10
1181	116	2	10
1182	118	0	10
1183	118	0	10
1184	118	0	10
1185	118	0	10
1186	118	0	10
1187	116	2	10
1188	118	0	10
1189	118	0	10
1190	116	2	10
1191	118	0	10
1192	118	0	10
1193	116	2	10
1194	118	0	10
1195	118	0	10
1196	118	0	10
1197	118	0	10
1198	118	0	10
1199	118	0	10
1200	118	0	10
1201	118	0	10
1202	118	0	10
1203	118	0	10
1204	118	0	10
1205	118	0	10
1206	118	0	10
1207	118	0	10
1208	116	2	10
1209	118	0	10
1210	118	0	10
1211	116	2	10
1212	118	0	10
1213	118	0	10
1214	116	2	10
1215	118	0	10
1216	118	0	10
1217	118	0	10
1218	118	0	10
1219	118	0	10
1220	116	2	10
1221	118	0	10
1222	118	0	10
1223	116	2	10
1224	118	0	10
1225	118	0	10
1226	118	0	10
1227	118	0	10
1228	118	0	10
1229	118	0	10
1230	118	0	10
1231	118	0	10
1232	116	2	10
1233	118	0	10
1234	116	2	10
1235	116	2	10
1236	118	0	10
1237	118	0	10
1238	118	0	10
1239	119	0	9
1240	119	0	9
1241	119	0	9
1242	120	0	8
1243	122	0	6
1244	122	0	6
1245	122	0	6
1246	122	0	6
1247	120	2	6
1248	122	0	6
1249	122	0	6
1250	122	0	6
1251	122	0	6
1252	122	0	6
1253	122	0	6
1254	122	0	6
1255	122	0	6
1256	122	0	6
1257	122	0	6
1258	122	0	6
1259	122	0	6
1260	122	0	6
1261	122	0	6
1262	118	4	6
1263	122	0	6
1264	122	0	6
1265	122	0	6
1266	122	0	6
1267	122	0	6
1268	122	0	6
1269	119	3	6
1270	122	0	6
1271	120	2	6
1272	122	0	6
1273	122	0	6
1274	120	2	6
1275	122	0	6
1276	122	0	6
1277	122	0	6
1278	120	2	6
1279	122	0	6
1280	122	0	6
1281	122	0	6
1282	122	0	6
1283	120	2	6
1284	122	0	6
1285	122	0	6
1286	119	3	6
1287	122	0	6
1288	122	0	6
1289	122	0	6
1290	119	3	6
1291	122	0	6
1292	122	0	6
1293	122	0	6
1294	122	0	6
1295	122	0	6
1296	122	0	6
1297	122	0	6
1298	122	0	6
1299	122	0	6
1300	122	0	6
1301	119	3	6
1302	122	0	6
1303	122	0	6
1304	122	0	6
1305	122	0	6
1306	122	0	6
1307	122	0	6
1308	122	0	6
1309	122	0	6
1310	118	4	6
1311	122	0	6
1312	122	0	6
1313	122	0	6
1314	122	0	6
1315	122	0	6
1316	122	0	6
1317	122	0	6
1318	122	0	6
1319	122	0	6
1320	122	0	6
1321	122	0	6
1322	122	0	6
1323	122	0	6
1324	122	0	6
1325	117	5	6
1326	122	0	6
1327	122	0	6
1328	117	5	6
1329	122	0	6
1330	122	0	6
1331	122	0	6
1332	122	0	6
1333	122	0	6
1334	122	0	6
1335	122	0	6
1336	122	0	6
1337	122	0	6
1338	122	0	6
1339	122	0	6
1340	122	0	6
1341	118	4	6
1342	122	0	6
1343	122	0	6
1344	122	0	6
1345	122	0	6
1346	122	0	6
1347	122	0	6
1348	122	0	6
1349	122	0	6
1350	122	0	6
1351	122	0	6
1352	122	0	6
1353	122	0	6
1354	122	0	6
1355	118	2	8
1356	120	0	8
1357	120	0	8
1358	120	0	8
1359	120	0	8
1360	120	0	8
1361	120	0	8
1362	120	0	8
1363	120	0	8
1364	120	0	8
1365	120	0	8
1366	120	0	8
1367	117	3	8
1368	120	0	8
1369	120	0	8
1370	120	0	8
1371	120	0	8
1372	120	0	8
1373	120	0	8
1374	120	0	8
1375	120	0	8
1376	117	3	8
1377	120	0	8
1378	120	0	8
1379	120	0	8
1380	120	0	8
1381	120	0	8
1382	117	3	8
1383	120	0	8
1384	120	0	8
1385	120	0	8
1386	120	0	8
1387	120	0	8
1388	117	3	8
1389	120	0	8
1390	120	0	8
1391	120	0	8
1392	120	0	8
1393	120	0	8
1394	120	0	8
1395	120	0	8
1396	120	0	8
1397	117	3	8
1398	120	0	8
1399	120	0	8
1400	120	0	8
1401	120	0	8
1402	120	0	8
1403	120	0	8
1404	120	0	8
1405	120	0	8
1406	120	0	8
1407	120	0	8
1408	120	0	8
1409	119	1	8
1410	120	0	8
1411	120	0	8
1412	117	3	8
1413	120	0	8
1414	120	0	8
1415	117	3	8
1416	120	0	8
1417	120	0	8
1418	120	0	8
1419	120	0	8
1420	120	0	8
1421	120	0	8
1422	120	0	8
1423	120	0	8
1424	117	3	8
1425	120	0	8
1426	120	0	8
1427	120	0	8
1428	117	3	8
1429	120	0	8
1430	120	0	8
1431	120	0	8
1432	120	0	8
1433	120	0	8
1434	120	0	8
1435	120	0	8
1436	120	0	8
1437	117	3	8
1438	120	0	8
1439	120	0	8
1440	120	0	8
1441	120	0	8
1442	119	1	8
1443	120	0	8
1444	120	0	8
1445	120	0	8
1446	120	0	8
1447	120	0	8
1448	117	3	8
1449	120	0	8
1450	120	0	8
1451	117	3	8
1452	120	0	8
1453	120	0	8
1454	120	0	8
1455	120	0	8
1456	120	0	8
1457	117	3	8
1458	120	0	8
1459	120	0	8
1460	117	3	8
1461	120	0	8
1462	120	0	8
1463	120	0	8
1464	120	0	8
1465	120	0	8
1466	120	0	8
1467	120	0	8
1468	120	0	8
1469	120	0	8
1470	120	0	8
1471	120	0	8
1472	118	2	8
1473	120	0	8
1474	120	0	8
1475	120	0	8
1476	120	0	8
1477	120	0	8
1478	117	3	8
1479	120	0	8
1480	120	0	8
1481	120	0	8
1482	120	0	8
1483	120	0	8
1484	120	0	8
1485	120	0	8
1486	120	0	8
1487	120	0	8
1488	117	3	8
1489	120	0	8
1490	120	0	8
1491	120	0	8
1492	120	0	8
1493	120	0	8
1494	120	0	8
1495	120	0	8
1496	117	3	8
1497	120	0	8
1498	120	0	8
1499	120	0	8
1500	117	3	8
1501	120	0	8
1502	117	3	8
1503	120	0	8
1504	120	0	8
1505	120	0	8
1506	120	0	8
1507	120	0	8
1508	117	3	8
1509	120	0	8
1510	120	0	8
1511	120	0	8
1512	117	3	8
1513	120	0	8
1514	120	0	8
1515	120	0	8
1516	120	0	8
1517	117	3	8
1518	120	0	8
1519	120	0	8
1520	120	0	8
1521	120	0	8
1522	120	0	8
1523	120	0	8
1524	120	0	8
1525	120	0	8
1526	120	0	8
1527	120	0	8
1528	120	0	8
1529	120	0	8
1530	120	0	8
1531	120	0	8
1532	120	0	8
1533	120	0	8
1534	120	0	8
1535	120	0	8
1536	120	0	8
1537	120	0	8
1538	117	3	8
1539	120	0	8
1540	120	0	8
1541	120	0	8
1542	120	0	8
1543	120	0	8
1544	120	0	8
1545	119	0	9
1546	120	0	8
1547	120	0	8
1548	120	0	8
1549	120	0	8
1550	120	0	8
1551	120	0	8
1552	120	0	8
1553	120	0	8
1554	120	0	8
1555	120	0	8
1556	120	0	8
1557	120	0	8
1558	120	0	8
1559	120	0	8
1560	120	0	8
1561	120	0	8
1562	117	3	8
1563	120	0	8
1564	120	0	8
1565	122	0	6
1566	122	0	6
1567	122	0	6
1568	122	0	6
1569	122	0	6
1570	122	0	6
1571	119	3	6
1572	122	0	6
1573	122	0	6
1574	122	0	6
1575	122	0	6
1576	122	0	6
1577	122	0	6
1578	122	0	6
1579	122	0	6
1580	122	0	6
1581	122	0	6
1582	122	0	6
1583	122	0	6
1584	122	0	6
1585	122	0	6
1586	120	2	6
1587	122	0	6
1588	122	0	6
1589	122	0	6
1590	122	0	6
1591	122	0	6
1592	122	0	6
1593	122	0	6
1594	122	0	6
1595	120	2	6
1596	122	0	6
1597	122	0	6
1598	122	0	6
1599	122	0	6
1600	122	0	6
1601	120	2	6
1602	122	0	6
1603	122	0	6
1604	120	2	6
1605	122	0	6
1606	122	0	6
1607	122	0	6
1608	122	0	6
1609	122	0	6
1610	122	0	6
1611	122	0	6
1612	122	0	6
1613	122	0	6
1614	122	0	6
1615	122	0	6
1616	122	0	6
1617	122	0	6
1618	122	0	6
1619	122	0	6
1620	119	3	6
1621	122	0	6
1622	120	2	6
1623	122	0	6
1624	122	0	6
1625	122	0	6
1626	122	0	6
1627	122	0	6
1628	122	0	6
1629	122	0	6
1630	122	0	6
1631	120	2	6
1632	122	0	6
1633	122	0	6
1634	121	1	6
1635	121	1	6
1636	122	0	6
1637	121	1	6
1638	122	0	6
1639	122	0	6
1640	122	0	6
1641	122	0	6
1642	122	0	6
1643	122	0	6
1644	122	0	6
1645	122	0	6
1646	122	0	6
1647	122	0	6
1648	122	0	6
1649	122	0	6
1650	122	0	6
1651	122	0	6
1652	122	0	6
1653	122	0	6
1654	122	0	6
1655	122	0	6
1656	122	0	6
1657	122	0	6
1658	122	0	6
1659	122	0	6
1660	122	0	6
1661	122	0	6
1662	122	0	6
1663	122	0	6
