Accession,Submitters,Geo_Location,Country
PV211710,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211711,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211712,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211713,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211714,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211715,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211716,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211717,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211718,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211719,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211720,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211721,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211722,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211723,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211724,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211725,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211726,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211727,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211728,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211729,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211730,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211731,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211732,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211733,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211734,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211735,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211736,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211737,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211738,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211739,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211740,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211741,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211742,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211743,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211744,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211745,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211746,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211747,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211748,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211749,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211750,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211751,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211752,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211753,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211754,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211755,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211756,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211757,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211758,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211759,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211760,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211761,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211762,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211763,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211764,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211765,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211766,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211767,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211768,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211769,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211770,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211771,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211772,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211773,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211774,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211775,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211776,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211777,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211778,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211779,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211780,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211781,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211782,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211783,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211784,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211785,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211786,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
PV211787,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.",USA: Minnesota,USA
