MAF	sample	target
0.410678	Yale-RSV-0001	RSVA
0.39072300000000004	Yale-RSV-0001	RSVA
0.09090900000000002	Yale-RSV-0001	RSVA
0.158733	Yale-RSV-0001	RSVA
0.14624800000000004	Yale-RSV-0001	RSVA
0.05691299999999999	Yale-RSV-0001	RSVA
0.061263999999999985	Yale-RSV-0001	RSVA
0.05070600000000003	Yale-RSV-0001	RSVA
0.466693	Yale-RSV-0001	RSVA
0.12789499999999998	Yale-RSV-0001	RSVA
0.40330200000000005	Yale-RSV-0001	RSVA
0.43884900000000004	Yale-RSV-0001	RSVA
0.228916	Yale-RSV-0001	RSVA
0.17272699999999996	Yale-RSV-0001	RSVA
0.163636	Yale-RSV-0001	RSVA
0.16216200000000003	Yale-RSV-0001	RSVA
0.07874000000000003	Yale-RSV-0001	RSVA
0.34457499999999996	Yale-RSV-0001	RSVA
0.296675	Yale-RSV-0001	RSVA
0.291185	Yale-RSV-0001	RSVA
0.230916	Yale-RSV-0001	RSVA
0.13624199999999997	Yale-RSV-0001	RSVA
0.137409	Yale-RSV-0001	RSVA
0.13641899999999996	Yale-RSV-0001	RSVA
0.056199	Yale-RSV-0001	RSVA
0.325333	Yale-RSV-0001	RSVA
0.271292	Yale-RSV-0001	RSVA
0.36718300000000004	Yale-RSV-0001	RSVA
0.383583	Yale-RSV-0001	RSVA
0.448153	Yale-RSV-0001	RSVA
0.397185	Yale-RSV-0001	RSVA
0.373455	Yale-RSV-0001	RSVA
0.346442	Yale-RSV-0001	RSVA
0.335955	Yale-RSV-0001	RSVA
0.105263	Yale-RSV-0001	RSVA
0.10192100000000004	Yale-RSV-0001	RSVA
0.05193800000000004	Yale-RSV-0001	RSVA
0.05165799999999998	Yale-RSV-0001	RSVA
0.107429	Yale-RSV-0001	RSVA
0.30037800000000003	Yale-RSV-0001	RSVA
0.36022299999999996	Yale-RSV-0001	RSVA
0.433972	Yale-RSV-0001	RSVA
0.46773	Yale-RSV-0001	RSVA
0.47421100000000005	Yale-RSV-0001	RSVA
0.426873	Yale-RSV-0001	RSVA
0.47092999999999996	Yale-RSV-0001	RSVA
0.09420300000000004	Yale-RSV-0001	RSVA
0.095588	Yale-RSV-0001	RSVA
0.07393000000000005	Yale-RSV-0001	RSVA
0.11940300000000004	Yale-RSV-0001	RSVA
0.241888	Yale-RSV-0001	RSVA
0.339024	Yale-RSV-0001	RSVA
0.361039	Yale-RSV-0001	RSVA
0.36197900000000005	Yale-RSV-0001	RSVA
0.36387400000000003	Yale-RSV-0001	RSVA
0.413876	Yale-RSV-0001	RSVA
0.49043099999999995	Yale-RSV-0001	RSVA
0.468599	Yale-RSV-0001	RSVA
0.495	Yale-RSV-0001	RSVA
0.492537	Yale-RSV-0001	RSVA
0.491184	Yale-RSV-0001	RSVA
0.428571	Yale-RSV-0001	RSVA
0.43662	Yale-RSV-0001	RSVA
0.418398	Yale-RSV-0001	RSVA
0.41543	Yale-RSV-0001	RSVA
0.41916200000000003	Yale-RSV-0001	RSVA
0.41791	Yale-RSV-0001	RSVA
0.409496	Yale-RSV-0001	RSVA
0.424242	Yale-RSV-0001	RSVA
0.43787	Yale-RSV-0001	RSVA
0.38961	Yale-RSV-0001	RSVA
0.378238	Yale-RSV-0001	RSVA
0.381818	Yale-RSV-0001	RSVA
0.402145	Yale-RSV-0001	RSVA
0.393678	Yale-RSV-0001	RSVA
0.379822	Yale-RSV-0001	RSVA
0.361582	Yale-RSV-0001	RSVA
0.360335	Yale-RSV-0001	RSVA
0.327078	Yale-RSV-0001	RSVA
0.314208	Yale-RSV-0001	RSVA
0.361371	Yale-RSV-0001	RSVA
0.360248	Yale-RSV-0001	RSVA
0.266272	Yale-RSV-0001	RSVA
0.275449	Yale-RSV-0001	RSVA
0.27027	Yale-RSV-0001	RSVA
0.276276	Yale-RSV-0001	RSVA
0.09181300000000003	Yale-RSV-0002	RSVA
0.32299	Yale-RSV-0002	RSVA
0.320567	Yale-RSV-0002	RSVA
0.321937	Yale-RSV-0002	RSVA
0.311047	Yale-RSV-0002	RSVA
0.10217100000000001	Yale-RSV-0002	RSVA
0.24743800000000005	Yale-RSV-0002	RSVA
0.053952	Yale-RSV-0002	RSVA
0.404977	Yale-RSV-0002	RSVA
0.368453	Yale-RSV-0002	RSVA
0.306045	Yale-RSV-0002	RSVA
0.276044	Yale-RSV-0002	RSVA
0.277639	Yale-RSV-0002	RSVA
0.26603	Yale-RSV-0002	RSVA
0.26758099999999996	Yale-RSV-0002	RSVA
0.255329	Yale-RSV-0002	RSVA
0.254285	Yale-RSV-0002	RSVA
0.243041	Yale-RSV-0002	RSVA
0.241407	Yale-RSV-0002	RSVA
0.24565599999999999	Yale-RSV-0002	RSVA
0.238801	Yale-RSV-0002	RSVA
0.232019	Yale-RSV-0002	RSVA
0.19193499999999997	Yale-RSV-0002	RSVA
0.05671999999999999	Yale-RSV-0002	RSVA
0.11240799999999995	Yale-RSV-0002	RSVA
0.291667	Yale-RSV-0002	RSVA
0.217391	Yale-RSV-0002	RSVA
0.304348	Yale-RSV-0002	RSVA
0.14814799999999995	Yale-RSV-0002	RSVA
0.412966	Yale-RSV-0002	RSVA
0.289272	Yale-RSV-0002	RSVA
0.40698500000000004	Yale-RSV-0002	RSVA
0.411236	Yale-RSV-0002	RSVA
0.423336	Yale-RSV-0002	RSVA
0.423131	Yale-RSV-0002	RSVA
0.423391	Yale-RSV-0002	RSVA
0.322006	Yale-RSV-0002	RSVA
0.07391800000000004	Yale-RSV-0002	RSVA
0.17827099999999996	Yale-RSV-0002	RSVA
0.25198699999999996	Yale-RSV-0002	RSVA
0.331941	Yale-RSV-0002	RSVA
0.43815800000000005	Yale-RSV-0002	RSVA
0.46224600000000005	Yale-RSV-0002	RSVA
0.46795299999999995	Yale-RSV-0002	RSVA
0.376459	Yale-RSV-0002	RSVA
0.325258	Yale-RSV-0002	RSVA
0.324066	Yale-RSV-0002	RSVA
0.315651	Yale-RSV-0002	RSVA
0.28240200000000004	Yale-RSV-0002	RSVA
0.279428	Yale-RSV-0002	RSVA
0.451613	Yale-RSV-0002	RSVA
0.43333299999999997	Yale-RSV-0002	RSVA
0.48275900000000005	Yale-RSV-0002	RSVA
0.25	Yale-RSV-0002	RSVA
0.08266499999999999	Yale-RSV-0002	RSVA
0.271889	Yale-RSV-0002	RSVA
0.07142899999999996	Yale-RSV-0002	RSVA
0.18644099999999997	Yale-RSV-0002	RSVA
0.08035700000000001	Yale-RSV-0002	RSVA
0.271004	Yale-RSV-0002	RSVA
0.417569	Yale-RSV-0002	RSVA
0.297505	Yale-RSV-0002	RSVA
0.0625	Yale-RSV-0002	RSVA
0.09780599999999995	Yale-RSV-0002	RSVA
0.08234799999999998	Yale-RSV-0002	RSVA
0.11008700000000005	Yale-RSV-0002	RSVA
0.478426	Yale-RSV-0002	RSVA
0.49355899999999997	Yale-RSV-0002	RSVA
0.387984	Yale-RSV-0002	RSVA
0.232733	Yale-RSV-0002	RSVA
0.208746	Yale-RSV-0002	RSVA
0.20358	Yale-RSV-0002	RSVA
0.202845	Yale-RSV-0002	RSVA
0.20216900000000004	Yale-RSV-0002	RSVA
0.202169	Yale-RSV-0002	RSVA
0.20369199999999998	Yale-RSV-0002	RSVA
0.20326599999999995	Yale-RSV-0002	RSVA
0.49411799999999995	Yale-RSV-0002	RSVA
0.494385	Yale-RSV-0002	RSVA
0.49142399999999997	Yale-RSV-0002	RSVA
0.491164	Yale-RSV-0002	RSVA
0.482856	Yale-RSV-0002	RSVA
0.470581	Yale-RSV-0002	RSVA
0.471153	Yale-RSV-0002	RSVA
0.47705	Yale-RSV-0002	RSVA
0.466487	Yale-RSV-0002	RSVA
0.09975900000000004	Yale-RSV-0002	RSVA
0.138764	Yale-RSV-0002	RSVA
0.156976	Yale-RSV-0002	RSVA
0.19888899999999998	Yale-RSV-0002	RSVA
0.20875	Yale-RSV-0002	RSVA
0.371842	Yale-RSV-0002	RSVA
0.46696499999999996	Yale-RSV-0002	RSVA
0.444468	Yale-RSV-0002	RSVA
0.440263	Yale-RSV-0002	RSVA
0.43847	Yale-RSV-0002	RSVA
0.44777900000000004	Yale-RSV-0002	RSVA
0.45510300000000004	Yale-RSV-0002	RSVA
0.402863	Yale-RSV-0002	RSVA
0.290956	Yale-RSV-0002	RSVA
0.227742	Yale-RSV-0002	RSVA
0.10700699999999996	Yale-RSV-0002	RSVA
0.11804000000000003	Yale-RSV-0002	RSVA
0.12044699999999997	Yale-RSV-0002	RSVA
0.050888000000000044	Yale-RSV-0002	RSVA
0.382353	Yale-RSV-0002	RSVA
0.15384600000000004	Yale-RSV-0002	RSVA
0.463835	Yale-RSV-0002	RSVA
0.15620500000000004	Yale-RSV-0002	RSVA
0.08557300000000001	Yale-RSV-0002	RSVA
0.14874600000000004	Yale-RSV-0002	RSVA
0.30961000000000005	Yale-RSV-0002	RSVA
0.466877	Yale-RSV-0002	RSVA
0.5	Yale-RSV-0002	RSVA
0.253692	Yale-RSV-0002	RSVA
0.227393	Yale-RSV-0002	RSVA
0.219478	Yale-RSV-0002	RSVA
0.22007699999999997	Yale-RSV-0002	RSVA
0.19836600000000004	Yale-RSV-0002	RSVA
0.173249	Yale-RSV-0002	RSVA
0.289934	Yale-RSV-0002	RSVA
0.408744	Yale-RSV-0002	RSVA
0.410644	Yale-RSV-0002	RSVA
0.434164	Yale-RSV-0002	RSVA
0.422026	Yale-RSV-0002	RSVA
0.281299	Yale-RSV-0002	RSVA
0.22799899999999995	Yale-RSV-0002	RSVA
0.05217099999999997	Yale-RSV-0002	RSVA
0.307264	Yale-RSV-0002	RSVA
0.2629	Yale-RSV-0002	RSVA
0.259007	Yale-RSV-0002	RSVA
0.24844599999999994	Yale-RSV-0002	RSVA
0.203265	Yale-RSV-0002	RSVA
0.239651	Yale-RSV-0002	RSVA
0.36095299999999997	Yale-RSV-0002	RSVA
0.379887	Yale-RSV-0002	RSVA
0.458728	Yale-RSV-0002	RSVA
0.458277	Yale-RSV-0002	RSVA
0.459368	Yale-RSV-0002	RSVA
0.460414	Yale-RSV-0002	RSVA
0.40263899999999997	Yale-RSV-0002	RSVA
0.15884900000000002	Yale-RSV-0002	RSVA
0.15938600000000003	Yale-RSV-0002	RSVA
0.16885099999999997	Yale-RSV-0002	RSVA
0.17867900000000003	Yale-RSV-0002	RSVA
0.268246	Yale-RSV-0002	RSVA
0.45566799999999996	Yale-RSV-0002	RSVA
0.48276600000000003	Yale-RSV-0002	RSVA
0.49441199999999996	Yale-RSV-0002	RSVA
0.499077	Yale-RSV-0002	RSVA
0.250862	Yale-RSV-0002	RSVA
0.25395100000000004	Yale-RSV-0002	RSVA
0.200455	Yale-RSV-0002	RSVA
0.19999999999999996	Yale-RSV-0002	RSVA
0.2	Yale-RSV-0002	RSVA
0.19999999999999996	Yale-RSV-0002	RSVA
0.19999999999999996	Yale-RSV-0002	RSVA
0.19999999999999996	Yale-RSV-0002	RSVA
0.2	Yale-RSV-0002	RSVA
0.25	Yale-RSV-0002	RSVA
0.25	Yale-RSV-0002	RSVA
0.47826100000000005	Yale-RSV-0002	RSVA
0.454545	Yale-RSV-0002	RSVA
0.17391299999999998	Yale-RSV-0002	RSVA
0.208333	Yale-RSV-0002	RSVA
0.443191	Yale-RSV-0002	RSVA
0.423746	Yale-RSV-0002	RSVA
0.288573	Yale-RSV-0002	RSVA
0.256937	Yale-RSV-0002	RSVA
0.33214699999999997	Yale-RSV-0002	RSVA
0.26724099999999995	Yale-RSV-0002	RSVA
0.11271200000000003	Yale-RSV-0003	RSVA
0.18474400000000002	Yale-RSV-0003	RSVA
0.05924600000000002	Yale-RSV-0003	RSVA
0.22416599999999998	Yale-RSV-0003	RSVA
0.37017199999999995	Yale-RSV-0003	RSVA
0.431947	Yale-RSV-0003	RSVA
0.323523	Yale-RSV-0003	RSVA
0.317039	Yale-RSV-0003	RSVA
0.302031	Yale-RSV-0003	RSVA
0.30223	Yale-RSV-0003	RSVA
0.274721	Yale-RSV-0003	RSVA
0.263535	Yale-RSV-0003	RSVA
0.232051	Yale-RSV-0003	RSVA
0.227619	Yale-RSV-0003	RSVA
0.229672	Yale-RSV-0003	RSVA
0.220966	Yale-RSV-0003	RSVA
0.219563	Yale-RSV-0003	RSVA
0.19138	Yale-RSV-0003	RSVA
0.05864800000000003	Yale-RSV-0003	RSVA
0.233815	Yale-RSV-0003	RSVA
0.300942	Yale-RSV-0003	RSVA
0.357619	Yale-RSV-0003	RSVA
0.42573000000000005	Yale-RSV-0003	RSVA
0.379154	Yale-RSV-0003	RSVA
0.35421100000000005	Yale-RSV-0003	RSVA
0.280304	Yale-RSV-0003	RSVA
0.280623	Yale-RSV-0003	RSVA
0.284354	Yale-RSV-0003	RSVA
0.292599	Yale-RSV-0003	RSVA
0.295937	Yale-RSV-0003	RSVA
0.31901599999999997	Yale-RSV-0003	RSVA
0.317131	Yale-RSV-0003	RSVA
0.331007	Yale-RSV-0003	RSVA
0.322823	Yale-RSV-0003	RSVA
0.31988000000000005	Yale-RSV-0003	RSVA
0.301416	Yale-RSV-0003	RSVA
0.288474	Yale-RSV-0003	RSVA
0.278641	Yale-RSV-0003	RSVA
0.367974	Yale-RSV-0003	RSVA
0.053829000000000016	Yale-RSV-0003	RSVA
0.16576100000000005	Yale-RSV-0003	RSVA
0.378939	Yale-RSV-0003	RSVA
0.45021599999999995	Yale-RSV-0003	RSVA
0.449153	Yale-RSV-0003	RSVA
0.340136	Yale-RSV-0003	RSVA
0.342282	Yale-RSV-0003	RSVA
0.346939	Yale-RSV-0003	RSVA
0.342373	Yale-RSV-0003	RSVA
0.34237300000000004	Yale-RSV-0003	RSVA
0.34576300000000004	Yale-RSV-0003	RSVA
0.346939	Yale-RSV-0003	RSVA
0.34915300000000005	Yale-RSV-0003	RSVA
0.271739	Yale-RSV-0003	RSVA
0.285714	Yale-RSV-0003	RSVA
0.23325600000000002	Yale-RSV-0003	RSVA
0.14519400000000005	Yale-RSV-0003	RSVA
0.21370999999999996	Yale-RSV-0003	RSVA
0.312266	Yale-RSV-0003	RSVA
0.332421	Yale-RSV-0003	RSVA
0.33076799999999995	Yale-RSV-0003	RSVA
0.328516	Yale-RSV-0003	RSVA
0.325617	Yale-RSV-0003	RSVA
0.325119	Yale-RSV-0003	RSVA
0.316287	Yale-RSV-0003	RSVA
0.314061	Yale-RSV-0003	RSVA
0.312126	Yale-RSV-0003	RSVA
0.313379	Yale-RSV-0003	RSVA
0.31298499999999996	Yale-RSV-0003	RSVA
0.312578	Yale-RSV-0003	RSVA
0.236576	Yale-RSV-0003	RSVA
0.08840599999999998	Yale-RSV-0003	RSVA
0.166667	Yale-RSV-0003	RSVA
0.05953799999999998	Yale-RSV-0003	RSVA
0.06427300000000002	Yale-RSV-0003	RSVA
0.423012	Yale-RSV-0003	RSVA
0.421927	Yale-RSV-0003	RSVA
0.431472	Yale-RSV-0003	RSVA
0.403197	Yale-RSV-0003	RSVA
0.448276	Yale-RSV-0003	RSVA
0.30303	Yale-RSV-0003	RSVA
0.406312	Yale-RSV-0003	RSVA
0.23857899999999999	Yale-RSV-0003	RSVA
0.06436799999999998	Yale-RSV-0003	RSVA
0.142857	Yale-RSV-0003	RSVA
0.09977199999999997	Yale-RSV-0003	RSVA
0.09677000000000002	Yale-RSV-0003	RSVA
0.12707999999999997	Yale-RSV-0003	RSVA
0.455395	Yale-RSV-0003	RSVA
0.384433	Yale-RSV-0003	RSVA
0.267285	Yale-RSV-0003	RSVA
0.237254	Yale-RSV-0003	RSVA
0.232159	Yale-RSV-0003	RSVA
0.229666	Yale-RSV-0003	RSVA
0.22988299999999995	Yale-RSV-0003	RSVA
0.229663	Yale-RSV-0003	RSVA
0.230055	Yale-RSV-0003	RSVA
0.231031	Yale-RSV-0003	RSVA
0.07828100000000004	Yale-RSV-0003	RSVA
0.057626999999999984	Yale-RSV-0003	RSVA
0.47005	Yale-RSV-0003	RSVA
0.456803	Yale-RSV-0003	RSVA
0.453577	Yale-RSV-0003	RSVA
0.45331	Yale-RSV-0003	RSVA
0.445491	Yale-RSV-0003	RSVA
0.434561	Yale-RSV-0003	RSVA
0.434454	Yale-RSV-0003	RSVA
0.439543	Yale-RSV-0003	RSVA
0.43096199999999996	Yale-RSV-0003	RSVA
0.12109400000000003	Yale-RSV-0003	RSVA
0.05353600000000003	Yale-RSV-0003	RSVA
0.056711999999999985	Yale-RSV-0003	RSVA
0.05805199999999999	Yale-RSV-0003	RSVA
0.05847800000000003	Yale-RSV-0003	RSVA
0.058784999999999976	Yale-RSV-0003	RSVA
0.300953	Yale-RSV-0003	RSVA
0.420137	Yale-RSV-0003	RSVA
0.463797	Yale-RSV-0003	RSVA
0.455818	Yale-RSV-0003	RSVA
0.455189	Yale-RSV-0003	RSVA
0.460406	Yale-RSV-0003	RSVA
0.464147	Yale-RSV-0003	RSVA
0.459666	Yale-RSV-0003	RSVA
0.400342	Yale-RSV-0003	RSVA
0.25854999999999995	Yale-RSV-0003	RSVA
0.20111100000000004	Yale-RSV-0003	RSVA
0.05547000000000002	Yale-RSV-0003	RSVA
0.059701000000000004	Yale-RSV-0003	RSVA
0.06047899999999995	Yale-RSV-0003	RSVA
0.058740000000000014	Yale-RSV-0003	RSVA
0.499675	Yale-RSV-0003	RSVA
0.208194	Yale-RSV-0003	RSVA
0.16785399999999995	Yale-RSV-0003	RSVA
0.319569	Yale-RSV-0003	RSVA
0.44586800000000004	Yale-RSV-0003	RSVA
0.48157099999999997	Yale-RSV-0003	RSVA
0.286678	Yale-RSV-0003	RSVA
0.256477	Yale-RSV-0003	RSVA
0.245531	Yale-RSV-0003	RSVA
0.214543	Yale-RSV-0003	RSVA
0.215699	Yale-RSV-0003	RSVA
0.215848	Yale-RSV-0003	RSVA
0.218288	Yale-RSV-0003	RSVA
0.217287	Yale-RSV-0003	RSVA
0.223681	Yale-RSV-0003	RSVA
0.223049	Yale-RSV-0003	RSVA
0.211997	Yale-RSV-0003	RSVA
0.213668	Yale-RSV-0003	RSVA
0.211823	Yale-RSV-0003	RSVA
0.210361	Yale-RSV-0003	RSVA
0.21358	Yale-RSV-0003	RSVA
0.22405799999999998	Yale-RSV-0003	RSVA
0.205287	Yale-RSV-0003	RSVA
0.20179499999999995	Yale-RSV-0003	RSVA
0.17363799999999996	Yale-RSV-0003	RSVA
0.08823499999999995	Yale-RSV-0003	RSVA
0.16503500000000004	Yale-RSV-0003	RSVA
0.163593	Yale-RSV-0003	RSVA
0.16292300000000004	Yale-RSV-0003	RSVA
0.20613400000000004	Yale-RSV-0003	RSVA
0.24102100000000004	Yale-RSV-0003	RSVA
0.282952	Yale-RSV-0003	RSVA
0.28907000000000005	Yale-RSV-0003	RSVA
0.310897	Yale-RSV-0003	RSVA
0.37262300000000004	Yale-RSV-0003	RSVA
0.374187	Yale-RSV-0003	RSVA
0.44082699999999997	Yale-RSV-0003	RSVA
0.45312699999999995	Yale-RSV-0003	RSVA
0.455905	Yale-RSV-0003	RSVA
0.45329299999999995	Yale-RSV-0003	RSVA
0.44074899999999995	Yale-RSV-0003	RSVA
0.23690199999999995	Yale-RSV-0003	RSVA
0.07426999999999995	Yale-RSV-0003	RSVA
0.06666700000000003	Yale-RSV-0003	RSVA
0.07364700000000002	Yale-RSV-0003	RSVA
0.159817	Yale-RSV-0003	RSVA
0.18244700000000003	Yale-RSV-0003	RSVA
0.200689	Yale-RSV-0003	RSVA
0.25058199999999997	Yale-RSV-0003	RSVA
0.25200599999999995	Yale-RSV-0003	RSVA
0.247927	Yale-RSV-0003	RSVA
0.253008	Yale-RSV-0003	RSVA
0.25063599999999997	Yale-RSV-0003	RSVA
0.25138000000000005	Yale-RSV-0003	RSVA
0.25256999999999996	Yale-RSV-0003	RSVA
0.265273	Yale-RSV-0003	RSVA
0.261883	Yale-RSV-0003	RSVA
0.310739	Yale-RSV-0003	RSVA
0.411424	Yale-RSV-0003	RSVA
0.234828	Yale-RSV-0003	RSVA
0.221377	Yale-RSV-0003	RSVA
0.34070999999999996	Yale-RSV-0003	RSVA
0.354433	Yale-RSV-0003	RSVA
0.436215	Yale-RSV-0003	RSVA
0.435981	Yale-RSV-0003	RSVA
0.436389	Yale-RSV-0003	RSVA
0.48655400000000004	Yale-RSV-0003	RSVA
0.42974999999999997	Yale-RSV-0003	RSVA
0.14673899999999995	Yale-RSV-0003	RSVA
0.14625900000000003	Yale-RSV-0003	RSVA
0.157312	Yale-RSV-0003	RSVA
0.16703	Yale-RSV-0003	RSVA
0.25161500000000003	Yale-RSV-0003	RSVA
0.39231799999999994	Yale-RSV-0003	RSVA
0.45870900000000003	Yale-RSV-0003	RSVA
0.47022699999999995	Yale-RSV-0003	RSVA
0.47589499999999996	Yale-RSV-0003	RSVA
0.275375	Yale-RSV-0003	RSVA
0.278845	Yale-RSV-0003	RSVA
0.21895	Yale-RSV-0003	RSVA
0.44109600000000004	Yale-RSV-0003	RSVA
0.301751	Yale-RSV-0003	RSVA
0.300945	Yale-RSV-0003	RSVA
0.480804	Yale-RSV-0003	RSVA
0.476114	Yale-RSV-0003	RSVA
0.324779	Yale-RSV-0003	RSVA
0.272136	Yale-RSV-0003	RSVA
0.29889299999999996	Yale-RSV-0003	RSVA
0.125	Yale-RSV-0003	RSVA
0.12839500000000004	Yale-RSV-0006	RSVA
0.13032900000000003	Yale-RSV-0006	RSVA
0.391304	Yale-RSV-0006	RSVA
0.13213200000000003	Yale-RSV-0006	RSVA
0.13271	Yale-RSV-0006	RSVA
0.13025699999999996	Yale-RSV-0006	RSVA
0.14095000000000002	Yale-RSV-0006	RSVA
0.145293	Yale-RSV-0006	RSVA
0.163551	Yale-RSV-0006	RSVA
0.16737599999999997	Yale-RSV-0006	RSVA
0.071025	Yale-RSV-0006	RSVA
0.11345799999999995	Yale-RSV-0006	RSVA
0.260251	Yale-RSV-0006	RSVA
0.335001	Yale-RSV-0006	RSVA
0.333949	Yale-RSV-0006	RSVA
0.367483	Yale-RSV-0006	RSVA
0.383099	Yale-RSV-0006	RSVA
0.411451	Yale-RSV-0006	RSVA
0.10460800000000003	Yale-RSV-0006	RSVA
0.25056199999999995	Yale-RSV-0006	RSVA
0.283562	Yale-RSV-0006	RSVA
0.254605	Yale-RSV-0006	RSVA
0.259043	Yale-RSV-0006	RSVA
0.329451	Yale-RSV-0006	RSVA
0.38774	Yale-RSV-0006	RSVA
0.44252	Yale-RSV-0006	RSVA
0.446221	Yale-RSV-0006	RSVA
0.08821599999999996	Yale-RSV-0006	RSVA
0.09015300000000004	Yale-RSV-0006	RSVA
0.09009599999999995	Yale-RSV-0006	RSVA
0.09275	Yale-RSV-0006	RSVA
0.08339099999999999	Yale-RSV-0006	RSVA
0.32016199999999995	Yale-RSV-0006	RSVA
0.389756	Yale-RSV-0006	RSVA
0.45170600000000005	Yale-RSV-0006	RSVA
0.45755500000000005	Yale-RSV-0006	RSVA
0.47460800000000003	Yale-RSV-0006	RSVA
0.436386	Yale-RSV-0006	RSVA
0.221509	Yale-RSV-0006	RSVA
0.207839	Yale-RSV-0006	RSVA
0.208876	Yale-RSV-0006	RSVA
0.2	Yale-RSV-0006	RSVA
0.409091	Yale-RSV-0006	RSVA
0.10810799999999998	Yale-RSV-0006	RSVA
0.10773500000000003	Yale-RSV-0006	RSVA
0.06666700000000003	Yale-RSV-0006	RSVA
0.08041200000000004	Yale-RSV-0006	RSVA
0.08159000000000005	Yale-RSV-0006	RSVA
0.08737899999999998	Yale-RSV-0006	RSVA
0.10141500000000003	Yale-RSV-0006	RSVA
0.098522	Yale-RSV-0006	RSVA
0.09692699999999999	Yale-RSV-0006	RSVA
0.10773500000000003	Yale-RSV-0006	RSVA
0.102719	Yale-RSV-0006	RSVA
0.11320799999999998	Yale-RSV-0006	RSVA
0.135714	Yale-RSV-0006	RSVA
0.13928600000000002	Yale-RSV-0006	RSVA
0.135714	Yale-RSV-0006	RSVA
0.336283	Yale-RSV-0006	RSVA
0.285714	Yale-RSV-0006	RSVA
0.285714	Yale-RSV-0006	RSVA
0.29807700000000004	Yale-RSV-0006	RSVA
0.287037	Yale-RSV-0006	RSVA
0.27358499999999997	Yale-RSV-0006	RSVA
0.291319	Yale-RSV-0006	RSVA
0.272941	Yale-RSV-0006	RSVA
0.36472800000000005	Yale-RSV-0006	RSVA
0.391407	Yale-RSV-0006	RSVA
0.392767	Yale-RSV-0006	RSVA
0.402038	Yale-RSV-0006	RSVA
0.266386	Yale-RSV-0006	RSVA
0.17481500000000005	Yale-RSV-0006	RSVA
0.16690499999999997	Yale-RSV-0006	RSVA
0.142922	Yale-RSV-0006	RSVA
0.32559899999999997	Yale-RSV-0006	RSVA
0.06512700000000005	Yale-RSV-0006	RSVA
0.205094	Yale-RSV-0006	RSVA
0.24325	Yale-RSV-0006	RSVA
0.243494	Yale-RSV-0006	RSVA
0.230447	Yale-RSV-0006	RSVA
0.17867299999999997	Yale-RSV-0006	RSVA
0.492153	Yale-RSV-0006	RSVA
0.329256	Yale-RSV-0006	RSVA
