"sample"	"name"	"start"	"end"	"depth"
"Yale-RSV-0004-1"	"Amplicon 44"	"13021"	"13414"	36032
"Yale-RSV-0004-1"	"Amplicon 45"	"13321"	"13736"	18030
"Yale-RSV-0004-1"	"Amplicon 46"	"13647"	"14040"	50323
"Yale-RSV-0004-1"	"Amplicon 47"	"13950"	"14354"	26424
"Yale-RSV-0004-1"	"Amplicon 48"	"14239"	"14648"	35274
"Yale-RSV-0004-1"	"Amplicon 49"	"14580"	"15020"	32408
"Yale-RSV-0004-1"	"Amplicon 50"	"14816"	"0"	-1
"sample"	NA	"start"	"end"	NA
"Yale-RSV-0005-1"	"Amplicon 1"	"45"	"451"	10564
"Yale-RSV-0005-1"	"Amplicon 2"	"317"	"721"	3556
"Yale-RSV-0005-1"	"Amplicon 3"	"622"	"1028"	1083
"Yale-RSV-0005-1"	"Amplicon 4"	"929"	"1340"	10514
"Yale-RSV-0005-1"	"Amplicon 5"	"1220"	"1655"	26725
"Yale-RSV-0005-1"	"Amplicon 6"	"1540"	"1970"	11311
"Yale-RSV-0005-1"	"Amplicon 7"	"1861"	"2363"	16907
"Yale-RSV-0005-1"	"Amplicon 8"	"2182"	"2587"	9533
"Yale-RSV-0005-1"	"Amplicon 9"	"2492"	"2897"	14336
"Yale-RSV-0005-1"	"Amplicon 10"	"2806"	"3201"	75967
"Yale-RSV-0005-1"	"Amplicon 11"	"3108"	"3512"	20526
"Yale-RSV-0005-1"	"Amplicon 12"	"3425"	"3820"	69948
"Yale-RSV-0005-1"	"Amplicon 13"	"3724"	"4128"	34012
"Yale-RSV-0005-1"	"Amplicon 14"	"4040"	"4446"	23063
"Yale-RSV-0005-1"	"Amplicon 15"	"4325"	"4737"	21163
"Yale-RSV-0005-1"	"Amplicon 16"	"4677"	"5031"	1693
"Yale-RSV-0005-1"	"Amplicon 17"	"4949"	"5337"	329
"Yale-RSV-0005-1"	"Amplicon 18"	"5254"	"5659"	427
"Yale-RSV-0005-1"	"Amplicon 19"	"5575"	"5981"	9705
"Yale-RSV-0005-1"	"Amplicon 20"	"5852"	"6259"	26504
"Yale-RSV-0005-1"	"Amplicon 21"	"6173"	"6569"	52723
"Yale-RSV-0005-1"	"Amplicon 22"	"6448"	"6851"	62043
"Yale-RSV-0005-1"	"Amplicon 23"	"6747"	"7158"	15353
"Yale-RSV-0005-1"	"Amplicon 24"	"7072"	"7468"	44456
"Yale-RSV-0005-1"	"Amplicon 25"	"7377"	"7776"	51799
"Yale-RSV-0005-1"	"Amplicon 26"	"7693"	"8093"	132684
"Yale-RSV-0005-1"	"Amplicon 27"	"8007"	"8408"	43901
"Yale-RSV-0005-1"	"Amplicon 28"	"8321"	"8714"	9281
"Yale-RSV-0005-1"	"Amplicon 29"	"8631"	"9036"	22126
"Yale-RSV-0005-1"	"Amplicon 30"	"8943"	"9353"	3583
"Yale-RSV-0005-1"	"Amplicon 31"	"9243"	"9656"	8364
"Yale-RSV-0005-1"	"Amplicon 32"	"9520"	"9932"	17403
"Yale-RSV-0005-1"	"Amplicon 33"	"9813"	"10223"	2140
"Yale-RSV-0005-1"	"Amplicon 34"	"9998"	"10495"	1709
"Yale-RSV-0005-1"	"Amplicon 35"	"10434"	"10829"	32876
"Yale-RSV-0005-1"	"Amplicon 36"	"10735"	"11133"	92324
"Yale-RSV-0005-1"	"Amplicon 37"	"10978"	"11382"	30619
"Yale-RSV-0005-1"	"Amplicon 38"	"11275"	"11669"	8739
"Yale-RSV-0005-1"	"Amplicon 39"	"11516"	"11921"	6754
"Yale-RSV-0005-1"	"Amplicon 40"	"11828"	"12229"	8036
"Yale-RSV-0005-1"	"Amplicon 41"	"12133"	"12530"	18087
"Yale-RSV-0005-1"	"Amplicon 42"	"12438"	"12808"	35646
"Yale-RSV-0005-1"	"Amplicon 43"	"12708"	"13109"	8647
"Yale-RSV-0005-1"	"Amplicon 44"	"13021"	"13414"	27587
"Yale-RSV-0005-1"	"Amplicon 45"	"13321"	"13736"	11494
"Yale-RSV-0005-1"	"Amplicon 46"	"13647"	"14040"	52572
"Yale-RSV-0005-1"	"Amplicon 47"	"13950"	"14354"	33240
"Yale-RSV-0005-1"	"Amplicon 48"	"14239"	"14648"	53251
"Yale-RSV-0005-1"	"Amplicon 49"	"14580"	"15020"	36450
"Yale-RSV-0005-1"	"Amplicon 50"	"14816"	"0"	-1
"sample"	NA	"start"	"end"	NA
"Yale-RSV-0008-1"	"Amplicon 1"	"45"	"451"	3537
"Yale-RSV-0008-1"	"Amplicon 2"	"317"	"721"	1572
"Yale-RSV-0008-1"	"Amplicon 3"	"622"	"1028"	1286
"Yale-RSV-0008-1"	"Amplicon 4"	"929"	"1340"	4864
"Yale-RSV-0008-1"	"Amplicon 5"	"1220"	"1655"	9678
"Yale-RSV-0008-1"	"Amplicon 6"	"1540"	"1970"	2240
"Yale-RSV-0008-1"	"Amplicon 7"	"1861"	"2363"	7159
"Yale-RSV-0008-1"	"Amplicon 8"	"2182"	"2587"	3726
"Yale-RSV-0008-1"	"Amplicon 9"	"2492"	"2897"	432
"Yale-RSV-0008-1"	"Amplicon 10"	"2806"	"3201"	144
"Yale-RSV-0008-1"	"Amplicon 11"	"3108"	"3512"	5174
"Yale-RSV-0008-1"	"Amplicon 12"	"3425"	"3820"	29893
"Yale-RSV-0008-1"	"Amplicon 13"	"3724"	"4128"	21622
"Yale-RSV-0008-1"	"Amplicon 14"	"4040"	"4446"	7467
"Yale-RSV-0008-1"	"Amplicon 15"	"4325"	"4737"	5848
"Yale-RSV-0008-1"	"Amplicon 16"	"4677"	"5031"	457
"Yale-RSV-0008-1"	"Amplicon 17"	"4949"	"5337"	76
"Yale-RSV-0008-1"	"Amplicon 18"	"5254"	"5659"	1157
"Yale-RSV-0008-1"	"Amplicon 19"	"5575"	"5981"	11950
"Yale-RSV-0008-1"	"Amplicon 20"	"5852"	"6259"	13579
"Yale-RSV-0008-1"	"Amplicon 21"	"6173"	"6569"	39401
"Yale-RSV-0008-1"	"Amplicon 22"	"6448"	"6851"	48149
"Yale-RSV-0008-1"	"Amplicon 23"	"6747"	"7158"	14348
"Yale-RSV-0008-1"	"Amplicon 24"	"7072"	"7468"	39346
"Yale-RSV-0008-1"	"Amplicon 25"	"7377"	"7776"	25446
"Yale-RSV-0008-1"	"Amplicon 26"	"7693"	"8093"	97406
"Yale-RSV-0008-1"	"Amplicon 27"	"8007"	"8408"	26173
"Yale-RSV-0008-1"	"Amplicon 28"	"8321"	"8714"	3912
"Yale-RSV-0008-1"	"Amplicon 29"	"8631"	"9036"	5872
"Yale-RSV-0008-1"	"Amplicon 30"	"8943"	"9353"	1275
"Yale-RSV-0008-1"	"Amplicon 31"	"9243"	"9656"	4920
"Yale-RSV-0008-1"	"Amplicon 32"	"9520"	"9932"	11284
"Yale-RSV-0008-1"	"Amplicon 33"	"9813"	"10223"	1463
"Yale-RSV-0008-1"	"Amplicon 34"	"9998"	"10495"	727
"Yale-RSV-0008-1"	"Amplicon 35"	"10434"	"10829"	4627
"Yale-RSV-0008-1"	"Amplicon 36"	"10735"	"11133"	8164
"Yale-RSV-0008-1"	"Amplicon 37"	"10978"	"11382"	6602
"Yale-RSV-0008-1"	"Amplicon 38"	"11275"	"11669"	2834
"Yale-RSV-0008-1"	"Amplicon 39"	"11516"	"11921"	4704
"Yale-RSV-0008-1"	"Amplicon 40"	"11828"	"12229"	8174
"Yale-RSV-0008-1"	"Amplicon 41"	"12133"	"12530"	28832
"Yale-RSV-0008-1"	"Amplicon 42"	"12438"	"12808"	112552
"Yale-RSV-0008-1"	"Amplicon 43"	"12708"	"13109"	14129
"Yale-RSV-0008-1"	"Amplicon 44"	"13021"	"13414"	13914
"Yale-RSV-0008-1"	"Amplicon 45"	"13321"	"13736"	8025
"Yale-RSV-0008-1"	"Amplicon 46"	"13647"	"14040"	40084
"Yale-RSV-0008-1"	"Amplicon 47"	"13950"	"14354"	19996
"Yale-RSV-0008-1"	"Amplicon 48"	"14239"	"14648"	33328
"Yale-RSV-0008-1"	"Amplicon 49"	"14580"	"15020"	19754
"Yale-RSV-0008-1"	"Amplicon 50"	"14816"	"0"	-1
"sample"	NA	"start"	"end"	NA
"Yale-RSV-0009-1"	"Amplicon 1"	"45"	"451"	9200
"Yale-RSV-0009-1"	"Amplicon 2"	"317"	"721"	13903
"Yale-RSV-0009-1"	"Amplicon 3"	"622"	"1028"	7973
"Yale-RSV-0009-1"	"Amplicon 4"	"929"	"1340"	19163
"Yale-RSV-0009-1"	"Amplicon 5"	"1220"	"1655"	28138
"Yale-RSV-0009-1"	"Amplicon 6"	"1540"	"1970"	24315
"Yale-RSV-0009-1"	"Amplicon 7"	"1861"	"2363"	19513
"Yale-RSV-0009-1"	"Amplicon 8"	"2182"	"2587"	16865
"Yale-RSV-0009-1"	"Amplicon 9"	"2492"	"2897"	14097
"Yale-RSV-0009-1"	"Amplicon 10"	"2806"	"3201"	31141
"Yale-RSV-0009-1"	"Amplicon 11"	"3108"	"3512"	25669
"Yale-RSV-0009-1"	"Amplicon 12"	"3425"	"3820"	32367
"Yale-RSV-0009-1"	"Amplicon 13"	"3724"	"4128"	20930
"Yale-RSV-0009-1"	"Amplicon 14"	"4040"	"4446"	27173
"Yale-RSV-0009-1"	"Amplicon 15"	"4325"	"4737"	18886
"Yale-RSV-0009-1"	"Amplicon 16"	"4677"	"5031"	19626
"Yale-RSV-0009-1"	"Amplicon 17"	"4949"	"5337"	19075
"Yale-RSV-0009-1"	"Amplicon 18"	"5254"	"5659"	21638
"Yale-RSV-0009-1"	"Amplicon 19"	"5575"	"5981"	62484
"Yale-RSV-0009-1"	"Amplicon 20"	"5852"	"6259"	59853
"Yale-RSV-0009-1"	"Amplicon 21"	"6173"	"6569"	36380
"Yale-RSV-0009-1"	"Amplicon 22"	"6448"	"6851"	38229
"Yale-RSV-0009-1"	"Amplicon 23"	"6747"	"7158"	18442
"Yale-RSV-0009-1"	"Amplicon 24"	"7072"	"7468"	15432
"Yale-RSV-0009-1"	"Amplicon 25"	"7377"	"7776"	22577
"Yale-RSV-0009-1"	"Amplicon 26"	"7693"	"8093"	38878
"Yale-RSV-0009-1"	"Amplicon 27"	"8007"	"8408"	19164
"Yale-RSV-0009-1"	"Amplicon 28"	"8321"	"8714"	21640
"Yale-RSV-0009-1"	"Amplicon 29"	"8631"	"9036"	23742
"Yale-RSV-0009-1"	"Amplicon 30"	"8943"	"9353"	11862
"Yale-RSV-0009-1"	"Amplicon 31"	"9243"	"9656"	14508
"Yale-RSV-0009-1"	"Amplicon 32"	"9520"	"9932"	19336
"Yale-RSV-0009-1"	"Amplicon 33"	"9813"	"10223"	4119
"Yale-RSV-0009-1"	"Amplicon 34"	"9998"	"10495"	2216
"Yale-RSV-0009-1"	"Amplicon 35"	"10434"	"10829"	19940
"Yale-RSV-0009-1"	"Amplicon 36"	"10735"	"11133"	50444
"Yale-RSV-0009-1"	"Amplicon 37"	"10978"	"11382"	33011
"Yale-RSV-0009-1"	"Amplicon 38"	"11275"	"11669"	28563
"Yale-RSV-0009-1"	"Amplicon 39"	"11516"	"11921"	44002
"Yale-RSV-0009-1"	"Amplicon 40"	"11828"	"12229"	104688
"Yale-RSV-0009-1"	"Amplicon 41"	"12133"	"12530"	101277
"Yale-RSV-0009-1"	"Amplicon 42"	"12438"	"12808"	98380
"Yale-RSV-0009-1"	"Amplicon 43"	"12708"	"13109"	17723
"Yale-RSV-0009-1"	"Amplicon 44"	"13021"	"13414"	23426
"Yale-RSV-0009-1"	"Amplicon 45"	"13321"	"13736"	13058
"Yale-RSV-0009-1"	"Amplicon 46"	"13647"	"14040"	37178
"Yale-RSV-0009-1"	"Amplicon 47"	"13950"	"14354"	19363
"Yale-RSV-0009-1"	"Amplicon 48"	"14239"	"14648"	24227
"Yale-RSV-0009-1"	"Amplicon 49"	"14580"	"15020"	18582
"Yale-RSV-0009-1"	"Amplicon 50"	"14816"	"0"	-1
"sample"	NA	"start"	"end"	NA
"Yale-RSV-0011-1"	"Amplicon 1"	"45"	"451"	27138
"Yale-RSV-0011-1"	"Amplicon 2"	"317"	"721"	47451
"Yale-RSV-0011-1"	"Amplicon 3"	"622"	"1028"	24884
"Yale-RSV-0011-1"	"Amplicon 4"	"929"	"1340"	55118
"Yale-RSV-0011-1"	"Amplicon 5"	"1220"	"1655"	87658
"Yale-RSV-0011-1"	"Amplicon 6"	"1540"	"1970"	94768
"Yale-RSV-0011-1"	"Amplicon 7"	"1861"	"2363"	69960
"Yale-RSV-0011-1"	"Amplicon 8"	"2182"	"2587"	55321
"Yale-RSV-0011-1"	"Amplicon 9"	"2492"	"2897"	49287
"Yale-RSV-0011-1"	"Amplicon 10"	"2806"	"3201"	86208
"Yale-RSV-0011-1"	"Amplicon 11"	"3108"	"3512"	58393
"Yale-RSV-0011-1"	"Amplicon 12"	"3425"	"3820"	89005
"Yale-RSV-0011-1"	"Amplicon 13"	"3724"	"4128"	61982
"Yale-RSV-0011-1"	"Amplicon 14"	"4040"	"4446"	93101
"Yale-RSV-0011-1"	"Amplicon 15"	"4325"	"4737"	57088
"Yale-RSV-0011-1"	"Amplicon 16"	"4677"	"5031"	9223
"Yale-RSV-0011-1"	"Amplicon 17"	"4949"	"5337"	11360
"Yale-RSV-0011-1"	"Amplicon 18"	"5254"	"5659"	18408
"Yale-RSV-0011-1"	"Amplicon 19"	"5575"	"5981"	142377
"Yale-RSV-0011-1"	"Amplicon 20"	"5852"	"6259"	179063
"Yale-RSV-0011-1"	"Amplicon 21"	"6173"	"6569"	109978
"Yale-RSV-0011-1"	"Amplicon 22"	"6448"	"6851"	107683
"Yale-RSV-0011-1"	"Amplicon 23"	"6747"	"7158"	61260
"Yale-RSV-0011-1"	"Amplicon 24"	"7072"	"7468"	45024
"Yale-RSV-0011-1"	"Amplicon 25"	"7377"	"7776"	62537
"Yale-RSV-0011-1"	"Amplicon 26"	"7693"	"8093"	106797
"Yale-RSV-0011-1"	"Amplicon 27"	"8007"	"8408"	62331
"Yale-RSV-0011-1"	"Amplicon 28"	"8321"	"8714"	78813
"Yale-RSV-0011-1"	"Amplicon 29"	"8631"	"9036"	88935
"Yale-RSV-0011-1"	"Amplicon 30"	"8943"	"9353"	38796
"Yale-RSV-0011-1"	"Amplicon 31"	"9243"	"9656"	38352
"Yale-RSV-0011-1"	"Amplicon 32"	"9520"	"9932"	50618
"Yale-RSV-0011-1"	"Amplicon 33"	"9813"	"10223"	9100
"Yale-RSV-0011-1"	"Amplicon 34"	"9998"	"10495"	5230
"Yale-RSV-0011-1"	"Amplicon 35"	"10434"	"10829"	56448
"Yale-RSV-0011-1"	"Amplicon 36"	"10735"	"11133"	147465
"Yale-RSV-0011-1"	"Amplicon 37"	"10978"	"11382"	89678
"Yale-RSV-0011-1"	"Amplicon 38"	"11275"	"11669"	54409
"Yale-RSV-0011-1"	"Amplicon 39"	"11516"	"11921"	70176
"Yale-RSV-0011-1"	"Amplicon 40"	"11828"	"12229"	124884
"Yale-RSV-0011-1"	"Amplicon 41"	"12133"	"12530"	73484
"Yale-RSV-0011-1"	"Amplicon 42"	"12438"	"12808"	77114
"Yale-RSV-0011-1"	"Amplicon 43"	"12708"	"13109"	30327
"Yale-RSV-0011-1"	"Amplicon 44"	"13021"	"13414"	69060
"Yale-RSV-0011-1"	"Amplicon 45"	"13321"	"13736"	34179
"Yale-RSV-0011-1"	"Amplicon 46"	"13647"	"14040"	100679
"Yale-RSV-0011-1"	"Amplicon 47"	"13950"	"14354"	53081
"Yale-RSV-0011-1"	"Amplicon 48"	"14239"	"14648"	60352
"Yale-RSV-0011-1"	"Amplicon 49"	"14580"	"15020"	59969
"Yale-RSV-0011-1"	"Amplicon 50"	"14816"	"0"	-1
"sample"	NA	"start"	"end"	NA
"Yale-RSV-0012-1"	"Amplicon 1"	"45"	"451"	12466
"Yale-RSV-0012-1"	"Amplicon 2"	"317"	"721"	14875
"Yale-RSV-0012-1"	"Amplicon 3"	"622"	"1028"	7566
"Yale-RSV-0012-1"	"Amplicon 4"	"929"	"1340"	23272
"Yale-RSV-0012-1"	"Amplicon 5"	"1220"	"1655"	44706
"Yale-RSV-0012-1"	"Amplicon 6"	"1540"	"1970"	27482
"Yale-RSV-0012-1"	"Amplicon 7"	"1861"	"2363"	26238
"Yale-RSV-0012-1"	"Amplicon 8"	"2182"	"2587"	15836
"Yale-RSV-0012-1"	"Amplicon 9"	"2492"	"2897"	20524
"Yale-RSV-0012-1"	"Amplicon 10"	"2806"	"3201"	57921
"Yale-RSV-0012-1"	"Amplicon 11"	"3108"	"3512"	25542
"Yale-RSV-0012-1"	"Amplicon 12"	"3425"	"3820"	50957
"Yale-RSV-0012-1"	"Amplicon 13"	"3724"	"4128"	30499
"Yale-RSV-0012-1"	"Amplicon 14"	"4040"	"4446"	37096
"Yale-RSV-0012-1"	"Amplicon 15"	"4325"	"4737"	28086
