pos	good	ambiguous	bad
350	43	0	0
351	43	0	0
352	43	0	0
353	43	0	0
354	43	0	0
355	43	0	0
356	43	0	0
357	43	0	0
358	43	0	0
359	43	0	0
360	43	0	0
361	43	0	0
362	43	0	0
363	43	0	0
364	43	0	0
365	43	0	0
366	43	0	0
367	43	0	0
368	43	0	0
369	43	0	0
370	43	0	0
371	43	0	0
372	43	0	0
373	43	0	0
374	43	0	0
375	43	0	0
376	43	0	0
377	43	0	0
378	43	0	0
379	43	0	0
380	43	0	0
381	43	0	0
382	43	0	0
383	43	0	0
384	43	0	0
385	43	0	0
386	43	0	0
387	43	0	0
388	43	0	0
389	43	0	0
390	43	0	0
391	43	0	0
392	43	0	0
393	43	0	0
394	43	0	0
395	43	0	0
396	43	0	0
397	43	0	0
398	43	0	0
399	43	0	0
400	43	0	0
401	43	0	0
402	43	0	0
403	43	0	0
404	43	0	0
405	43	0	0
406	43	0	0
407	43	0	0
408	43	0	0
409	43	0	0
410	43	0	0
411	43	0	0
412	43	0	0
413	43	0	0
414	43	0	0
415	43	0	0
416	43	0	0
417	43	0	0
418	43	0	0
419	43	0	0
420	43	0	0
421	43	0	0
422	43	0	0
423	43	0	0
424	43	0	0
425	43	0	0
426	43	0	0
427	43	0	0
428	43	0	0
429	43	0	0
430	43	0	0
431	43	0	0
432	43	0	0
433	43	0	0
434	43	0	0
435	43	0	0
436	43	0	0
437	43	0	0
438	43	0	0
439	43	0	0
440	43	0	0
441	43	0	0
442	43	0	0
443	43	0	0
444	43	0	0
445	43	0	0
446	43	0	0
447	43	0	0
448	43	0	0
449	43	0	0
450	43	0	0
451	43	0	0
452	43	0	0
453	43	0	0
454	43	0	0
455	43	0	0
456	43	0	0
457	43	0	0
458	43	0	0
459	43	0	0
460	43	0	0
461	43	0	0
462	43	0	0
463	43	0	0
464	43	0	0
465	43	0	0
466	43	0	0
467	43	0	0
468	43	0	0
469	43	0	0
470	43	0	0
471	43	0	0
472	43	0	0
473	43	0	0
474	43	0	0
475	43	0	0
476	43	0	0
477	43	0	0
478	43	0	0
479	43	0	0
480	43	0	0
481	43	0	0
482	43	0	0
483	43	0	0
484	43	0	0
485	43	0	0
486	43	0	0
487	43	0	0
488	43	0	0
489	43	0	0
490	43	0	0
491	42	1	0
492	43	0	0
493	43	0	0
494	43	0	0
495	43	0	0
496	43	0	0
497	43	0	0
498	43	0	0
499	43	0	0
500	43	0	0
501	43	0	0
502	43	0	0
503	43	0	0
504	43	0	0
505	43	0	0
506	43	0	0
507	43	0	0
508	43	0	0
509	43	0	0
510	43	0	0
511	43	0	0
512	43	0	0
513	43	0	0
514	43	0	0
515	43	0	0
516	43	0	0
517	43	0	0
518	43	0	0
519	43	0	0
520	43	0	0
521	43	0	0
522	43	0	0
523	43	0	0
524	43	0	0
525	43	0	0
526	43	0	0
527	43	0	0
528	43	0	0
529	43	0	0
530	43	0	0
531	43	0	0
532	43	0	0
533	43	0	0
534	43	0	0
535	43	0	0
536	43	0	0
537	43	0	0
538	43	0	0
539	43	0	0
540	43	0	0
541	43	0	0
542	43	0	0
543	43	0	0
544	43	0	0
545	43	0	0
546	43	0	0
547	43	0	0
548	43	0	0
549	43	0	0
550	43	0	0
551	43	0	0
552	43	0	0
553	43	0	0
554	43	0	0
555	43	0	0
556	43	0	0
557	43	0	0
558	43	0	0
559	43	0	0
560	43	0	0
561	43	0	0
562	43	0	0
563	43	0	0
564	43	0	0
565	43	0	0
566	43	0	0
567	43	0	0
568	43	0	0
569	43	0	0
570	43	0	0
571	43	0	0
572	43	0	0
573	43	0	0
574	43	0	0
575	43	0	0
576	43	0	0
577	43	0	0
578	43	0	0
579	43	0	0
580	43	0	0
581	43	0	0
582	43	0	0
583	43	0	0
584	43	0	0
585	43	0	0
586	43	0	0
587	43	0	0
588	43	0	0
589	43	0	0
590	43	0	0
591	43	0	0
592	43	0	0
593	43	0	0
594	43	0	0
595	43	0	0
596	43	0	0
597	43	0	0
598	43	0	0
599	43	0	0
600	43	0	0
601	43	0	0
602	43	0	0
603	43	0	0
604	43	0	0
605	43	0	0
606	43	0	0
607	43	0	0
608	43	0	0
609	43	0	0
610	43	0	0
611	43	0	0
612	43	0	0
613	43	0	0
614	43	0	0
615	43	0	0
616	43	0	0
617	43	0	0
618	43	0	0
619	43	0	0
620	43	0	0
621	43	0	0
622	43	0	0
623	43	0	0
624	43	0	0
625	43	0	0
626	43	0	0
627	43	0	0
628	43	0	0
629	43	0	0
630	43	0	0
631	43	0	0
632	43	0	0
633	43	0	0
634	43	0	0
635	43	0	0
636	43	0	0
637	43	0	0
638	43	0	0
639	43	0	0
640	43	0	0
641	43	0	0
642	43	0	0
643	43	0	0
644	43	0	0
645	43	0	0
646	43	0	0
647	43	0	0
648	43	0	0
649	43	0	0
650	43	0	0
651	43	0	0
652	33	10	0
653	43	0	0
654	43	0	0
655	43	0	0
656	43	0	0
657	43	0	0
658	43	0	0
659	43	0	0
660	43	0	0
661	42	0	1
662	42	0	1
663	42	0	1
664	42	0	1
665	42	0	1
666	42	0	1
667	42	0	1
668	42	0	1
669	42	0	1
670	42	0	1
671	42	0	1
672	42	0	1
673	42	0	1
674	42	0	1
675	42	0	1
676	42	0	1
677	42	0	1
678	42	0	1
679	42	0	1
680	42	0	1
681	42	0	1
682	42	0	1
683	42	0	1
684	42	0	1
685	42	0	1
686	42	0	1
687	42	0	1
688	42	0	1
689	42	0	1
690	42	0	1
691	42	0	1
692	42	0	1
693	42	0	1
694	42	0	1
695	42	0	1
696	42	0	1
697	42	0	1
698	42	0	1
699	42	0	1
700	42	0	1
701	42	0	1
702	42	0	1
703	42	0	1
704	42	0	1
705	42	0	1
706	42	0	1
707	42	0	1
708	42	0	1
709	42	0	1
710	42	0	1
711	42	0	1
712	42	0	1
713	42	0	1
714	42	0	1
715	42	0	1
716	42	0	1
717	43	0	0
718	43	0	0
719	43	0	0
720	43	0	0
721	43	0	0
722	43	0	0
723	43	0	0
724	43	0	0
725	43	0	0
726	43	0	0
727	43	0	0
728	43	0	0
729	43	0	0
730	37	6	0
731	43	0	0
732	43	0	0
733	43	0	0
734	43	0	0
735	43	0	0
736	38	5	0
737	43	0	0
738	43	0	0
739	42	0	1
740	42	0	1
741	42	0	1
742	42	0	1
743	42	0	1
744	42	0	1
745	42	0	1
746	42	0	1
747	42	0	1
748	42	0	1
749	42	0	1
750	42	0	1
751	42	0	1
752	42	0	1
753	42	0	1
754	42	0	1
755	42	0	1
756	42	0	1
757	42	0	1
758	42	0	1
759	42	0	1
760	42	0	1
761	42	0	1
762	42	0	1
763	42	0	1
764	42	0	1
765	42	0	1
766	42	0	1
767	42	0	1
768	42	0	1
769	42	0	1
770	42	0	1
771	42	0	1
772	42	0	1
773	42	0	1
774	42	0	1
775	42	0	1
776	42	0	1
777	42	0	1
778	42	0	1
779	42	0	1
780	42	0	1
781	42	0	1
782	42	0	1
783	42	0	1
784	42	0	1
785	42	0	1
786	42	0	1
787	42	0	1
788	42	0	1
789	42	0	1
790	42	0	1
791	42	0	1
792	42	0	1
793	42	0	1
794	42	0	1
795	42	0	1
796	42	0	1
797	42	0	1
798	42	0	1
799	42	0	1
800	42	0	1
801	42	0	1
802	42	0	1
803	42	0	1
804	42	0	1
805	42	0	1
806	42	0	1
807	42	0	1
808	42	0	1
809	42	0	1
810	42	0	1
811	42	0	1
812	42	0	1
813	42	0	1
814	42	0	1
815	42	0	1
816	42	0	1
817	42	0	1
818	42	0	1
819	42	0	1
820	42	0	1
821	42	0	1
822	42	0	1
823	42	0	1
824	42	0	1
825	42	0	1
826	42	0	1
827	42	0	1
828	42	0	1
829	42	0	1
830	42	0	1
831	42	0	1
832	42	0	1
833	42	0	1
834	42	0	1
835	42	0	1
836	42	0	1
837	42	0	1
838	42	0	1
839	42	0	1
840	42	0	1
841	42	0	1
842	42	0	1
843	42	0	1
844	42	0	1
845	42	0	1
846	42	0	1
847	42	0	1
848	42	0	1
849	42	0	1
850	42	0	1
851	42	0	1
852	42	0	1
853	42	0	1
854	42	0	1
855	42	0	1
856	42	0	1
857	42	0	1
858	42	0	1
859	42	0	1
860	42	0	1
861	42	0	1
862	42	0	1
863	42	0	1
864	42	0	1
865	42	0	1
866	42	0	1
867	42	0	1
868	42	0	1
869	42	0	1
870	42	0	1
871	42	0	1
872	42	0	1
873	42	0	1
874	42	0	1
875	42	0	1
876	42	0	1
877	42	0	1
878	42	0	1
879	42	0	1
880	42	0	1
881	42	0	1
882	42	0	1
883	42	0	1
884	42	0	1
885	42	0	1
886	42	0	1
887	42	0	1
888	42	0	1
889	42	0	1
890	42	0	1
891	42	0	1
892	42	0	1
893	42	0	1
894	42	0	1
895	42	0	1
896	42	0	1
897	42	0	1
898	42	0	1
899	42	0	1
900	42	0	1
901	42	0	1
902	42	0	1
903	42	0	1
904	42	0	1
905	42	0	1
906	42	0	1
907	42	0	1
908	42	0	1
909	42	0	1
910	42	0	1
911	42	0	1
912	42	0	1
913	42	0	1
914	42	0	1
915	42	0	1
916	42	0	1
917	42	0	1
918	42	0	1
919	42	0	1
920	42	0	1
921	42	0	1
922	42	0	1
923	42	0	1
924	42	0	1
925	42	0	1
926	42	0	1
927	42	0	1
928	42	0	1
929	42	0	1
930	42	0	1
931	42	0	1
932	42	0	1
933	42	0	1
934	42	0	1
935	42	0	1
936	42	0	1
937	42	0	1
938	42	0	1
939	42	0	1
940	42	0	1
941	42	0	1
942	42	0	1
943	42	0	1
944	42	0	1
945	42	0	1
946	42	0	1
947	42	0	1
948	42	0	1
949	42	0	1
950	42	0	1
951	42	0	1
952	42	0	1
953	42	0	1
954	42	0	1
955	43	0	0
956	43	0	0
957	43	0	0
958	43	0	0
959	43	0	0
960	43	0	0
961	43	0	0
962	43	0	0
963	43	0	0
964	43	0	0
965	43	0	0
966	43	0	0
967	42	1	0
968	43	0	0
969	43	0	0
970	43	0	0
971	43	0	0
972	43	0	0
973	43	0	0
974	43	0	0
975	43	0	0
976	43	0	0
977	43	0	0
978	43	0	0
979	43	0	0
980	43	0	0
981	43	0	0
982	42	1	0
983	43	0	0
984	43	0	0
985	43	0	0
986	43	0	0
987	43	0	0
988	42	1	0
989	43	0	0
990	43	0	0
991	43	0	0
992	43	0	0
993	42	1	0
994	43	0	0
995	43	0	0
996	43	0	0
997	43	0	0
998	43	0	0
999	43	0	0
1000	43	0	0
1001	43	0	0
1002	43	0	0
1003	43	0	0
1004	43	0	0
1005	43	0	0
1006	43	0	0
1007	43	0	0
1008	43	0	0
1009	0	0	43
1010	0	0	43
1011	40	0	3
1012	43	0	0
1013	42	0	1
1014	39	0	4
1015	32	0	11
1016	29	0	14
1017	32	0	11
1018	32	0	11
1019	33	0	10
1020	32	0	11
1021	32	0	11
1022	40	1	2
1023	43	0	0
1024	43	0	0
1025	43	0	0
1026	43	0	0
1027	43	0	0
1028	43	0	0
1029	43	0	0
1030	43	0	0
1031	43	0	0
1032	43	0	0
1033	43	0	0
1034	43	0	0
1035	43	0	0
1036	43	0	0
1037	43	0	0
1038	43	0	0
1039	43	0	0
1040	43	0	0
1041	43	0	0
1042	43	0	0
1043	43	0	0
1044	43	0	0
1045	43	0	0
1046	43	0	0
1047	43	0	0
1048	43	0	0
1049	43	0	0
1050	43	0	0
1051	43	0	0
1052	43	0	0
1053	43	0	0
1054	43	0	0
1055	43	0	0
1056	43	0	0
1057	43	0	0
1058	43	0	0
1059	43	0	0
1060	43	0	0
1061	43	0	0
1062	43	0	0
1063	43	0	0
1064	43	0	0
1065	43	0	0
1066	43	0	0
1067	43	0	0
1068	43	0	0
1069	43	0	0
1070	43	0	0
1071	43	0	0
1072	43	0	0
1073	43	0	0
1074	43	0	0
1075	43	0	0
1076	43	0	0
1077	43	0	0
1078	43	0	0
1079	43	0	0
1080	43	0	0
1081	43	0	0
1082	43	0	0
1083	43	0	0
1084	43	0	0
1085	43	0	0
1086	43	0	0
1087	43	0	0
1088	43	0	0
1089	43	0	0
1090	43	0	0
1091	43	0	0
1092	43	0	0
1093	43	0	0
1094	43	0	0
1095	43	0	0
1096	43	0	0
1097	43	0	0
1098	43	0	0
1099	43	0	0
1100	43	0	0
1101	43	0	0
1102	43	0	0
1103	43	0	0
1104	43	0	0
1105	43	0	0
1106	43	0	0
1107	43	0	0
1108	43	0	0
1109	43	0	0
1110	43	0	0
1111	43	0	0
1112	43	0	0
1113	43	0	0
1114	43	0	0
1115	43	0	0
1116	43	0	0
1117	43	0	0
1118	43	0	0
1119	43	0	0
1120	43	0	0
1121	43	0	0
1122	43	0	0
1123	43	0	0
1124	43	0	0
1125	43	0	0
1126	43	0	0
1127	43	0	0
1128	43	0	0
1129	43	0	0
1130	43	0	0
1131	43	0	0
1132	43	0	0
1133	43	0	0
1134	43	0	0
1135	43	0	0
1136	43	0	0
1137	43	0	0
1138	43	0	0
1139	42	1	0
1140	43	0	0
1141	43	0	0
1142	43	0	0
1143	43	0	0
1144	43	0	0
1145	43	0	0
1146	43	0	0
1147	43	0	0
1148	43	0	0
1149	43	0	0
1150	43	0	0
1151	43	0	0
1152	43	0	0
1153	43	0	0
1154	43	0	0
1155	43	0	0
1156	43	0	0
1157	43	0	0
1158	43	0	0
1159	43	0	0
1160	43	0	0
1161	43	0	0
1162	43	0	0
1163	43	0	0
1164	43	0	0
1165	43	0	0
1166	43	0	0
1167	43	0	0
1168	43	0	0
1169	43	0	0
1170	43	0	0
1171	43	0	0
1172	43	0	0
1173	42	1	0
1174	43	0	0
1175	42	1	0
1176	43	0	0
1177	43	0	0
1178	42	1	0
1179	43	0	0
1180	43	0	0
1181	42	1	0
1182	43	0	0
1183	43	0	0
1184	43	0	0
1185	43	0	0
1186	43	0	0
1187	42	1	0
1188	43	0	0
1189	43	0	0
1190	42	1	0
1191	43	0	0
1192	43	0	0
1193	42	1	0
1194	43	0	0
1195	43	0	0
1196	43	0	0
1197	43	0	0
1198	43	0	0
1199	43	0	0
1200	43	0	0
1201	43	0	0
1202	43	0	0
1203	43	0	0
1204	43	0	0
1205	43	0	0
1206	43	0	0
1207	43	0	0
1208	42	1	0
1209	43	0	0
1210	43	0	0
1211	42	1	0
1212	43	0	0
1213	43	0	0
1214	42	1	0
1215	43	0	0
1216	43	0	0
1217	43	0	0
1218	43	0	0
1219	43	0	0
1220	42	1	0
1221	43	0	0
1222	43	0	0
1223	42	1	0
1224	43	0	0
1225	43	0	0
1226	43	0	0
1227	43	0	0
1228	43	0	0
1229	43	0	0
1230	43	0	0
1231	43	0	0
1232	42	1	0
1233	43	0	0
1234	42	1	0
1235	42	1	0
1236	43	0	0
1237	43	0	0
1238	43	0	0
1239	43	0	0
1240	43	0	0
1241	43	0	0
1242	43	0	0
1243	43	0	0
1244	43	0	0
1245	43	0	0
1246	43	0	0
1247	43	0	0
1248	43	0	0
1249	43	0	0
1250	43	0	0
1251	43	0	0
1252	43	0	0
1253	43	0	0
1254	43	0	0
1255	43	0	0
1256	43	0	0
1257	43	0	0
1258	43	0	0
1259	43	0	0
1260	43	0	0
1261	43	0	0
1262	42	1	0
1263	43	0	0
1264	43	0	0
1265	43	0	0
1266	43	0	0
1267	43	0	0
1268	43	0	0
1269	42	1	0
1270	43	0	0
1271	42	1	0
1272	43	0	0
1273	43	0	0
1274	42	1	0
1275	43	0	0
1276	43	0	0
1277	43	0	0
1278	42	1	0
1279	43	0	0
1280	43	0	0
1281	43	0	0
1282	43	0	0
1283	42	1	0
1284	43	0	0
1285	43	0	0
1286	42	1	0
1287	43	0	0
1288	43	0	0
1289	43	0	0
1290	42	1	0
1291	43	0	0
1292	43	0	0
1293	43	0	0
1294	43	0	0
1295	43	0	0
1296	43	0	0
1297	43	0	0
1298	43	0	0
1299	43	0	0
1300	43	0	0
1301	42	1	0
1302	43	0	0
1303	43	0	0
1304	43	0	0
1305	43	0	0
1306	43	0	0
1307	43	0	0
1308	43	0	0
1309	43	0	0
1310	42	1	0
1311	43	0	0
1312	43	0	0
1313	43	0	0
1314	43	0	0
1315	43	0	0
1316	43	0	0
1317	43	0	0
1318	43	0	0
1319	43	0	0
1320	43	0	0
1321	43	0	0
1322	43	0	0
1323	43	0	0
1324	43	0	0
1325	41	2	0
1326	43	0	0
1327	43	0	0
1328	41	2	0
1329	43	0	0
1330	43	0	0
1331	43	0	0
1332	43	0	0
1333	43	0	0
1334	43	0	0
1335	43	0	0
1336	43	0	0
1337	43	0	0
1338	43	0	0
1339	43	0	0
1340	43	0	0
1341	42	1	0
1342	43	0	0
1343	43	0	0
1344	43	0	0
1345	43	0	0
1346	43	0	0
1347	43	0	0
1348	43	0	0
1349	43	0	0
1350	43	0	0
1351	43	0	0
1352	43	0	0
1353	43	0	0
1354	43	0	0
1355	43	0	0
1356	43	0	0
1357	43	0	0
1358	43	0	0
1359	43	0	0
1360	43	0	0
1361	43	0	0
1362	43	0	0
1363	43	0	0
1364	43	0	0
1365	43	0	0
1366	43	0	0
1367	43	0	0
1368	43	0	0
1369	43	0	0
1370	43	0	0
1371	43	0	0
1372	43	0	0
1373	43	0	0
1374	43	0	0
1375	43	0	0
1376	43	0	0
1377	43	0	0
1378	43	0	0
1379	43	0	0
1380	43	0	0
1381	43	0	0
1382	43	0	0
1383	43	0	0
1384	43	0	0
1385	43	0	0
1386	43	0	0
1387	43	0	0
1388	43	0	0
1389	43	0	0
1390	43	0	0
1391	43	0	0
1392	43	0	0
1393	43	0	0
1394	43	0	0
1395	43	0	0
1396	43	0	0
1397	43	0	0
1398	43	0	0
1399	43	0	0
1400	43	0	0
1401	43	0	0
1402	43	0	0
1403	43	0	0
1404	43	0	0
1405	43	0	0
1406	43	0	0
1407	43	0	0
1408	43	0	0
1409	43	0	0
1410	43	0	0
1411	43	0	0
1412	43	0	0
1413	43	0	0
1414	43	0	0
1415	43	0	0
1416	43	0	0
1417	43	0	0
1418	43	0	0
1419	43	0	0
1420	43	0	0
1421	43	0	0
1422	43	0	0
1423	43	0	0
1424	43	0	0
1425	43	0	0
1426	43	0	0
1427	43	0	0
1428	43	0	0
1429	43	0	0
1430	43	0	0
1431	43	0	0
1432	43	0	0
1433	43	0	0
1434	43	0	0
1435	43	0	0
1436	43	0	0
1437	43	0	0
1438	43	0	0
1439	43	0	0
1440	43	0	0
1441	43	0	0
1442	43	0	0
1443	43	0	0
1444	43	0	0
1445	43	0	0
1446	43	0	0
1447	43	0	0
1448	43	0	0
1449	43	0	0
1450	43	0	0
1451	43	0	0
1452	43	0	0
1453	43	0	0
1454	43	0	0
1455	43	0	0
1456	43	0	0
1457	43	0	0
1458	43	0	0
1459	43	0	0
1460	43	0	0
1461	43	0	0
1462	43	0	0
1463	43	0	0
1464	43	0	0
1465	43	0	0
1466	43	0	0
1467	43	0	0
1468	43	0	0
1469	43	0	0
1470	43	0	0
1471	43	0	0
1472	43	0	0
1473	43	0	0
1474	43	0	0
1475	43	0	0
1476	43	0	0
1477	43	0	0
1478	43	0	0
1479	43	0	0
1480	43	0	0
1481	43	0	0
1482	43	0	0
1483	43	0	0
1484	43	0	0
1485	43	0	0
1486	43	0	0
1487	43	0	0
1488	43	0	0
1489	43	0	0
1490	43	0	0
1491	43	0	0
1492	43	0	0
1493	43	0	0
1494	43	0	0
1495	43	0	0
1496	43	0	0
1497	43	0	0
1498	43	0	0
1499	43	0	0
1500	43	0	0
1501	43	0	0
1502	43	0	0
1503	43	0	0
1504	43	0	0
1505	43	0	0
1506	43	0	0
1507	43	0	0
1508	43	0	0
1509	43	0	0
1510	43	0	0
1511	43	0	0
1512	43	0	0
1513	43	0	0
1514	43	0	0
1515	43	0	0
1516	43	0	0
1517	43	0	0
1518	43	0	0
1519	43	0	0
1520	43	0	0
1521	43	0	0
1522	43	0	0
1523	43	0	0
1524	43	0	0
1525	43	0	0
1526	43	0	0
1527	43	0	0
1528	43	0	0
1529	43	0	0
1530	43	0	0
1531	43	0	0
1532	43	0	0
1533	43	0	0
1534	43	0	0
1535	43	0	0
1536	43	0	0
1537	43	0	0
1538	43	0	0
1539	43	0	0
1540	43	0	0
1541	43	0	0
1542	43	0	0
1543	43	0	0
1544	43	0	0
1545	43	0	0
1546	43	0	0
1547	43	0	0
1548	43	0	0
1549	43	0	0
1550	43	0	0
1551	43	0	0
1552	43	0	0
1553	43	0	0
1554	43	0	0
1555	43	0	0
1556	43	0	0
1557	43	0	0
1558	43	0	0
1559	43	0	0
1560	43	0	0
1561	43	0	0
1562	43	0	0
1563	43	0	0
1564	43	0	0
1565	43	0	0
1566	43	0	0
1567	43	0	0
1568	43	0	0
1569	43	0	0
1570	43	0	0
1571	43	0	0
1572	43	0	0
1573	43	0	0
1574	43	0	0
1575	43	0	0
1576	43	0	0
1577	43	0	0
1578	43	0	0
1579	43	0	0
1580	43	0	0
1581	43	0	0
1582	43	0	0
1583	43	0	0
1584	43	0	0
1585	43	0	0
1586	43	0	0
1587	43	0	0
1588	43	0	0
1589	43	0	0
1590	43	0	0
1591	43	0	0
1592	43	0	0
1593	43	0	0
1594	43	0	0
1595	42	1	0
1596	43	0	0
1597	43	0	0
1598	43	0	0
1599	43	0	0
1600	43	0	0
1601	42	1	0
1602	43	0	0
1603	43	0	0
1604	42	1	0
1605	43	0	0
1606	43	0	0
1607	43	0	0
1608	43	0	0
1609	43	0	0
1610	43	0	0
1611	43	0	0
1612	43	0	0
1613	43	0	0
1614	43	0	0
1615	43	0	0
1616	43	0	0
1617	43	0	0
1618	43	0	0
1619	43	0	0
1620	42	1	0
1621	43	0	0
1622	42	1	0
1623	43	0	0
1624	43	0	0
1625	43	0	0
1626	43	0	0
1627	43	0	0
1628	43	0	0
1629	43	0	0
1630	43	0	0
1631	42	1	0
1632	43	0	0
1633	43	0	0
1634	43	0	0
1635	43	0	0
1636	43	0	0
1637	43	0	0
1638	43	0	0
1639	43	0	0
1640	43	0	0
1641	43	0	0
1642	43	0	0
1643	43	0	0
1644	43	0	0
1645	43	0	0
1646	43	0	0
1647	43	0	0
1648	43	0	0
1649	43	0	0
1650	43	0	0
1651	43	0	0
1652	43	0	0
1653	43	0	0
1654	43	0	0
1655	43	0	0
1656	43	0	0
1657	43	0	0
1658	43	0	0
1659	43	0	0
1660	43	0	0
1661	43	0	0
1662	43	0	0
1663	43	0	0
