pos	good	ambiguous	bad
219	70	0	0
220	70	0	0
221	70	0	0
222	70	0	0
223	70	0	0
224	70	0	0
225	70	0	0
226	70	0	0
227	70	0	0
228	70	0	0
229	70	0	0
230	70	0	0
231	70	0	0
232	70	0	0
233	70	0	0
234	70	0	0
235	70	0	0
236	70	0	0
237	70	0	0
238	70	0	0
239	70	0	0
240	70	0	0
241	70	0	0
242	70	0	0
243	70	0	0
244	70	0	0
245	70	0	0
246	70	0	0
247	70	0	0
248	70	0	0
249	70	0	0
250	70	0	0
251	70	0	0
252	70	0	0
253	70	0	0
254	70	0	0
255	70	0	0
256	70	0	0
257	70	0	0
258	70	0	0
259	70	0	0
260	70	0	0
261	70	0	0
262	70	0	0
263	70	0	0
264	70	0	0
265	70	0	0
266	70	0	0
267	70	0	0
268	70	0	0
269	70	0	0
270	70	0	0
271	70	0	0
272	70	0	0
273	69	1	0
274	70	0	0
275	70	0	0
276	70	0	0
277	70	0	0
278	70	0	0
279	70	0	0
280	70	0	0
281	70	0	0
282	70	0	0
283	70	0	0
284	70	0	0
285	70	0	0
286	70	0	0
287	70	0	0
288	70	0	0
289	70	0	0
290	70	0	0
291	70	0	0
292	70	0	0
293	70	0	0
294	70	0	0
295	70	0	0
296	70	0	0
297	70	0	0
298	70	0	0
299	70	0	0
300	70	0	0
301	70	0	0
302	70	0	0
303	70	0	0
304	70	0	0
305	70	0	0
306	70	0	0
307	70	0	0
308	70	0	0
309	70	0	0
310	70	0	0
311	70	0	0
312	70	0	0
313	70	0	0
314	70	0	0
315	70	0	0
316	70	0	0
317	70	0	0
318	70	0	0
319	70	0	0
320	70	0	0
321	70	0	0
322	70	0	0
323	70	0	0
324	70	0	0
325	70	0	0
326	70	0	0
327	70	0	0
328	70	0	0
329	70	0	0
330	70	0	0
331	70	0	0
332	70	0	0
333	70	0	0
334	70	0	0
335	70	0	0
336	70	0	0
337	70	0	0
338	70	0	0
339	70	0	0
340	70	0	0
341	70	0	0
342	70	0	0
343	70	0	0
344	70	0	0
345	70	0	0
346	70	0	0
347	70	0	0
348	70	0	0
349	70	0	0
350	70	0	0
351	70	0	0
352	70	0	0
353	70	0	0
354	70	0	0
355	70	0	0
356	70	0	0
357	70	0	0
358	70	0	0
359	70	0	0
360	70	0	0
361	70	0	0
362	70	0	0
363	70	0	0
364	70	0	0
365	70	0	0
366	70	0	0
367	70	0	0
368	70	0	0
369	70	0	0
370	70	0	0
371	70	0	0
372	70	0	0
373	70	0	0
374	70	0	0
375	70	0	0
376	70	0	0
377	70	0	0
378	70	0	0
379	70	0	0
380	70	0	0
381	70	0	0
382	70	0	0
383	70	0	0
384	70	0	0
385	70	0	0
386	70	0	0
387	70	0	0
388	70	0	0
389	70	0	0
390	70	0	0
391	70	0	0
392	70	0	0
393	70	0	0
394	70	0	0
395	70	0	0
396	70	0	0
397	70	0	0
398	70	0	0
399	70	0	0
400	70	0	0
401	70	0	0
402	70	0	0
403	70	0	0
404	70	0	0
405	70	0	0
406	70	0	0
407	70	0	0
408	70	0	0
409	70	0	0
410	70	0	0
411	70	0	0
412	70	0	0
413	70	0	0
414	70	0	0
415	70	0	0
416	70	0	0
417	70	0	0
418	70	0	0
419	70	0	0
420	70	0	0
421	70	0	0
422	70	0	0
423	70	0	0
424	70	0	0
425	70	0	0
426	70	0	0
427	70	0	0
428	70	0	0
429	70	0	0
430	70	0	0
431	70	0	0
432	70	0	0
433	70	0	0
434	70	0	0
435	70	0	0
436	70	0	0
437	70	0	0
438	70	0	0
439	70	0	0
440	70	0	0
441	70	0	0
442	70	0	0
443	70	0	0
444	70	0	0
445	70	0	0
446	70	0	0
447	70	0	0
448	70	0	0
449	70	0	0
450	70	0	0
451	70	0	0
452	70	0	0
453	70	0	0
454	70	0	0
455	70	0	0
456	70	0	0
457	70	0	0
458	70	0	0
459	70	0	0
460	70	0	0
461	69	0	1
462	69	0	1
463	69	0	1
464	69	0	1
465	69	0	1
466	69	0	1
467	69	0	1
468	68	1	1
469	69	0	1
470	69	0	1
471	69	0	1
472	69	0	1
473	69	0	1
474	69	0	1
475	69	0	1
476	69	0	1
477	69	0	1
478	69	0	1
479	69	0	1
480	69	0	1
481	69	0	1
482	69	0	1
483	69	0	1
484	69	0	1
485	69	0	1
486	69	0	1
487	69	0	1
488	69	0	1
489	69	0	1
490	69	0	1
491	69	0	1
492	69	0	1
493	69	0	1
494	69	0	1
495	69	0	1
496	69	0	1
497	69	0	1
498	69	0	1
499	69	0	1
500	69	0	1
501	69	0	1
502	69	0	1
503	69	0	1
504	69	0	1
505	69	0	1
506	69	0	1
507	69	0	1
508	69	0	1
509	69	0	1
510	69	0	1
511	69	0	1
512	69	0	1
513	69	0	1
514	69	0	1
515	69	0	1
516	69	0	1
517	69	0	1
518	69	0	1
519	69	0	1
520	69	0	1
521	69	0	1
522	69	0	1
523	69	0	1
524	69	0	1
525	69	0	1
526	69	0	1
527	69	0	1
528	69	0	1
529	69	0	1
530	69	0	1
531	69	0	1
532	69	0	1
533	69	0	1
534	69	0	1
535	69	0	1
536	69	0	1
537	69	0	1
538	69	0	1
539	69	0	1
540	69	0	1
541	69	0	1
542	69	0	1
543	69	0	1
544	69	0	1
545	69	0	1
546	69	0	1
547	69	0	1
548	69	0	1
549	69	0	1
550	69	0	1
551	69	0	1
552	69	0	1
553	69	0	1
554	69	0	1
555	69	0	1
556	69	0	1
557	69	0	1
558	69	0	1
559	69	0	1
560	69	0	1
561	69	0	1
562	69	0	1
563	69	0	1
564	69	0	1
565	69	0	1
566	69	0	1
567	69	0	1
568	69	0	1
569	69	0	1
570	69	0	1
571	69	0	1
572	69	0	1
573	69	0	1
574	69	0	1
575	69	0	1
576	69	0	1
577	69	0	1
578	69	0	1
579	69	0	1
580	69	0	1
581	69	0	1
582	69	0	1
583	69	0	1
584	69	0	1
585	69	0	1
586	68	1	1
587	69	0	1
588	69	0	1
589	69	0	1
590	69	0	1
591	69	0	1
592	69	0	1
593	69	0	1
594	69	0	1
595	69	0	1
596	69	0	1
597	69	0	1
598	69	0	1
599	69	0	1
600	69	0	1
601	69	0	1
602	69	0	1
603	69	0	1
604	69	0	1
605	69	0	1
606	69	0	1
607	69	0	1
608	69	0	1
609	69	0	1
610	69	0	1
611	69	0	1
612	69	0	1
613	69	0	1
614	69	0	1
615	69	0	1
616	69	0	1
617	69	0	1
618	69	0	1
619	69	0	1
620	69	0	1
621	69	0	1
622	69	0	1
623	69	0	1
624	69	0	1
625	69	0	1
626	69	0	1
627	69	0	1
628	69	0	1
629	69	0	1
630	69	0	1
631	69	0	1
632	69	0	1
633	69	0	1
634	69	0	1
635	69	0	1
636	69	0	1
637	69	0	1
638	69	0	1
639	69	0	1
640	69	0	1
641	69	0	1
642	69	0	1
643	69	0	1
644	69	0	1
645	70	0	0
646	70	0	0
647	70	0	0
648	70	0	0
649	70	0	0
650	70	0	0
651	70	0	0
652	69	1	0
653	70	0	0
654	70	0	0
655	70	0	0
656	70	0	0
657	70	0	0
658	70	0	0
659	70	0	0
660	70	0	0
661	70	0	0
662	70	0	0
663	70	0	0
664	70	0	0
665	70	0	0
666	70	0	0
667	70	0	0
668	70	0	0
669	70	0	0
670	70	0	0
671	70	0	0
672	70	0	0
673	70	0	0
674	70	0	0
675	70	0	0
676	70	0	0
677	70	0	0
678	70	0	0
679	70	0	0
680	70	0	0
681	70	0	0
682	70	0	0
683	70	0	0
684	70	0	0
685	70	0	0
686	70	0	0
687	70	0	0
688	70	0	0
689	70	0	0
690	70	0	0
691	70	0	0
692	70	0	0
693	70	0	0
694	70	0	0
695	70	0	0
696	70	0	0
697	70	0	0
698	70	0	0
699	70	0	0
700	70	0	0
701	70	0	0
702	70	0	0
703	70	0	0
704	70	0	0
705	70	0	0
706	70	0	0
707	70	0	0
708	70	0	0
709	70	0	0
710	70	0	0
711	70	0	0
712	70	0	0
713	70	0	0
714	70	0	0
715	70	0	0
716	70	0	0
717	70	0	0
718	69	1	0
719	70	0	0
720	70	0	0
721	70	0	0
722	70	0	0
723	70	0	0
724	69	1	0
725	70	0	0
726	70	0	0
727	70	0	0
728	69	0	1
729	69	0	1
730	49	20	1
731	69	0	1
732	69	0	1
733	69	0	1
734	69	0	1
735	69	0	1
736	63	6	1
737	69	0	1
738	67	0	3
739	66	0	4
740	65	0	5
741	65	0	5
742	62	3	5
743	65	0	5
744	65	0	5
745	65	0	5
746	65	0	5
747	65	0	5
748	65	0	5
749	65	0	5
750	65	0	5
751	65	0	5
752	66	0	4
753	66	0	4
754	66	0	4
755	66	0	4
756	66	0	4
757	63	3	4
758	63	3	4
759	66	0	4
760	66	0	4
761	66	0	4
762	66	0	4
763	66	0	4
764	66	0	4
765	66	0	4
766	63	3	4
767	66	0	4
768	66	0	4
769	63	3	4
770	66	0	4
771	66	0	4
772	63	3	4
773	66	0	4
774	66	0	4
775	66	0	4
776	66	0	4
777	66	0	4
778	66	0	4
779	66	0	4
780	66	0	4
781	63	3	4
782	66	0	4
783	66	0	4
784	66	0	4
785	66	0	4
786	66	0	4
787	66	0	4
788	66	0	4
789	66	0	4
790	66	0	4
791	66	0	4
792	66	0	4
793	63	3	4
794	66	0	4
795	66	0	4
796	63	3	4
797	66	0	4
798	66	0	4
799	66	0	4
800	66	0	4
801	66	0	4
802	66	0	4
803	66	0	4
804	66	0	4
805	65	0	5
806	65	0	5
807	65	0	5
808	65	0	5
809	65	0	5
810	65	0	5
811	63	2	5
812	65	0	5
813	65	0	5
814	65	0	5
815	65	0	5
816	65	0	5
817	63	2	5
818	65	0	5
819	65	0	5
820	65	0	5
821	65	0	5
822	65	0	5
823	63	2	5
824	65	0	5
825	65	0	5
826	65	0	5
827	65	0	5
828	65	0	5
829	62	3	5
830	65	0	5
831	65	0	5
832	65	0	5
833	65	0	5
834	65	0	5
835	62	3	5
836	65	0	5
837	65	0	5
838	65	0	5
839	65	0	5
840	65	0	5
841	65	0	5
842	65	0	5
843	65	0	5
844	65	0	5
845	65	0	5
846	65	0	5
847	63	2	5
848	65	0	5
849	65	0	5
850	63	2	5
851	65	0	5
852	65	0	5
853	63	2	5
854	65	0	5
855	65	0	5
856	65	0	5
857	65	0	5
858	65	0	5
859	63	2	5
860	65	0	5
861	65	0	5
862	63	2	5
863	65	0	5
864	65	0	5
865	65	0	5
866	65	0	5
867	65	0	5
868	63	2	5
869	65	0	5
870	65	0	5
871	63	2	5
872	65	0	5
873	65	0	5
874	65	0	5
875	65	0	5
876	65	0	5
877	63	2	5
878	65	0	5
879	65	0	5
880	63	2	5
881	65	0	5
882	65	0	5
883	65	0	5
884	65	0	5
885	65	0	5
886	65	0	5
887	65	0	5
888	65	0	5
889	65	0	5
890	65	0	5
891	65	0	5
892	65	0	5
893	65	0	5
894	65	0	5
895	63	2	5
896	65	0	5
897	65	0	5
898	65	0	5
899	65	0	5
900	65	0	5
901	64	1	5
902	65	0	5
903	65	0	5
904	65	0	5
905	65	0	5
906	65	0	5
907	63	2	5
908	65	0	5
909	65	0	5
910	65	0	5
911	65	0	5
912	65	0	5
913	64	1	5
914	65	0	5
915	65	0	5
916	65	0	5
917	65	0	5
918	65	0	5
919	65	0	5
920	65	0	5
921	65	0	5
922	65	0	5
923	65	0	5
924	63	2	5
925	63	2	5
926	65	0	5
927	65	0	5
928	65	0	5
929	65	0	5
930	65	0	5
931	63	2	5
932	63	2	5
933	65	0	5
934	65	0	5
935	65	0	5
936	65	0	5
937	65	0	5
938	65	0	5
939	65	0	5
940	63	2	5
941	65	0	5
942	65	0	5
943	65	0	5
944	65	0	5
945	65	0	5
946	65	0	5
947	65	0	5
948	65	0	5
949	65	0	5
950	65	0	5
951	65	0	5
952	65	0	5
953	65	0	5
954	65	0	5
955	69	0	1
956	69	0	1
957	69	0	1
958	69	0	1
959	69	0	1
960	69	0	1
961	66	3	1
962	69	0	1
963	69	0	1
964	69	0	1
965	69	0	1
966	69	0	1
967	68	1	1
968	69	0	1
969	69	0	1
970	67	2	1
971	69	0	1
972	69	0	1
973	69	0	1
974	68	1	1
975	69	0	1
976	69	0	1
977	69	0	1
978	69	0	1
979	69	0	1
980	69	0	1
981	69	0	1
982	68	1	1
983	69	0	1
984	69	0	1
985	69	0	1
986	69	0	1
987	69	0	1
988	68	1	1
989	69	0	1
990	69	0	1
991	69	0	1
992	69	0	1
993	69	0	1
994	68	1	1
995	69	0	1
996	69	0	1
997	68	1	1
998	69	0	1
999	69	0	1
1000	69	0	1
1001	68	1	1
1002	69	0	1
1003	69	0	1
1004	68	1	1
1005	69	0	1
1006	69	0	1
1007	69	0	1
1008	69	0	1
1009	3	0	67
1010	3	0	67
1011	63	0	7
1012	65	0	5
1013	63	0	7
1014	61	0	9
1015	52	0	18
1016	40	0	30
1017	49	0	21
1018	49	0	21
1019	51	0	19
1020	52	0	18
1021	56	0	14
1022	69	0	1
1023	69	0	1
1024	69	0	1
1025	69	0	1
1026	69	0	1
1027	69	0	1
1028	69	0	1
1029	69	0	1
1030	69	0	1
1031	69	0	1
1032	69	0	1
1033	69	0	1
1034	69	0	1
1035	69	0	1
1036	69	0	1
1037	69	0	1
1038	69	0	1
1039	69	0	1
1040	69	0	1
1041	69	0	1
1042	69	0	1
1043	69	0	1
1044	69	0	1
1045	69	0	1
1046	69	0	1
1047	69	0	1
1048	69	0	1
1049	69	0	1
1050	69	0	1
1051	69	0	1
1052	69	0	1
1053	69	0	1
1054	69	0	1
1055	69	0	1
1056	69	0	1
1057	69	0	1
1058	69	0	1
1059	69	0	1
1060	69	0	1
1061	69	0	1
1062	69	0	1
1063	69	0	1
1064	69	0	1
1065	69	0	1
1066	69	0	1
1067	69	0	1
1068	69	0	1
1069	69	0	1
1070	69	0	1
1071	69	0	1
1072	69	0	1
1073	69	0	1
1074	69	0	1
1075	69	0	1
1076	69	0	1
1077	69	0	1
1078	69	0	1
1079	69	0	1
1080	69	0	1
1081	69	0	1
1082	69	0	1
1083	69	0	1
1084	69	0	1
1085	69	0	1
1086	69	0	1
1087	69	0	1
1088	69	0	1
1089	69	0	1
1090	69	0	1
1091	69	0	1
1092	69	0	1
1093	69	0	1
1094	69	0	1
1095	69	0	1
1096	69	0	1
1097	69	0	1
1098	69	0	1
1099	69	0	1
1100	68	1	1
1101	69	0	1
1102	69	0	1
1103	69	0	1
1104	69	0	1
1105	69	0	1
1106	69	0	1
1107	69	0	1
1108	69	0	1
1109	69	0	1
1110	69	0	1
1111	69	0	1
1112	69	0	1
1113	69	0	1
1114	69	0	1
1115	69	0	1
1116	69	0	1
1117	69	0	1
1118	69	0	1
1119	69	0	1
1120	69	0	1
1121	69	0	1
1122	69	0	1
1123	69	0	1
1124	69	0	1
1125	69	0	1
1126	69	0	1
1127	69	0	1
1128	69	0	1
1129	69	0	1
1130	69	0	1
1131	69	0	1
1132	69	0	1
1133	69	0	1
1134	69	0	1
1135	69	0	1
1136	69	0	1
1137	69	0	1
1138	69	0	1
1139	69	0	1
1140	69	0	1
1141	69	0	1
1142	69	0	1
1143	69	0	1
1144	69	0	1
1145	69	0	1
1146	69	0	1
1147	69	0	1
1148	69	0	1
1149	69	0	1
1150	69	0	1
1151	69	0	1
1152	69	0	1
1153	69	0	1
1154	69	0	1
1155	69	0	1
1156	69	0	1
1157	69	0	1
1158	69	0	1
1159	69	0	1
1160	69	0	1
1161	69	0	1
1162	69	0	1
1163	69	0	1
1164	69	0	1
1165	69	0	1
1166	69	0	1
1167	69	0	1
1168	69	0	1
1169	69	0	1
1170	69	0	1
1171	69	0	1
1172	69	0	1
1173	69	0	1
1174	69	0	1
1175	69	0	1
1176	69	0	1
1177	69	0	1
1178	69	0	1
1179	69	0	1
1180	69	0	1
1181	69	0	1
1182	69	0	1
1183	69	0	1
1184	69	0	1
1185	69	0	1
1186	69	0	1
1187	69	0	1
1188	69	0	1
1189	69	0	1
1190	69	0	1
1191	69	0	1
1192	69	0	1
1193	69	0	1
1194	69	0	1
1195	69	0	1
1196	69	0	1
1197	69	0	1
1198	69	0	1
1199	68	1	1
1200	69	0	1
1201	69	0	1
1202	69	0	1
1203	69	0	1
1204	69	0	1
1205	69	0	1
1206	69	0	1
1207	69	0	1
1208	69	0	1
1209	69	0	1
1210	69	0	1
1211	69	0	1
1212	69	0	1
1213	69	0	1
1214	69	0	1
1215	69	0	1
1216	69	0	1
1217	69	0	1
1218	69	0	1
1219	69	0	1
1220	69	0	1
1221	69	0	1
1222	69	0	1
1223	69	0	1
1224	69	0	1
1225	69	0	1
1226	69	0	1
1227	69	0	1
1228	69	0	1
1229	69	0	1
1230	69	0	1
1231	69	0	1
1232	69	0	1
1233	69	0	1
1234	69	0	1
1235	69	0	1
1236	69	0	1
1237	69	0	1
1238	69	0	1
1239	69	0	1
1240	69	0	1
1241	69	0	1
1242	69	0	1
1243	69	0	1
1244	69	0	1
1245	70	0	0
1246	70	0	0
1247	70	0	0
1248	70	0	0
1249	70	0	0
1250	70	0	0
1251	70	0	0
1252	70	0	0
1253	70	0	0
1254	70	0	0
1255	70	0	0
1256	70	0	0
1257	70	0	0
1258	70	0	0
1259	70	0	0
1260	70	0	0
1261	70	0	0
1262	70	0	0
1263	70	0	0
1264	70	0	0
1265	70	0	0
1266	70	0	0
1267	70	0	0
1268	70	0	0
1269	70	0	0
1270	70	0	0
1271	70	0	0
1272	70	0	0
1273	70	0	0
1274	70	0	0
1275	70	0	0
1276	70	0	0
1277	70	0	0
1278	70	0	0
1279	70	0	0
1280	70	0	0
1281	70	0	0
1282	70	0	0
1283	70	0	0
1284	70	0	0
1285	70	0	0
1286	70	0	0
1287	70	0	0
1288	70	0	0
1289	70	0	0
1290	70	0	0
1291	70	0	0
1292	70	0	0
1293	70	0	0
1294	70	0	0
1295	70	0	0
1296	70	0	0
1297	70	0	0
1298	70	0	0
1299	70	0	0
1300	70	0	0
1301	70	0	0
1302	70	0	0
1303	70	0	0
1304	70	0	0
1305	70	0	0
1306	70	0	0
1307	70	0	0
1308	70	0	0
1309	70	0	0
1310	70	0	0
1311	70	0	0
1312	70	0	0
1313	70	0	0
1314	70	0	0
1315	70	0	0
1316	70	0	0
1317	70	0	0
1318	70	0	0
1319	70	0	0
1320	70	0	0
1321	70	0	0
1322	70	0	0
1323	70	0	0
1324	70	0	0
1325	70	0	0
1326	70	0	0
1327	70	0	0
1328	70	0	0
1329	70	0	0
1330	70	0	0
1331	70	0	0
1332	70	0	0
1333	70	0	0
1334	70	0	0
1335	70	0	0
1336	70	0	0
1337	70	0	0
1338	70	0	0
1339	70	0	0
1340	70	0	0
1341	70	0	0
1342	70	0	0
1343	70	0	0
1344	70	0	0
1345	70	0	0
1346	70	0	0
1347	70	0	0
1348	70	0	0
1349	70	0	0
1350	70	0	0
1351	70	0	0
1352	70	0	0
1353	70	0	0
1354	70	0	0
1355	70	0	0
1356	70	0	0
1357	70	0	0
1358	70	0	0
1359	70	0	0
1360	70	0	0
1361	70	0	0
1362	70	0	0
1363	70	0	0
1364	70	0	0
1365	70	0	0
1366	70	0	0
1367	70	0	0
1368	70	0	0
1369	70	0	0
1370	70	0	0
1371	70	0	0
1372	70	0	0
1373	70	0	0
1374	70	0	0
1375	70	0	0
1376	70	0	0
1377	70	0	0
1378	70	0	0
1379	70	0	0
1380	70	0	0
1381	70	0	0
1382	70	0	0
1383	70	0	0
1384	70	0	0
1385	70	0	0
1386	70	0	0
1387	70	0	0
1388	70	0	0
1389	70	0	0
1390	70	0	0
1391	70	0	0
1392	70	0	0
1393	70	0	0
1394	70	0	0
1395	70	0	0
1396	70	0	0
1397	70	0	0
1398	70	0	0
1399	70	0	0
1400	70	0	0
1401	70	0	0
1402	70	0	0
1403	70	0	0
1404	70	0	0
1405	70	0	0
1406	70	0	0
1407	70	0	0
1408	70	0	0
1409	70	0	0
1410	70	0	0
1411	70	0	0
1412	70	0	0
1413	70	0	0
1414	70	0	0
1415	70	0	0
1416	70	0	0
1417	70	0	0
1418	70	0	0
1419	70	0	0
1420	70	0	0
1421	70	0	0
1422	70	0	0
1423	70	0	0
1424	70	0	0
1425	70	0	0
1426	70	0	0
1427	70	0	0
1428	70	0	0
1429	70	0	0
1430	70	0	0
1431	70	0	0
1432	70	0	0
1433	70	0	0
1434	70	0	0
1435	70	0	0
1436	70	0	0
1437	70	0	0
1438	70	0	0
1439	70	0	0
1440	70	0	0
1441	70	0	0
1442	70	0	0
1443	70	0	0
1444	70	0	0
1445	70	0	0
1446	70	0	0
1447	70	0	0
1448	70	0	0
1449	70	0	0
1450	70	0	0
1451	70	0	0
1452	70	0	0
1453	70	0	0
1454	70	0	0
1455	70	0	0
1456	70	0	0
1457	70	0	0
1458	70	0	0
1459	70	0	0
1460	70	0	0
1461	70	0	0
1462	70	0	0
1463	70	0	0
1464	70	0	0
1465	70	0	0
1466	70	0	0
1467	70	0	0
1468	70	0	0
1469	70	0	0
1470	70	0	0
1471	70	0	0
1472	70	0	0
1473	70	0	0
1474	70	0	0
1475	70	0	0
1476	70	0	0
1477	70	0	0
1478	70	0	0
1479	70	0	0
1480	70	0	0
1481	70	0	0
1482	70	0	0
1483	70	0	0
1484	70	0	0
1485	70	0	0
1486	70	0	0
1487	70	0	0
1488	70	0	0
1489	70	0	0
1490	70	0	0
1491	70	0	0
1492	70	0	0
1493	70	0	0
1494	70	0	0
1495	70	0	0
1496	70	0	0
1497	70	0	0
1498	70	0	0
1499	70	0	0
1500	70	0	0
1501	70	0	0
1502	70	0	0
1503	70	0	0
1504	70	0	0
1505	70	0	0
1506	70	0	0
1507	70	0	0
1508	70	0	0
1509	70	0	0
1510	70	0	0
1511	70	0	0
1512	70	0	0
1513	70	0	0
1514	70	0	0
1515	70	0	0
1516	70	0	0
1517	70	0	0
1518	70	0	0
1519	70	0	0
1520	70	0	0
1521	70	0	0
1522	70	0	0
1523	70	0	0
1524	70	0	0
1525	70	0	0
1526	70	0	0
1527	70	0	0
1528	70	0	0
1529	70	0	0
1530	70	0	0
1531	70	0	0
1532	70	0	0
1533	70	0	0
1534	70	0	0
1535	70	0	0
1536	70	0	0
1537	70	0	0
1538	70	0	0
1539	70	0	0
1540	70	0	0
1541	70	0	0
1542	70	0	0
1543	70	0	0
1544	70	0	0
1545	70	0	0
1546	70	0	0
1547	70	0	0
1548	70	0	0
1549	70	0	0
1550	70	0	0
1551	70	0	0
1552	70	0	0
1553	70	0	0
1554	70	0	0
1555	70	0	0
1556	70	0	0
1557	70	0	0
1558	70	0	0
1559	70	0	0
1560	70	0	0
1561	70	0	0
1562	70	0	0
1563	70	0	0
1564	70	0	0
1565	70	0	0
1566	70	0	0
1567	70	0	0
1568	70	0	0
1569	70	0	0
1570	70	0	0
1571	70	0	0
1572	70	0	0
1573	70	0	0
1574	70	0	0
1575	70	0	0
1576	70	0	0
1577	70	0	0
1578	70	0	0
1579	70	0	0
1580	70	0	0
1581	70	0	0
1582	70	0	0
1583	70	0	0
1584	70	0	0
1585	70	0	0
1586	70	0	0
1587	70	0	0
1588	70	0	0
1589	70	0	0
1590	70	0	0
1591	70	0	0
1592	70	0	0
1593	70	0	0
1594	70	0	0
1595	70	0	0
1596	70	0	0
1597	70	0	0
1598	70	0	0
1599	70	0	0
1600	70	0	0
1601	70	0	0
1602	70	0	0
1603	70	0	0
1604	70	0	0
1605	70	0	0
1606	70	0	0
1607	70	0	0
1608	70	0	0
1609	70	0	0
1610	70	0	0
1611	70	0	0
1612	70	0	0
1613	70	0	0
1614	70	0	0
1615	70	0	0
1616	70	0	0
1617	70	0	0
1618	70	0	0
1619	70	0	0
1620	70	0	0
1621	70	0	0
1622	70	0	0
1623	70	0	0
1624	70	0	0
1625	70	0	0
1626	70	0	0
1627	70	0	0
1628	70	0	0
1629	70	0	0
1630	70	0	0
1631	70	0	0
1632	70	0	0
1633	70	0	0
1634	70	0	0
1635	70	0	0
1636	70	0	0
1637	70	0	0
1638	70	0	0
1639	70	0	0
1640	70	0	0
1641	70	0	0
1642	70	0	0
1643	70	0	0
1644	70	0	0
1645	70	0	0
1646	70	0	0
1647	70	0	0
1648	70	0	0
1649	70	0	0
1650	70	0	0
1651	70	0	0
1652	70	0	0
1653	70	0	0
1654	70	0	0
1655	70	0	0
1656	70	0	0
1657	70	0	0
1658	70	0	0
1659	70	0	0
1660	70	0	0
1661	70	0	0
1662	70	0	0
1663	70	0	0
