	Yale-RSV-0026	Yale-RSV-0001	Yale-RSV-0006	Yale-RSV-0007	Yale-RSV-0020	Yale-RSV-0030	Yale-RSV-0037	Yale-RSV-0043	Yale-RSV-0053	Yale-RSV-0055	Yale-RSV-0061	Yale-RSV-0075	Yale-RSV-0076	Yale-RSV-0085
95	553	1361	3415	1190	3322	2171	71	2134	2635	5001	2461	884	795	3598
96	566	1380	3465	1205	3360	2199	72	2156	2676	5052	2511	895	806	3650
97	647	1608	4049	1398	4001	2565	76	2533	3129	5993	2932	1053	961	4221
98	670	1640	4142	1428	4075	2600	80	2592	3198	6092	3005	1080	986	4311
99	670	1642	4144	1429	4097	2610	80	2599	3200	6107	3014	1084	987	4321
100	955	2202	5708	1899	5523	3482	114	3571	4363	8249	4087	1528	1369	5841
101	1154	2727	7160	2353	6787	4321	129	4475	5560	10288	5096	1900	1666	7238
102	1209	2855	7423	2433	7052	4475	134	4642	5777	10705	5285	1967	1720	7517
103	1324	3100	7969	2626	7671	4845	148	5003	6273	11531	5696	2125	1856	8078
104	1329	3104	7980	2628	7679	4847	149	5009	6280	11544	5703	2132	1856	8089
105	2366	3488	9096	3300	8452	5230	237	5579	6982	12552	6191	2716	1999	9481
106	2389	3517	9166	3333	8486	5258	240	5608	7019	12623	6229	2737	2013	9536
107	2497	3819	10034	3587	9297	5777	246	6140	7616	13774	6804	2926	2161	10303
108	2722	3931	10323	3802	9520	5950	274	6304	7824	14161	6963	3081	2223	10686
109	3184	4615	12242	4524	10633	7126	310	7500	9359	16975	8263	3641	2688	12767
110	3598	5266	13722	5055	12050	7934	360	8425	10462	18887	9218	4118	2993	14308
111	3755	5575	14519	5404	12800	8417	372	8875	11092	20021	9797	4322	3185	15188
112	3781	5629	14655	5438	12869	8505	373	8946	11190	20214	9881	4349	3222	15342
113	3872	5798	15149	5599	13297	8757	382	9232	11996	20851	10235	4492	3329	15868
114	3878	5808	15206	5626	13340	8791	383	9265	12211	20919	10281	4502	3346	15915
115	4006	6115	16002	5886	13568	9290	391	9783	12821	22039	10861	4718	3532	16597
116	4019	6140	16111	5912	13633	9348	393	9846	12862	22139	10931	4775	3551	16682
117	4133	6366	16731	6117	13760	9733	396	10228	13366	23022	11391	4931	3661	17325
118	4220	6526	17233	6290	14193	10014	411	10557	13607	23806	11730	5051	3755	17864
119	4313	6599	17388	6352	14467	10195	416	10737	13691	24192	11816	5094	3784	18147
120	4462	6858	18153	6567	15979	10700	422	11238	14291	25195	12324	5285	3920	18833
121	4532	6947	18436	6639	16226	10844	426	11409	14497	25514	12472	5345	3980	19087
122	4594	6994	18587	6685	16451	10921	428	11487	14591	25721	12589	5387	4010	19207
123	4602	6997	18597	6686	16459	10924	428	11490	14594	25726	12594	5391	4013	19216
124	4620	7073	18740	6722	16573	11029	429	11645	14699	26026	12672	5431	4040	19454
125	4620	7075	18747	6726	16576	11031	429	11654	14702	26031	12679	5432	4041	19460
126	4754	7384	19532	6947	17339	11448	436	12104	15405	27079	13295	5655	4195	20224
127	4771	7399	19564	6961	17372	11476	438	12124	15435	27119	13318	5660	4197	20266
128	4782	7410	19605	6980	17417	11496	438	12146	15475	27161	13356	5674	4207	20300
129	4836	7461	19804	7056	17618	11609	442	12250	15652	27428	13518	5734	4243	20491
130	4840	7469	19836	7066	17646	11621	445	12264	15666	27463	13540	5740	4250	20519
131	4888	7509	20016	7121	17769	11693	447	12341	15774	27681	13633	5782	4286	20681
132	5054	7554	20076	7142	17804	11761	450	12432	15814	27869	13673	5793	4299	20833
133	5125	7595	20329	7223	18016	11835	456	12509	15993	28060	13840	5854	4361	20972
134	5134	7614	20408	7245	18104	11883	456	12565	16048	28155	13896	5875	4384	21049
135	5141	7642	20464	7265	18187	11915	459	12573	16078	28233	13952	5887	4405	21106
136	5158	7694	20627	7304	18318	11990	463	12652	16211	28429	14060	5933	4445	21220
137	5189	7750	20768	7339	18475	12086	468	12769	16367	28651	14193	5978	4473	21381
138	5202	7755	20771	7343	18490	12104	468	12778	16376	28678	14205	5980	4478	21413
139	5227	7766	20830	7349	18510	12127	468	12792	16390	28710	14227	5994	4483	21435
140	5266	7839	21045	7438	18730	12252	473	12919	16545	28993	14390	6052	4532	21657
141	5306	7890	21240	7503	18892	12347	475	13035	16675	29197	14519	6110	4569	21849
142	5316	7903	21264	7512	18927	12370	477	13053	16705	29259	14533	6123	4579	21897
143	5373	8028	21672	7657	19283	12609	485	13272	16997	29840	14799	6229	4677	22246
144	5412	8086	21839	7711	19445	12719	485	13361	17158	30086	14906	6277	4716	22407
145	5528	8211	22175	7897	19748	12913	492	13612	17446	30556	15135	6397	4782	22810
146	5576	8234	22258	7925	19819	12961	492	13670	17504	30688	15193	6430	4799	22912
147	5615	8263	22364	7965	19912	13010	494	13737	17560	30816	15261	6464	4811	23005
148	5617	8270	22372	7977	19937	13019	494	13752	17575	30840	15274	6470	4817	23018
149	5636	8307	22463	7996	20007	13049	494	13789	17641	30939	15327	6489	4827	23116
150	5644	8325	22502	8008	20042	13070	494	13820	17678	31002	15359	6491	4834	23149
151	5658	8382	22605	8044	20180	13145	494	13923	17765	31165	15436	6536	4862	23273
152	5660	8381	22588	8042	20204	13140	494	13917	17749	31126	15442	6533	4851	23268
153	5751	8469	22843	8154	20471	13296	501	14083	17936	31539	15624	6604	4924	23518
154	5874	8674	23440	8318	21001	13588	515	14461	18374	32373	15985	6744	5029	24120
155	5941	8739	23627	8454	21180	13734	520	14590	18532	32643	16103	6785	5080	24400
156	5956	8753	23725	8479	21229	13766	520	14609	18568	32718	16142	6798	5095	24452
157	6111	8946	24359	8691	21839	14187	529	14997	19042	33578	16563	6979	5231	25077
158	6211	9069	24676	8797	22105	14362	532	15198	19319	33989	16786	7073	5309	25382
159	6388	9417	25738	9204	23015	14984	556	15807	20064	35428	17477	7379	5530	26484
160	6393	9422	25763	9220	23043	14994	554	15821	20065	35431	17476	7386	5532	26506
161	6435	9496	25979	9285	23247	15129	560	15969	20205	35730	17643	7462	5579	26704
162	6455	9520	26060	9299	23309	15167	560	16010	20255	35794	17681	7477	5589	26772
163	6443	9473	25971	9270	23257	15033	558	15931	20214	35589	17603	7457	5562	26693
164	6493	9584	26207	9361	23515	15201	568	16085	20456	35969	17805	7540	5627	26987
165	6494	9583	26210	9364	23513	15198	568	16082	20460	35965	17800	7540	5628	26982
166	6507	9600	26247	9379	23541	15214	569	16106	20486	35993	17822	7551	5632	27048
167	6532	9612	26290	9394	23579	15234	570	16117	20508	36038	17848	7555	5635	27077
168	6508	9573	26186	9343	23480	15166	566	16044	20419	35891	17743	7513	5612	26942
169	6717	9886	27193	9719	24364	15676	590	16668	21183	37239	18398	7802	5832	27948
170	6708	9882	27176	9709	24336	15672	590	16651	21162	37210	18375	7796	5822	27927
171	6723	9889	27194	9718	24347	15675	590	16664	21180	37219	18383	7793	5823	27951
172	6745	9907	27254	9741	24378	15711	592	16687	21222	37300	18418	7810	5836	28003
173	6753	9902	27244	9747	24367	15709	594	16686	21230	37298	18409	7812	5834	27981
174	6783	9966	27429	9820	24598	15857	604	16831	21401	37637	18561	7884	5900	28191
175	6799	9976	27463	9836	24630	15862	606	16838	21420	37668	18594	7909	5903	28212
176	6820	10029	27645	9910	24846	15996	609	16965	21566	37970	18725	7976	5952	28377
177	6839	10073	27746	9963	24968	16078	615	17025	21632	38139	18805	8021	5969	28503
178	6782	10001	27581	9925	24800	15989	615	16917	21495	37916	18702	7985	5928	28330
179	6786	10010	27614	9929	24834	16004	617	16924	21510	37964	18711	7995	5935	28357
180	6831	10026	27670	9953	24919	16032	617	16966	21556	38049	18756	8016	5954	28426
181	7216	10801	29870	10692	27042	17339	653	18246	23207	41243	20181	8600	6426	30642
182	7221	10812	29919	10712	27048	17367	653	18257	23226	41285	20199	8610	6435	30655
183	7311	10920	30278	10855	27349	17571	660	18436	23437	41686	20443	8705	6519	30999
184	7321	10925	30321	10872	27390	17592	660	18456	23460	41741	20468	8716	6526	31037
185	7329	10908	30287	10865	27367	17565	656	18418	23437	41681	20444	8705	6513	30984
186	7418	11045	30694	11066	27724	17789	663	18647	23720	42240	20764	8813	6600	31417
187	7419	11045	30694	11069	27720	17788	663	18648	23720	42240	20764	8813	6600	31419
188	7433	11071	30771	11085	27785	17852	664	18703	23772	42366	20812	8834	6612	31502
189	7445	11093	30852	11100	27833	17883	665	18739	23811	42435	20852	8862	6634	31543
190	7276	10846	30202	10886	27135	17500	657	18324	23251	41500	20357	8640	6466	30877
191	7283	10858	30255	10905	27196	17526	658	18368	23285	41585	20412	8654	6481	30946
192	7272	10847	30220	10903	27159	17517	655	18344	23257	41576	20398	8651	6475	30940
193	7266	10850	30276	10916	27171	17492	654	18353	23284	41608	20391	8644	6476	30956
194	7297	10900	30418	10970	27326	17604	657	18445	23410	41810	20495	8685	6532	31114
195	7554	11414	32008	11505	28734	18569	702	19478	24529	44111	21536	9050	6805	32793
196	7558	11425	32065	11530	28801	18614	704	19500	24565	44174	21559	9059	6813	32839
197	7597	11489	32304	11641	29066	18752	705	19669	24749	44498	21721	9119	6861	33098
198	7596	11491	32300	11647	29093	18760	705	19679	24769	44514	21729	9112	6862	33113
199	7689	11653	32821	11817	29558	19044	720	19982	25139	45217	22069	9259	6961	33718
200	7686	11650	32826	11823	29550	19046	720	19995	25148	45231	22084	9259	6955	33721
201	7692	11652	32827	11827	29564	19052	721	20001	25156	45247	22086	9260	6958	33733
202	6779	11654	32816	11835	29551	19055	722	19997	25166	45245	22068	9272	6956	33735
203	6855	11775	33192	11972	30184	19303	730	20261	25513	45846	22361	9400	7046	34167
204	6730	11493	32585	11747	29535	18902	728	19740	24914	44815	21817	9205	6861	33427
205	6787	11589	32858	11840	29435	19077	732	19911	25158	45207	22017	9276	6915	33702
206	6834	11642	33013	11894	29365	19203	733	20054	25335	45495	22167	9319	6963	33899
207	6871	11731	33231	11977	29477	19330	733	20175	25473	45808	22308	9379	7004	34124
208	7019	11978	33966	12195	29985	19759	737	20649	26080	46903	22840	9608	7160	35024
209	7076	12025	34091	12239	30074	19849	739	20731	26190	47075	22930	9634	7184	35150
210	7094	12056	34198	12261	30071	19920	742	20794	26279	47247	23045	9671	7210	35262
211	7067	12057	34173	12258	29532	19920	742	20784	26275	47245	23031	9660	7209	35251
212	6966	11947	33874	12162	29343	19757	732	20617	26041	46872	22822	9558	7149	34938
213	7012	11989	34044	12227	29538	19869	735	20710	26181	47140	22942	9613	7180	35137
214	7049	12019	34121	12271	29973	19900	744	20787	26208	47377	22957	9662	7223	35232
215	7158	12203	34696	12602	31581	20286	764	21149	26665	48220	23405	9812	7357	35873
216	7165	12203	34694	12614	31604	20291	763	21144	26672	48237	23406	9828	7361	35898
217	7116	12126	34433	12539	31450	20136	759	20995	26474	47893	23204	9759	7312	35651
218	7161	12185	34613	12600	31624	20238	766	21114	26608	48160	23353	9804	7355	35865
219	7157	12177	34598	12603	31607	20213	765	21105	26602	48133	23329	9796	7348	35834
220	7356	13305	35826	12749	32749	20991	772	21888	27616	50087	24260	10158	7635	37064
221	7363	13674	35854	12834	32775	21007	776	21899	27641	50131	24288	10167	7641	37096
222	7355	14113	35877	12841	32779	21016	777	21899	27659	50162	24310	10167	7649	37111
223	7336	14080	35783	12827	32726	20979	777	21867	27598	50028	24229	10148	7636	37018
224	7267	13969	35522	12721	32313	20796	773	21661	27359	49582	24017	10053	7570	36700
225	7308	14028	35668	12778	32497	20884	774	21763	27474	49826	24128	10094	7606	36891
226	7355	13942	35891	12862	32682	20987	780	21880	27618	50132	24275	10155	7669	37120
227	7384	13991	36068	12917	32839	21068	783	21981	27746	50363	24385	10217	7703	37291
228	7471	14110	36556	13090	33283	21329	790	22232	28095	51054	24723	10393	7807	37746
229	7282	13423	35599	12777	32487	20778	772	21591	27344	49709	24032	10116	7619	36701
230	7636	13924	37274	13350	34029	21720	808	22679	28593	52162	25108	10592	7974	38376
231	7637	13307	37297	13353	34046	21746	810	22714	28618	52201	25120	10598	7974	38399
232	7593	13280	37100	13314	33933	21679	809	22608	28510	52033	25055	10545	7929	38297
233	7777	13473	37624	13519	34426	21992	822	22954	28922	52825	25419	10710	8072	38846
234	7783	13485	37652	13540	34465	22009	824	22970	28962	52907	25440	10732	8080	38859
235	7783	13491	37633	13536	34477	22020	825	22967	28947	52901	25451	10721	8083	38849
236	7976	14009	39084	14084	35915	22960	840	23869	30065	55003	26435	11129	8375	40458
237	7897	13945	38749	13984	35674	22817	835	23714	29859	54649	26289	10988	8314	40206
238	7970	14089	39226	14145	36093	23038	841	23991	30109	55263	26589	11114	8398	40652
239	7549	13490	37094	13444	34383	21970	791	22804	28561	52490	25201	10529	7976	38636
240	7654	13610	37374	13580	34735	22142	791	23037	28836	53003	25475	10634	8069	38955
241	7585	13551	37190	13549	34488	22021	785	22866	28669	52684	25238	10527	7982	38684
242	7612	13616	37367	13617	34698	22160	785	23018	28780	52998	25368	10609	8026	38860
243	7634	13663	37539	13688	34841	22269	787	23104	28893	53209	25468	10650	8053	39021
244	7628	13673	37544	13691	34861	22276	785	23113	28923	53236	25485	10655	8057	39040
245	7628	13634	37471	13695	34822	22251	787	23041	28886	53138	25448	10654	8044	38998
246	7421	13179	36048	13164	33445	21413	768	22178	27747	51098	24470	10333	7721	37530
247	7425	13175	36046	13172	33445	21421	768	22200	27790	51107	24470	10334	7725	37547
248	7685	13750	37490	13705	34765	22267	794	23099	28892	53189	25437	10744	8019	39002
249	7728	13719	37408	13765	34641	22174	784	22963	28741	52959	25367	10718	8000	38868
250	7771	13821	37715	13898	34931	22323	789	23170	29064	53361	25557	10811	8072	39211
251	7639	13621	37036	13713	34315	21927	772	22709	28595	52436	25092	10641	7914	38560
252	7534	13308	36113	13460	33493	21387	764	22149	27865	51167	24457	10422	7736	37696
253	7652	13426	36392	13562	33803	21539	766	22303	28075	51567	24641	10532	7799	38001
254	7666	13410	36438	13553	33776	21505	770	22305	27778	51644	24653	10561	7801	38066
255	7972	13910	37985	14054	35289	22395	815	23185	30070	53881	25738	10959	8134	39606
256	7612	13717	37340	13566	34883	22220	744	22861	29514	53381	25479	10591	8066	38711
257	7612	13773	37429	13595	34983	22333	746	22951	30342	53625	25553	10602	8096	38872
258	7562	13654	37015	13480	34592	22041	745	22675	29974	53052	25271	10565	8025	38530
259	7398	13561	36703	13284	34354	21871	721	22515	29749	52626	25075	10422	7965	38197
260	7513	13613	36541	13521	34604	21950	760	22672	29230	52764	24932	10402	7896	38290
261	7509	13575	36440	13503	34340	21891	758	22630	29173	52676	24884	10396	7874	38216
262	7385	13438	35723	13266	33588	21607	752	22324	28213	52019	24374	10217	7703	37688
263	7943	14056	37922	14235	35542	22610	821	23405	30133	54394	25768	10872	8174	39519
264	7813	13811	37170	13993	34939	22205	809	22948	28824	53407	25222	10666	8028	38730
265	7801	13806	37119	13967	34889	22168	809	22917	28544	53343	25201	10654	8012	38685
266	7790	13878	37033	13977	35001	22218	818	22982	28530	53507	25144	10630	7993	38911
267	7773	13841	36895	13946	34871	22167	815	22904	28477	53404	25050	10568	7967	38797
268	7792	13804	36791	13930	35085	22048	828	22813	28503	53209	24983	10571	7968	38634
269	7699	13534	36020	13668	34353	21592	807	22293	28104	52023	24456	10387	7810	37753
270	7584	13340	35563	13502	33920	21168	794	21833	27863	51008	24149	10248	7713	37050
271	7661	13414	35930	13710	33882	21207	804	21933	28243	51323	24445	10418	7786	37268
272	7669	13397	36019	13747	33944	21156	805	21885	28316	51239	24523	10449	7813	37213
273	7690	13425	36188	13806	34038	21230	809	21938	28446	51390	24597	10504	7870	37391
274	7703	13469	36250	13824	34087	21301	811	21996	28485	51514	24627	10517	7874	37492
275	7848	13627	36651	14088	34529	21549	827	22242	28840	52242	24896	10657	7927	38027
276	7864	13709	36747	14122	34645	21641	828	22366	28912	52480	24979	10691	7946	38191
277	7822	13598	36478	14048	34335	21427	829	22240	28687	52092	24764	10605	7883	37898
278	7820	13615	36487	14059	34350	21426	828	22253	28697	52114	24777	10608	7892	37909
279	7832	13636	36518	14071	34376	21464	830	22292	28718	52190	24799	10605	7890	37986
280	7739	13529	36157	13937	33986	21238	820	22072	28330	51746	24493	10476	7809	37678
281	7747	13560	36222	13972	34055	21271	820	22130	28370	51876	24550	10511	7828	37745
282	7791	13634	36438	14070	34360	21444	834	22333	28602	52278	24741	10615	7886	38059
283	7776	13567	36481	14090	34423	21397	837	22253	28646	51980	24788	10641	7890	37881
284	7714	13527	36070	13981	34022	21309	831	22203	28372	51815	24497	10538	7776	37711
285	7792	13612	36354	14110	34264	21477	838	22362	28578	52179	24680	10625	7836	38007
286	7816	13628	36383	14100	34311	21514	838	22414	28629	52222	24691	10641	7837	38025
287	7869	13641	36367	14104	34322	21542	838	22419	28635	52240	24707	10649	7826	38070
288	7881	13673	36470	14140	34416	21598	845	22472	28709	52385	24770	10687	7845	38158
289	7891	13726	36665	14219	34606	21703	847	22576	28833	52661	24905	10758	7881	38279
290	7881	13710	36616	14209	34583	21673	847	22560	28821	52608	24891	10740	7879	38249
291	7810	13546	36161	13972	34178	21381	841	22295	28417	51913	24507	10616	7751	37702
292	7752	13459	35848	13881	33891	21243	839	22122	28227	51552	24252	10531	7676	37403
293	8062	13437	35777	13843	33814	21202	835	22072	28161	51428	24216	10512	7646	37303
294	7980	13274	35398	13697	33529	20950	821	21851	27838	50895	23944	10417	7555	36986
295	7978	13282	35418	13705	33547	20962	821	21867	27867	50917	23957	10422	7571	37004
296	7973	13304	35545	13684	33585	21002	819	21890	27936	50938	24047	10437	7591	37027
297	7938	13260	35419	13656	33513	20926	819	21814	27845	50733	23938	10382	7559	36880
298	7867	13161	35189	13570	33290	20761	815	21647	27669	50393	23759	10304	7524	36610
299	8093	13540	36311	13994	34313	21396	846	22326	28616	51915	24497	10670	7785	37958
300	8100	13533	36343	14006	34327	21404	847	22330	28619	51922	24513	10687	7784	37957
301	8271	13829	37150	14299	35213	21911	862	22882	29252	53097	25059	10873	7940	38858
302	8289	13849	37158	14312	35214	21914	860	22899	29259	53136	25068	10860	7933	38869
303	8315	13886	37241	14371	35303	21988	865	22984	29349	53330	25155	10892	7954	38995
304	8318	13879	37280	14392	35278	21995	863	23018	29358	53301	25179	10894	7959	39004
305	8325	13796	36978	14315	34986	21812	859	22820	29160	52882	24986	10829	7911	38688
306	8385	13882	37207	14396	35196	21978	872	23005	29366	53292	25151	10935	7964	38924
307	8376	13866	37174	14380	35167	21961	872	22987	29351	53230	25121	10929	7952	38896
308	8141	13430	35955	13961	33879	21095	850	22172	28289	51415	24263	10571	7653	37587
309	8179	13447	36170	13986	33964	21152	851	22255	28335	51532	24315	10600	7682	37707
310	7985	13000	34757	13436	32808	20353	813	21447	27363	49618	23306	10211	7346	36323
311	8208	13429	35854	13837	33815	21018	845	22143	28190	51170	24058	10527	7592	37483
312	8175	13380	35660	13776	33632	20895	839	22005	28065	50910	23925	10457	7556	37271
313	8135	13320	35508	13696	33441	20797	836	21896	27943	50686	23813	10428	7509	37098
314	8135	13356	35589	13722	33510	20848	837	21946	27999	50777	23861	10457	7528	37180
315	8040	13192	35220	13561	33114	20635	832	21642	27673	50211	23604	10322	7409	36743
316	7860	13295	35536	13671	33402	20847	838	21861	27958	50695	23829	10442	7489	37093
317	7874	13285	35517	13672	33385	20846	838	21854	27948	50713	23794	10439	7488	37049
318	8061	13268	35501	13685	33379	20835	842	21839	27941	50706	23787	10440	7486	37047
319	8095	13325	35649	13744	33545	20915	846	21934	28055	50925	23893	10507	7522	37208
320	8093	13186	35179	13552	33097	20655	837	21636	27696	50235	23594	10343	7410	36745
321	8166	13345	35621	13713	33474	20888	847	21884	27985	50815	23849	10448	7503	37147
322	8148	13357	35626	13727	33498	20900	847	21889	27991	50818	23862	10439	7509	37159
323	8139	13360	35610	13723	33475	20888	848	21902	27957	50765	23859	10422	7502	37105
324	8285	13625	36345	13962	34164	21343	865	22317	28457	51761	24277	10625	7646	37834
325	8397	13843	36892	14161	34604	21668	879	22627	28819	52478	24578	10758	7781	38455
326	8394	13858	36941	14166	34655	21708	879	22658	28862	52541	24621	10761	7794	38507
327	8378	13860	36876	14114	34526	21646	875	22616	28826	52455	24567	10728	7766	38476
328	8362	13810	36748	14051	34398	21571	869	22556	28757	52286	24482	10675	7744	38357
329	8429	13895	36945	14123	34588	21730	876	22720	28985	52598	24649	10723	7794	38599
330	8472	13942	37025	14204	34671	21827	886	22820	29083	52770	24742	10746	7819	38741
331	8445	13932	36979	14177	34610	21770	886	22783	29051	52678	24720	10727	7810	38675
332	8288	13574	35813	13860	33492	21088	882	22103	28230	51074	23968	10452	7568	37531
333	8343	13597	35880	13976	33543	21130	897	22146	28296	51184	24016	10471	7598	37628
334	8158	13436	35418	13770	33170	20900	902	21865	28094	50614	23715	10340	7535	37109
335	8165	13473	35463	13790	33251	20931	907	21903	28157	50698	23814	10347	7562	37198
336	8208	13614	35839	13889	33559	21178	922	22141	28410	51194	24092	10435	7667	37584
337	8286	13708	35994	13877	33775	21381	937	22210	28506	51393	24255	10517	7710	37696
338	8299	13730	36060	13905	33844	21420	939	22238	28541	51471	24276	10528	7727	37758
339	8329	13808	36179	13952	33958	21504	940	22333	28691	51624	24454	10566	7738	37894
340	8300	13760	36013	13911	33830	21433	939	22237	28580	51420	24356	10521	7694	37753
341	8407	13969	36584	14126	34417	21822	953	22593	29062	52341	24802	10733	7834	38397
342	8424	14002	36641	14149	34520	21874	959	22640	29145	52451	24819	10763	7847	38460
343	8428	13989	36638	14137	34521	21853	957	22636	29136	52426	24821	10767	7836	38438
344	8394	13942	36503	14077	34419	21797	957	22547	29033	52224	24730	10744	7787	38305
345	8589	14203	37110	14248	35082	22194	978	22901	29595	53106	25306	10932	7905	38923
346	8681	14291	37263	14329	35325	22412	997	22953	29797	53287	25458	11021	8000	39026
347	8693	14324	37284	14347	35398	22440	996	22985	29866	53348	25500	11028	8010	39069
