sample	name	start	end	depth
Yale-RSV-0076	G 	4644	5565	94193
Yale-RSV-0076	F 	5619	7521	195455
Yale-RSV-0076	M2 	7567	8527	198323
Yale-RSV-0076	L	8460	15037	149620
sample	name	start	end	depth
Yale-RSV-0085	NS1 	45	576	72864
Yale-RSV-0085	NS2 	596	1097	93517
Yale-RSV-0085	N 	1125	2329	103989
Yale-RSV-0085	P 	2331	3220	43519
Yale-RSV-0085	M 	3224	4180	74423
Yale-RSV-0085	SH 	4190	4599	75459
Yale-RSV-0085	G 	4644	5565	119003
Yale-RSV-0085	F 	5619	7521	115030
Yale-RSV-0085	M2 	7567	8527	134489
Yale-RSV-0085	L	8460	15037	95251
sample	name	start	end	depth
Yale-RSV-0088	NS1 	45	576	84
Yale-RSV-0088	NS2 	596	1097	3
Yale-RSV-0088	N 	1125	2329	0
Yale-RSV-0088	P 	2331	3220	28
Yale-RSV-0088	M 	3224	4180	1315
Yale-RSV-0088	SH 	4190	4599	1294
Yale-RSV-0088	G 	4644	5565	8
Yale-RSV-0088	F 	5619	7521	280
Yale-RSV-0088	M2 	7567	8527	148
Yale-RSV-0088	L	8460	15037	2393
sample	name	start	end	depth
Yale-RSV-0097	NS1 	45	576	80497
Yale-RSV-0097	NS2 	596	1097	54958
Yale-RSV-0097	N 	1125	2329	90852
Yale-RSV-0097	P 	2331	3220	57054
Yale-RSV-0097	M 	3224	4180	123491
Yale-RSV-0097	SH 	4190	4599	90760
Yale-RSV-0097	G 	4644	5565	157069
Yale-RSV-0097	F 	5619	7521	195972
Yale-RSV-0097	M2 	7567	8527	189247
Yale-RSV-0097	L	8460	15037	133130
sample	name	start	end	depth
Yale-RSV-0108	NS1 	45	576	22911
Yale-RSV-0108	NS2 	596	1097	54821
Yale-RSV-0108	N 	1125	2329	84641
Yale-RSV-0108	P 	2331	3220	39988
Yale-RSV-0108	M 	3224	4180	81364
Yale-RSV-0108	SH 	4190	4599	177
Yale-RSV-0108	G 	4644	5565	4240
Yale-RSV-0108	F 	5619	7521	108830
Yale-RSV-0108	M2 	7567	8527	61162
Yale-RSV-0108	L	8460	15037	79341
sample	name	start	end	depth
Yale-RSV-0109	NS1 	45	576	25412
Yale-RSV-0109	NS2 	596	1097	107790
Yale-RSV-0109	N 	1125	2329	82043
Yale-RSV-0109	P 	2331	3220	57537
Yale-RSV-0109	M 	3224	4180	97528
Yale-RSV-0109	SH 	4190	4599	164
Yale-RSV-0109	G 	4644	5565	6159
Yale-RSV-0109	F 	5619	7521	123578
Yale-RSV-0109	M2 	7567	8527	75615
Yale-RSV-0109	L	8460	15037	128356
sample	name	start	end	depth
Yale-RSV-0110	NS1 	45	576	41960
Yale-RSV-0110	NS2 	596	1097	233267
Yale-RSV-0110	N 	1125	2329	134318
Yale-RSV-0110	P 	2331	3220	112149
Yale-RSV-0110	M 	3224	4180	185969
Yale-RSV-0110	SH 	4190	4599	336
Yale-RSV-0110	G 	4644	5565	5314
Yale-RSV-0110	F 	5619	7521	193216
Yale-RSV-0110	M2 	7567	8527	115475
Yale-RSV-0110	L	8460	15037	198002
sample	name	start	end	depth
Yale-RSV-0116	NS1 	45	576	28240
Yale-RSV-0116	NS2 	596	1097	128072
Yale-RSV-0116	N 	1125	2329	94574
Yale-RSV-0116	P 	2331	3220	52798
Yale-RSV-0116	M 	3224	4180	98394
Yale-RSV-0116	SH 	4190	4599	172
Yale-RSV-0116	G 	4644	5565	6562
Yale-RSV-0116	F 	5619	7521	112303
Yale-RSV-0116	M2 	7567	8527	78869
Yale-RSV-0116	L	8460	15037	140495
sample	name	start	end	depth
Yale-RSV-0118	NS1 	45	576	183188
Yale-RSV-0118	NS2 	596	1097	78342
Yale-RSV-0118	N 	1125	2329	240193
Yale-RSV-0118	P 	2331	3220	105904
Yale-RSV-0118	M 	3224	4180	257907
Yale-RSV-0118	SH 	4190	4599	67473
Yale-RSV-0118	G 	4644	5565	367251
Yale-RSV-0118	F 	5619	7521	498699
Yale-RSV-0118	M2 	7567	8527	424641
Yale-RSV-0118	L	8460	15037	292624
sample	name	start	end	depth
Yale-RSV-0121	NS1 	45	576	127148
Yale-RSV-0121	NS2 	596	1097	318668
Yale-RSV-0121	N 	1125	2329	343845
Yale-RSV-0121	P 	2331	3220	109550
Yale-RSV-0121	M 	3224	4180	229843
Yale-RSV-0121	SH 	4190	4599	140552
Yale-RSV-0121	G 	4644	5565	312679
Yale-RSV-0121	F 	5619	7521	308124
Yale-RSV-0121	M2 	7567	8527	330715
Yale-RSV-0121	L	8460	15037	212979
sample	name	start	end	depth
Yale-RSV-0133	NS1 	45	576	58137
Yale-RSV-0133	NS2 	596	1097	105908
Yale-RSV-0133	N 	1125	2329	129920
Yale-RSV-0133	P 	2331	3220	67814
Yale-RSV-0133	M 	3224	4180	118214
Yale-RSV-0133	SH 	4190	4599	94231
Yale-RSV-0133	G 	4644	5565	69621
Yale-RSV-0133	F 	5619	7521	237236
Yale-RSV-0133	M2 	7567	8527	289978
Yale-RSV-0133	L	8460	15037	205058
sample	name	start	end	depth
Yale-RSV-0136	NS1 	45	576	125337
Yale-RSV-0136	NS2 	596	1097	255656
Yale-RSV-0136	N 	1125	2329	277486
Yale-RSV-0136	P 	2331	3220	110857
Yale-RSV-0136	M 	3224	4180	181964
Yale-RSV-0136	SH 	4190	4599	72812
Yale-RSV-0136	G 	4644	5565	241035
Yale-RSV-0136	F 	5619	7521	229451
Yale-RSV-0136	M2 	7567	8527	328039
Yale-RSV-0136	L	8460	15037	210361
sample	name	start	end	depth
Yale-RSV-0140	NS1 	45	576	9847
Yale-RSV-0140	NS2 	596	1097	1273
Yale-RSV-0140	N 	1125	2329	153556
Yale-RSV-0140	P 	2331	3220	55729
Yale-RSV-0140	M 	3224	4180	166013
Yale-RSV-0140	SH 	4190	4599	19273
Yale-RSV-0140	G 	4644	5565	138342
Yale-RSV-0140	F 	5619	7521	224338
Yale-RSV-0140	M2 	7567	8527	284525
Yale-RSV-0140	L	8460	15037	190986
sample	name	start	end	depth
Yale-RSV-0142	NS1 	45	576	33779
Yale-RSV-0142	NS2 	596	1097	846
Yale-RSV-0142	N 	1125	2329	203913
Yale-RSV-0142	P 	2331	3220	45393
Yale-RSV-0142	M 	3224	4180	190753
Yale-RSV-0142	SH 	4190	4599	8571
Yale-RSV-0142	G 	4644	5565	124291
Yale-RSV-0142	F 	5619	7521	286498
Yale-RSV-0142	M2 	7567	8527	408105
Yale-RSV-0142	L	8460	15037	271884
sample	name	start	end	depth
Yale-RSV-0146	NS1 	45	576	35320
Yale-RSV-0146	NS2 	596	1097	58171
Yale-RSV-0146	N 	1125	2329	124700
Yale-RSV-0146	P 	2331	3220	40343
Yale-RSV-0146	M 	3224	4180	106563
Yale-RSV-0146	SH 	4190	4599	394
Yale-RSV-0146	G 	4644	5565	3067
Yale-RSV-0146	F 	5619	7521	157026
Yale-RSV-0146	M2 	7567	8527	83376
Yale-RSV-0146	L	8460	15037	124398
sample	name	start	end	depth
Yale-RSV-0147	NS1 	45	576	64376
Yale-RSV-0147	NS2 	596	1097	29892
Yale-RSV-0147	N 	1125	2329	141857
Yale-RSV-0147	P 	2331	3220	62603
Yale-RSV-0147	M 	3224	4180	155221
Yale-RSV-0147	SH 	4190	4599	24878
Yale-RSV-0147	G 	4644	5565	246713
Yale-RSV-0147	F 	5619	7521	237883
Yale-RSV-0147	M2 	7567	8527	257180
Yale-RSV-0147	L	8460	15037	245789
sample	name	start	end	depth
Yale-RSV-0152	NS1 	45	576	42332
Yale-RSV-0152	NS2 	596	1097	73438
Yale-RSV-0152	N 	1125	2329	154694
Yale-RSV-0152	P 	2331	3220	67836
Yale-RSV-0152	M 	3224	4180	102749
Yale-RSV-0152	SH 	4190	4599	310
Yale-RSV-0152	G 	4644	5565	5783
Yale-RSV-0152	F 	5619	7521	205495
Yale-RSV-0152	M2 	7567	8527	111730
Yale-RSV-0152	L	8460	15037	170495
sample	name	start	end	depth
Yale-RSV-0155	NS1 	45	576	8929
Yale-RSV-0155	NS2 	596	1097	35060
Yale-RSV-0155	N 	1125	2329	26945
Yale-RSV-0155	P 	2331	3220	15628
Yale-RSV-0155	M 	3224	4180	29245
Yale-RSV-0155	SH 	4190	4599	59
Yale-RSV-0155	G 	4644	5565	1498
Yale-RSV-0155	F 	5619	7521	38434
Yale-RSV-0155	M2 	7567	8527	20690
Yale-RSV-0155	L	8460	15037	38925
sample	name	start	end	depth
Yale-RSV-0160	NS1 	45	576	54369
Yale-RSV-0160	NS2 	596	1097	108066
Yale-RSV-0160	N 	1125	2329	143782
Yale-RSV-0160	P 	2331	3220	48026
Yale-RSV-0160	M 	3224	4180	71836
Yale-RSV-0160	SH 	4190	4599	48576
Yale-RSV-0160	G 	4644	5565	76520
Yale-RSV-0160	F 	5619	7521	116805
Yale-RSV-0160	M2 	7567	8527	133188
Yale-RSV-0160	L	8460	15037	86595
sample	name	start	end	depth
Yale-RSV-0161	NS1 	45	576	122548
Yale-RSV-0161	NS2 	596	1097	73825
Yale-RSV-0161	N 	1125	2329	290902
Yale-RSV-0161	P 	2331	3220	100713
Yale-RSV-0161	M 	3224	4180	196537
Yale-RSV-0161	SH 	4190	4599	128104
Yale-RSV-0161	G 	4644	5565	266616
Yale-RSV-0161	F 	5619	7521	289422
Yale-RSV-0161	M2 	7567	8527	273161
Yale-RSV-0161	L	8460	15037	213837
sample	name	start	end	depth
Yale-RSV-0164	NS1 	45	576	9803
Yale-RSV-0164	NS2 	596	1097	120804
Yale-RSV-0164	N 	1125	2329	121985
Yale-RSV-0164	P 	2331	3220	69025
Yale-RSV-0164	M 	3224	4180	118639
Yale-RSV-0164	SH 	4190	4599	246
Yale-RSV-0164	G 	4644	5565	10316
Yale-RSV-0164	F 	5619	7521	170634
Yale-RSV-0164	M2 	7567	8527	106326
Yale-RSV-0164	L	8460	15037	148148
sample	name	start	end	depth
Yale-RSV-0167	NS1 	45	576	32514
Yale-RSV-0167	NS2 	596	1097	108804
Yale-RSV-0167	N 	1125	2329	112524
Yale-RSV-0167	P 	2331	3220	55949
Yale-RSV-0167	M 	3224	4180	103442
Yale-RSV-0167	SH 	4190	4599	226
Yale-RSV-0167	G 	4644	5565	4465
Yale-RSV-0167	F 	5619	7521	153452
Yale-RSV-0167	M2 	7567	8527	80796
Yale-RSV-0167	L	8460	15037	140135
sample	name	start	end	depth
Yale-RSV-0169	NS1 	45	576	18615
Yale-RSV-0169	NS2 	596	1097	29966
Yale-RSV-0169	N 	1125	2329	47188
Yale-RSV-0169	P 	2331	3220	26299
Yale-RSV-0169	M 	3224	4180	72435
Yale-RSV-0169	SH 	4190	4599	136
Yale-RSV-0169	G 	4644	5565	1323
Yale-RSV-0169	F 	5619	7521	62966
Yale-RSV-0169	M2 	7567	8527	40295
Yale-RSV-0169	L	8460	15037	67924
sample	name	start	end	depth
Yale-RSV-0175	NS1 	45	576	39498
Yale-RSV-0175	NS2 	596	1097	220779
Yale-RSV-0175	N 	1125	2329	128044
Yale-RSV-0175	P 	2331	3220	99306
Yale-RSV-0175	M 	3224	4180	171717
Yale-RSV-0175	SH 	4190	4599	118
Yale-RSV-0175	G 	4644	5565	10954
Yale-RSV-0175	F 	5619	7521	199637
Yale-RSV-0175	M2 	7567	8527	111528
Yale-RSV-0175	L	8460	15037	199544
sample	name	start	end	depth
Yale-RSV-0176	NS1 	45	576	44082
Yale-RSV-0176	NS2 	596	1097	168629
Yale-RSV-0176	N 	1125	2329	167575
Yale-RSV-0176	P 	2331	3220	108728
Yale-RSV-0176	M 	3224	4180	154423
Yale-RSV-0176	SH 	4190	4599	422
Yale-RSV-0176	G 	4644	5565	8468
Yale-RSV-0176	F 	5619	7521	220603
Yale-RSV-0176	M2 	7567	8527	118054
Yale-RSV-0176	L	8460	15037	196124
sample	name	start	end	depth
Yale-RSV-0179	NS1 	45	576	85652
Yale-RSV-0179	NS2 	596	1097	123823
Yale-RSV-0179	N 	1125	2329	151275
Yale-RSV-0179	P 	2331	3220	57880
Yale-RSV-0179	M 	3224	4180	103860
Yale-RSV-0179	SH 	4190	4599	64268
Yale-RSV-0179	G 	4644	5565	151147
Yale-RSV-0179	F 	5619	7521	126973
Yale-RSV-0179	M2 	7567	8527	177266
Yale-RSV-0179	L	8460	15037	125377
sample	name	start	end	depth
Yale-RSV-0181	NS1 	45	576	4071
Yale-RSV-0181	NS2 	596	1097	84949
Yale-RSV-0181	N 	1125	2329	108491
Yale-RSV-0181	P 	2331	3220	44831
Yale-RSV-0181	M 	3224	4180	89218
Yale-RSV-0181	SH 	4190	4599	218
Yale-RSV-0181	G 	4644	5565	7245
Yale-RSV-0181	F 	5619	7521	180785
Yale-RSV-0181	M2 	7567	8527	82419
Yale-RSV-0181	L	8460	15037	142835
sample	name	start	end	depth
Yale-RSV-0183	NS1 	45	576	25989
Yale-RSV-0183	NS2 	596	1097	52165
Yale-RSV-0183	N 	1125	2329	90563
Yale-RSV-0183	P 	2331	3220	37661
Yale-RSV-0183	M 	3224	4180	74098
Yale-RSV-0183	SH 	4190	4599	277
Yale-RSV-0183	G 	4644	5565	187
Yale-RSV-0183	F 	5619	7521	110875
Yale-RSV-0183	M2 	7567	8527	65020
Yale-RSV-0183	L	8460	15037	97640
sample	name	start	end	depth
Yale-RSV-0184	NS1 	45	576	119441
Yale-RSV-0184	NS2 	596	1097	4051
Yale-RSV-0184	N 	1125	2329	206443
Yale-RSV-0184	P 	2331	3220	105663
Yale-RSV-0184	M 	3224	4180	203579
Yale-RSV-0184	SH 	4190	4599	24451
Yale-RSV-0184	G 	4644	5565	148415
Yale-RSV-0184	F 	5619	7521	274420
Yale-RSV-0184	M2 	7567	8527	286766
Yale-RSV-0184	L	8460	15037	204714
sample	name	start	end	depth
Yale-RSV-0187	NS1 	45	576	112325
Yale-RSV-0187	NS2 	596	1097	33846
Yale-RSV-0187	N 	1125	2329	198194
Yale-RSV-0187	P 	2331	3220	76497
Yale-RSV-0187	M 	3224	4180	210623
Yale-RSV-0187	SH 	4190	4599	49008
Yale-RSV-0187	G 	4644	5565	251043
Yale-RSV-0187	F 	5619	7521	366378
Yale-RSV-0187	M2 	7567	8527	377677
Yale-RSV-0187	L	8460	15037	257442
sample	name	start	end	depth
Yale-RSV-0189	NS1 	45	576	61105
Yale-RSV-0189	NS2 	596	1097	43662
Yale-RSV-0189	N 	1125	2329	42136
Yale-RSV-0189	P 	2331	3220	38465
Yale-RSV-0189	M 	3224	4180	75090
Yale-RSV-0189	SH 	4190	4599	42378
Yale-RSV-0189	G 	4644	5565	106658
Yale-RSV-0189	F 	5619	7521	135833
Yale-RSV-0189	M2 	7567	8527	128140
Yale-RSV-0189	L	8460	15037	110586
sample	name	start	end	depth
Yale-RSV-0191	NS1 	45	576	118
Yale-RSV-0191	NS2 	596	1097	6
Yale-RSV-0191	N 	1125	2329	0
Yale-RSV-0191	P 	2331	3220	169
Yale-RSV-0191	M 	3224	4180	136
Yale-RSV-0191	SH 	4190	4599	1844
Yale-RSV-0191	G 	4644	5565	11
Yale-RSV-0191	F 	5619	7521	121298
Yale-RSV-0191	M2 	7567	8527	67339
Yale-RSV-0191	L	8460	15037	12196
sample	name	start	end	depth
Yale-RSV-0192	NS1 	45	576	151
Yale-RSV-0192	NS2 	596	1097	16
Yale-RSV-0192	N 	1125	2329	46
Yale-RSV-0192	P 	2331	3220	56
Yale-RSV-0192	M 	3224	4180	110
Yale-RSV-0192	SH 	4190	4599	1785
Yale-RSV-0192	G 	4644	5565	11
Yale-RSV-0192	F 	5619	7521	403
Yale-RSV-0192	M2 	7567	8527	14802
Yale-RSV-0192	L	8460	15037	1445
sample	name	start	end	depth
Yale-RSV-0198	NS1 	45	576	27297
Yale-RSV-0198	NS2 	596	1097	21950
Yale-RSV-0198	N 	1125	2329	66096
Yale-RSV-0198	P 	2331	3220	25646
Yale-RSV-0198	M 	3224	4180	32535
Yale-RSV-0198	SH 	4190	4599	178
Yale-RSV-0198	G 	4644	5565	385
Yale-RSV-0198	F 	5619	7521	86927
Yale-RSV-0198	M2 	7567	8527	64673
Yale-RSV-0198	L	8460	15037	70679
sample	name	start	end	depth
Yale-RSV-0199	NS1 	45	576	30574
Yale-RSV-0199	NS2 	596	1097	12541
Yale-RSV-0199	N 	1125	2329	89485
Yale-RSV-0199	P 	2331	3220	61400
Yale-RSV-0199	M 	3224	4180	55232
Yale-RSV-0199	SH 	4190	4599	99
Yale-RSV-0199	G 	4644	5565	2596
Yale-RSV-0199	F 	5619	7521	103738
Yale-RSV-0199	M2 	7567	8527	95875
Yale-RSV-0199	L	8460	15037	112697
sample	name	start	end	depth
Yale-RSV-0203	NS1 	45	576	21753
Yale-RSV-0203	NS2 	596	1097	9955
Yale-RSV-0203	N 	1125	2329	43694
Yale-RSV-0203	P 	2331	3220	23545
Yale-RSV-0203	M 	3224	4180	3313
Yale-RSV-0203	SH 	4190	4599	214
Yale-RSV-0203	G 	4644	5565	987
Yale-RSV-0203	F 	5619	7521	71600
Yale-RSV-0203	M2 	7567	8527	64599
Yale-RSV-0203	L	8460	15037	57686
sample	name	start	end	depth
Yale-RSV-0205	NS1 	45	576	32342
Yale-RSV-0205	NS2 	596	1097	113313
Yale-RSV-0205	N 	1125	2329	111602
Yale-RSV-0205	P 	2331	3220	56404
Yale-RSV-0205	M 	3224	4180	64539
