sample	name	start	end	depth
Yale-RSV-0015-1	F 	5619	7521	22367
Yale-RSV-0015-1	M2 	7567	8527	23221
Yale-RSV-0015-1	L	8460	15037	23009
sample	name	start	end	depth
Yale-RSV-0017-1	NS1 	45	576	3817
Yale-RSV-0017-1	NS2 	596	1097	3876
Yale-RSV-0017-1	N 	1125	2329	26154
Yale-RSV-0017-1	P 	2331	3220	22131
Yale-RSV-0017-1	M 	3224	4180	18264
Yale-RSV-0017-1	SH 	4190	4599	398
Yale-RSV-0017-1	G 	4644	5565	6517
Yale-RSV-0017-1	F 	5619	7521	21020
Yale-RSV-0017-1	M2 	7567	8527	21131
Yale-RSV-0017-1	L	8460	15037	23875
sample	name	start	end	depth
Yale-RSV-0018-1	NS1 	45	576	2609
Yale-RSV-0018-1	NS2 	596	1097	2286
Yale-RSV-0018-1	N 	1125	2329	18739
Yale-RSV-0018-1	P 	2331	3220	16504
Yale-RSV-0018-1	M 	3224	4180	7926
Yale-RSV-0018-1	SH 	4190	4599	390
Yale-RSV-0018-1	G 	4644	5565	746
Yale-RSV-0018-1	F 	5619	7521	17544
Yale-RSV-0018-1	M2 	7567	8527	19054
Yale-RSV-0018-1	L	8460	15037	18697
sample	name	start	end	depth
Yale-RSV-0019-1	NS1 	45	576	1820
Yale-RSV-0019-1	NS2 	596	1097	0
Yale-RSV-0019-1	N 	1125	2329	1275
Yale-RSV-0019-1	P 	2331	3220	5757
Yale-RSV-0019-1	M 	3224	4180	9229
Yale-RSV-0019-1	SH 	4190	4599	8
Yale-RSV-0019-1	G 	4644	5565	1
Yale-RSV-0019-1	F 	5619	7521	2295
Yale-RSV-0019-1	M2 	7567	8527	10547
Yale-RSV-0019-1	L	8460	15037	2022
sample	name	start	end	depth
Yale-RSV-0020-1	NS1 	45	576	19631
Yale-RSV-0020-1	NS2 	596	1097	28990
Yale-RSV-0020-1	N 	1125	2329	21805
Yale-RSV-0020-1	P 	2331	3220	59232
Yale-RSV-0020-1	M 	3224	4180	47980
Yale-RSV-0020-1	SH 	4190	4599	16585
Yale-RSV-0020-1	G 	4644	5565	79882
Yale-RSV-0020-1	F 	5619	7521	73816
Yale-RSV-0020-1	M2 	7567	8527	58998
Yale-RSV-0020-1	L	8460	15037	50925
sample	name	start	end	depth
Yale-RSV-0021-1	NS1 	45	576	0
Yale-RSV-0021-1	NS2 	596	1097	0
Yale-RSV-0021-1	N 	1125	2329	1430
Yale-RSV-0021-1	P 	2331	3220	154
Yale-RSV-0021-1	M 	3224	4180	5
Yale-RSV-0021-1	SH 	4190	4599	3
Yale-RSV-0021-1	G 	4644	5565	0
Yale-RSV-0021-1	F 	5619	7521	3
Yale-RSV-0021-1	M2 	7567	8527	2714
Yale-RSV-0021-1	L	8460	15037	1711
sample	name	start	end	depth
Yale-RSV-0022-1	NS1 	45	576	2124
Yale-RSV-0022-1	NS2 	596	1097	2124
Yale-RSV-0022-1	N 	1125	2329	14069
Yale-RSV-0022-1	P 	2331	3220	10769
Yale-RSV-0022-1	M 	3224	4180	5592
Yale-RSV-0022-1	SH 	4190	4599	290
Yale-RSV-0022-1	G 	4644	5565	635
Yale-RSV-0022-1	F 	5619	7521	11954
Yale-RSV-0022-1	M2 	7567	8527	11335
Yale-RSV-0022-1	L	8460	15037	13283
sample	name	start	end	depth
Yale-RSV-0025-1	NS1 	45	576	469
Yale-RSV-0025-1	NS2 	596	1097	2323
Yale-RSV-0025-1	N 	1125	2329	14725
Yale-RSV-0025-1	P 	2331	3220	10756
Yale-RSV-0025-1	M 	3224	4180	5086
Yale-RSV-0025-1	SH 	4190	4599	253
Yale-RSV-0025-1	G 	4644	5565	2158
Yale-RSV-0025-1	F 	5619	7521	12581
Yale-RSV-0025-1	M2 	7567	8527	12330
Yale-RSV-0025-1	L	8460	15037	22312
sample	name	start	end	depth
Yale-RSV-0026-1	NS1 	45	576	4900
Yale-RSV-0026-1	NS2 	596	1097	2316
Yale-RSV-0026-1	N 	1125	2329	37571
Yale-RSV-0026-1	P 	2331	3220	27282
Yale-RSV-0026-1	M 	3224	4180	29829
Yale-RSV-0026-1	SH 	4190	4599	3012
Yale-RSV-0026-1	G 	4644	5565	9324
Yale-RSV-0026-1	F 	5619	7521	55726
Yale-RSV-0026-1	M2 	7567	8527	70787
Yale-RSV-0026-1	L	8460	15037	41829
sample	name	start	end	depth
Yale-RSV-0027-1	NS1 	45	576	3211
Yale-RSV-0027-1	NS2 	596	1097	3665
Yale-RSV-0027-1	N 	1125	2329	24138
Yale-RSV-0027-1	P 	2331	3220	18831
Yale-RSV-0027-1	M 	3224	4180	4996
Yale-RSV-0027-1	SH 	4190	4599	314
Yale-RSV-0027-1	G 	4644	5565	1760
Yale-RSV-0027-1	F 	5619	7521	15081
Yale-RSV-0027-1	M2 	7567	8527	18850
Yale-RSV-0027-1	L	8460	15037	20128
sample	name	start	end	depth
Yale-RSV-0028-1	NS1 	45	576	4151
Yale-RSV-0028-1	NS2 	596	1097	741
Yale-RSV-0028-1	N 	1125	2329	22963
Yale-RSV-0028-1	P 	2331	3220	19984
Yale-RSV-0028-1	M 	3224	4180	5848
Yale-RSV-0028-1	SH 	4190	4599	466
Yale-RSV-0028-1	G 	4644	5565	1219
Yale-RSV-0028-1	F 	5619	7521	23922
Yale-RSV-0028-1	M2 	7567	8527	25926
Yale-RSV-0028-1	L	8460	15037	24774
sample	name	start	end	depth
Yale-RSV-0030-1	NS1 	45	576	12773
Yale-RSV-0030-1	NS2 	596	1097	45772
Yale-RSV-0030-1	N 	1125	2329	22917
Yale-RSV-0030-1	P 	2331	3220	39451
Yale-RSV-0030-1	M 	3224	4180	34681
Yale-RSV-0030-1	SH 	4190	4599	9484
Yale-RSV-0030-1	G 	4644	5565	61197
Yale-RSV-0030-1	F 	5619	7521	52401
Yale-RSV-0030-1	M2 	7567	8527	77532
Yale-RSV-0030-1	L	8460	15037	34250
sample	name	start	end	depth
Yale-RSV-0031-1	NS1 	45	576	3393
Yale-RSV-0031-1	NS2 	596	1097	3878
Yale-RSV-0031-1	N 	1125	2329	25699
Yale-RSV-0031-1	P 	2331	3220	21476
Yale-RSV-0031-1	M 	3224	4180	17538
Yale-RSV-0031-1	SH 	4190	4599	329
Yale-RSV-0031-1	G 	4644	5565	6391
Yale-RSV-0031-1	F 	5619	7521	19818
Yale-RSV-0031-1	M2 	7567	8527	21349
Yale-RSV-0031-1	L	8460	15037	23249
sample	name	start	end	depth
Yale-RSV-0033-1	NS1 	45	576	308
Yale-RSV-0033-1	NS2 	596	1097	53
Yale-RSV-0033-1	N 	1125	2329	1820
Yale-RSV-0033-1	P 	2331	3220	4122
Yale-RSV-0033-1	M 	3224	4180	2095
Yale-RSV-0033-1	SH 	4190	4599	74
Yale-RSV-0033-1	G 	4644	5565	170
Yale-RSV-0033-1	F 	5619	7521	3232
Yale-RSV-0033-1	M2 	7567	8527	5753
Yale-RSV-0033-1	L	8460	15037	4208
sample	name	start	end	depth
Yale-RSV-0037-1	NS1 	45	576	502
Yale-RSV-0037-1	NS2 	596	1097	121
Yale-RSV-0037-1	N 	1125	2329	4111
Yale-RSV-0037-1	P 	2331	3220	7597
Yale-RSV-0037-1	M 	3224	4180	6937
Yale-RSV-0037-1	SH 	4190	4599	3733
Yale-RSV-0037-1	G 	4644	5565	22375
Yale-RSV-0037-1	F 	5619	7521	23597
Yale-RSV-0037-1	M2 	7567	8527	40881
Yale-RSV-0037-1	L	8460	15037	27840
sample	name	start	end	depth
Yale-RSV-0038-1	NS1 	45	576	4285
Yale-RSV-0038-1	NS2 	596	1097	3779
Yale-RSV-0038-1	N 	1125	2329	30593
Yale-RSV-0038-1	P 	2331	3220	24814
Yale-RSV-0038-1	M 	3224	4180	8446
Yale-RSV-0038-1	SH 	4190	4599	438
Yale-RSV-0038-1	G 	4644	5565	3195
Yale-RSV-0038-1	F 	5619	7521	27824
Yale-RSV-0038-1	M2 	7567	8527	24750
Yale-RSV-0038-1	L	8460	15037	25535
sample	name	start	end	depth
Yale-RSV-0039-1	NS1 	45	576	2878
Yale-RSV-0039-1	NS2 	596	1097	2718
Yale-RSV-0039-1	N 	1125	2329	22309
Yale-RSV-0039-1	P 	2331	3220	25307
Yale-RSV-0039-1	M 	3224	4180	12158
Yale-RSV-0039-1	SH 	4190	4599	615
Yale-RSV-0039-1	G 	4644	5565	1540
Yale-RSV-0039-1	F 	5619	7521	27783
Yale-RSV-0039-1	M2 	7567	8527	74596
Yale-RSV-0039-1	L	8460	15037	36248
sample	name	start	end	depth
Yale-RSV-0040-1	NS1 	45	576	7181
Yale-RSV-0040-1	NS2 	596	1097	103
Yale-RSV-0040-1	N 	1125	2329	15025
Yale-RSV-0040-1	P 	2331	3220	30836
Yale-RSV-0040-1	M 	3224	4180	9843
Yale-RSV-0040-1	SH 	4190	4599	364
Yale-RSV-0040-1	G 	4644	5565	833
Yale-RSV-0040-1	F 	5619	7521	29565
Yale-RSV-0040-1	M2 	7567	8527	62209
Yale-RSV-0040-1	L	8460	15037	36599
sample	name	start	end	depth
Yale-RSV-0042-1	NS1 	45	576	2722
Yale-RSV-0042-1	NS2 	596	1097	316
Yale-RSV-0042-1	N 	1125	2329	12674
Yale-RSV-0042-1	P 	2331	3220	11979
Yale-RSV-0042-1	M 	3224	4180	5123
Yale-RSV-0042-1	SH 	4190	4599	219
Yale-RSV-0042-1	G 	4644	5565	479
Yale-RSV-0042-1	F 	5619	7521	12491
Yale-RSV-0042-1	M2 	7567	8527	16586
Yale-RSV-0042-1	L	8460	15037	13910
sample	name	start	end	depth
Yale-RSV-0043-1	NS1 	45	576	12911
Yale-RSV-0043-1	NS2 	596	1097	18176
Yale-RSV-0043-1	N 	1125	2329	12699
Yale-RSV-0043-1	P 	2331	3220	32922
Yale-RSV-0043-1	M 	3224	4180	30819
Yale-RSV-0043-1	SH 	4190	4599	15113
Yale-RSV-0043-1	G 	4644	5565	43708
Yale-RSV-0043-1	F 	5619	7521	40513
Yale-RSV-0043-1	M2 	7567	8527	59288
Yale-RSV-0043-1	L	8460	15037	28417
sample	name	start	end	depth
Yale-RSV-0044-1	NS1 	45	576	5214
Yale-RSV-0044-1	NS2 	596	1097	4305
Yale-RSV-0044-1	N 	1125	2329	36350
Yale-RSV-0044-1	P 	2331	3220	31284
Yale-RSV-0044-1	M 	3224	4180	12997
Yale-RSV-0044-1	SH 	4190	4599	549
Yale-RSV-0044-1	G 	4644	5565	3323
Yale-RSV-0044-1	F 	5619	7521	38872
Yale-RSV-0044-1	M2 	7567	8527	37359
Yale-RSV-0044-1	L	8460	15037	40525
sample	name	start	end	depth
Yale-RSV-0045-1	NS1 	45	576	4079
Yale-RSV-0045-1	NS2 	596	1097	819
Yale-RSV-0045-1	N 	1125	2329	19125
Yale-RSV-0045-1	P 	2331	3220	19860
Yale-RSV-0045-1	M 	3224	4180	9686
Yale-RSV-0045-1	SH 	4190	4599	302
Yale-RSV-0045-1	G 	4644	5565	918
Yale-RSV-0045-1	F 	5619	7521	21516
Yale-RSV-0045-1	M2 	7567	8527	31361
Yale-RSV-0045-1	L	8460	15037	26086
sample	name	start	end	depth
Yale-RSV-0047-1	NS1 	45	576	1612
Yale-RSV-0047-1	NS2 	596	1097	555
Yale-RSV-0047-1	N 	1125	2329	14017
Yale-RSV-0047-1	P 	2331	3220	17494
Yale-RSV-0047-1	M 	3224	4180	17216
Yale-RSV-0047-1	SH 	4190	4599	244
Yale-RSV-0047-1	G 	4644	5565	1263
Yale-RSV-0047-1	F 	5619	7521	19986
Yale-RSV-0047-1	M2 	7567	8527	30575
Yale-RSV-0047-1	L	8460	15037	18129
sample	name	start	end	depth
Yale-RSV-0048-1	NS1 	45	576	1678
Yale-RSV-0048-1	NS2 	596	1097	1033
Yale-RSV-0048-1	N 	1125	2329	11070
Yale-RSV-0048-1	P 	2331	3220	9132
Yale-RSV-0048-1	M 	3224	4180	2475
Yale-RSV-0048-1	SH 	4190	4599	146
Yale-RSV-0048-1	G 	4644	5565	613
Yale-RSV-0048-1	F 	5619	7521	8611
Yale-RSV-0048-1	M2 	7567	8527	8422
Yale-RSV-0048-1	L	8460	15037	9311
sample	name	start	end	depth
Yale-RSV-0049-1	NS1 	45	576	2395
Yale-RSV-0049-1	NS2 	596	1097	1658
Yale-RSV-0049-1	N 	1125	2329	15631
Yale-RSV-0049-1	P 	2331	3220	12594
Yale-RSV-0049-1	M 	3224	4180	14300
Yale-RSV-0049-1	SH 	4190	4599	1218
Yale-RSV-0049-1	G 	4644	5565	1569
Yale-RSV-0049-1	F 	5619	7521	18109
Yale-RSV-0049-1	M2 	7567	8527	21945
Yale-RSV-0049-1	L	8460	15037	17737
sample	name	start	end	depth
Yale-RSV-0051-1	NS1 	45	576	2649
Yale-RSV-0051-1	NS2 	596	1097	297
Yale-RSV-0051-1	N 	1125	2329	14943
Yale-RSV-0051-1	P 	2331	3220	13936
Yale-RSV-0051-1	M 	3224	4180	5443
Yale-RSV-0051-1	SH 	4190	4599	1103
Yale-RSV-0051-1	G 	4644	5565	796
Yale-RSV-0051-1	F 	5619	7521	15238
Yale-RSV-0051-1	M2 	7567	8527	21892
Yale-RSV-0051-1	L	8460	15037	17215
sample	name	start	end	depth
Yale-RSV-0052-1	NS1 	45	576	2551
Yale-RSV-0052-1	NS2 	596	1097	860
Yale-RSV-0052-1	N 	1125	2329	14335
Yale-RSV-0052-1	P 	2331	3220	24232
Yale-RSV-0052-1	M 	3224	4180	18238
Yale-RSV-0052-1	SH 	4190	4599	3835
Yale-RSV-0052-1	G 	4644	5565	1299
Yale-RSV-0052-1	F 	5619	7521	23828
Yale-RSV-0052-1	M2 	7567	8527	44020
Yale-RSV-0052-1	L	8460	15037	21455
sample	name	start	end	depth
Yale-RSV-0053-1	NS1 	45	576	16383
Yale-RSV-0053-1	NS2 	596	1097	2721
Yale-RSV-0053-1	N 	1125	2329	13388
Yale-RSV-0053-1	P 	2331	3220	47813
Yale-RSV-0053-1	M 	3224	4180	29087
Yale-RSV-0053-1	SH 	4190	4599	5391
Yale-RSV-0053-1	G 	4644	5565	46130
Yale-RSV-0053-1	F 	5619	7521	58738
Yale-RSV-0053-1	M2 	7567	8527	67887
Yale-RSV-0053-1	L	8460	15037	44428
sample	name	start	end	depth
Yale-RSV-0054-1	NS1 	45	576	246
Yale-RSV-0054-1	NS2 	596	1097	48
Yale-RSV-0054-1	N 	1125	2329	5689
Yale-RSV-0054-1	P 	2331	3220	13458
Yale-RSV-0054-1	M 	3224	4180	13353
Yale-RSV-0054-1	SH 	4190	4599	3914
Yale-RSV-0054-1	G 	4644	5565	958
Yale-RSV-0054-1	F 	5619	7521	11572
Yale-RSV-0054-1	M2 	7567	8527	21308
Yale-RSV-0054-1	L	8460	15037	11252
sample	name	start	end	depth
Yale-RSV-0055-1	NS1 	45	576	30142
Yale-RSV-0055-1	NS2 	596	1097	57234
Yale-RSV-0055-1	N 	1125	2329	37506
Yale-RSV-0055-1	P 	2331	3220	78591
Yale-RSV-0055-1	M 	3224	4180	71763
Yale-RSV-0055-1	SH 	4190	4599	37227
Yale-RSV-0055-1	G 	4644	5565	105183
Yale-RSV-0055-1	F 	5619	7521	95793
Yale-RSV-0055-1	M2 	7567	8527	126769
Yale-RSV-0055-1	L	8460	15037	62338
sample	name	start	end	depth
Yale-RSV-0057-1	NS1 	45	576	5006
Yale-RSV-0057-1	NS2 	596	1097	5375
Yale-RSV-0057-1	N 	1125	2329	30658
Yale-RSV-0057-1	P 	2331	3220	23435
Yale-RSV-0057-1	M 	3224	4180	21587
Yale-RSV-0057-1	SH 	4190	4599	492
Yale-RSV-0057-1	G 	4644	5565	4293
Yale-RSV-0057-1	F 	5619	7521	23368
Yale-RSV-0057-1	M2 	7567	8527	23467
Yale-RSV-0057-1	L	8460	15037	26792
sample	name	start	end	depth
Yale-RSV-0058-1	NS1 	45	576	7094
Yale-RSV-0058-1	NS2 	596	1097	2292
Yale-RSV-0058-1	N 	1125	2329	26669
Yale-RSV-0058-1	P 	2331	3220	31452
Yale-RSV-0058-1	M 	3224	4180	11860
Yale-RSV-0058-1	SH 	4190	4599	478
Yale-RSV-0058-1	G 	4644	5565	1098
Yale-RSV-0058-1	F 	5619	7521	31645
Yale-RSV-0058-1	M2 	7567	8527	50985
Yale-RSV-0058-1	L	8460	15037	33097
sample	name	start	end	depth
Yale-RSV-0060-1	NS1 	45	576	3836
Yale-RSV-0060-1	NS2 	596	1097	2356
Yale-RSV-0060-1	N 	1125	2329	26417
Yale-RSV-0060-1	P 	2331	3220	18399
Yale-RSV-0060-1	M 	3224	4180	6677
Yale-RSV-0060-1	SH 	4190	4599	380
Yale-RSV-0060-1	G 	4644	5565	1018
Yale-RSV-0060-1	F 	5619	7521	20344
Yale-RSV-0060-1	M2 	7567	8527	19876
Yale-RSV-0060-1	L	8460	15037	20824
sample	name	start	end	depth
Yale-RSV-0061-1	NS1 	45	576	14580
Yale-RSV-0061-1	NS2 	596	1097	11140
Yale-RSV-0061-1	N 	1125	2329	9703
Yale-RSV-0061-1	P 	2331	3220	10419
Yale-RSV-0061-1	M 	3224	4180	27751
Yale-RSV-0061-1	SH 	4190	4599	2666
Yale-RSV-0061-1	G 	4644	5565	45377
Yale-RSV-0061-1	F 	5619	7521	42878
Yale-RSV-0061-1	M2 	7567	8527	45994
Yale-RSV-0061-1	L	8460	15037	26411
sample	name	start	end	depth
Yale-RSV-0062-1	NS1 	45	576	73
Yale-RSV-0062-1	NS2 	596	1097	0
Yale-RSV-0062-1	N 	1125	2329	237
Yale-RSV-0062-1	P 	2331	3220	401
Yale-RSV-0062-1	M 	3224	4180	1775
Yale-RSV-0062-1	SH 	4190	4599	31
Yale-RSV-0062-1	G 	4644	5565	29
Yale-RSV-0062-1	F 	5619	7521	775
Yale-RSV-0062-1	M2 	7567	8527	2729
Yale-RSV-0062-1	L	8460	15037	611
sample	name	start	end	depth
Yale-RSV-0063-1	NS1 	45	576	940
Yale-RSV-0063-1	NS2 	596	1097	62
Yale-RSV-0063-1	N 	1125	2329	6705
Yale-RSV-0063-1	P 	2331	3220	10940
Yale-RSV-0063-1	M 	3224	4180	8756
Yale-RSV-0063-1	SH 	4190	4599	1752
Yale-RSV-0063-1	G 	4644	5565	623
Yale-RSV-0063-1	F 	5619	7521	12100
Yale-RSV-0063-1	M2 	7567	8527	23421
Yale-RSV-0063-1	L	8460	15037	14288
sample	name	start	end	depth
Yale-RSV-0065-1	NS1 	45	576	1906
Yale-RSV-0065-1	NS2 	596	1097	982
Yale-RSV-0065-1	N 	1125	2329	12579
Yale-RSV-0065-1	P 	2331	3220	9949
Yale-RSV-0065-1	M 	3224	4180	10757
Yale-RSV-0065-1	SH 	4190	4599	270
Yale-RSV-0065-1	G 	4644	5565	2119
Yale-RSV-0065-1	F 	5619	7521	13451
Yale-RSV-0065-1	M2 	7567	8527	13443
Yale-RSV-0065-1	L	8460	15037	13703
sample	name	start	end	depth
Yale-RSV-0066-1	NS1 	45	576	4987
Yale-RSV-0066-1	NS2 	596	1097	267
Yale-RSV-0066-1	N 	1125	2329	22850
Yale-RSV-0066-1	P 	2331	3220	24002
Yale-RSV-0066-1	M 	3224	4180	13676
Yale-RSV-0066-1	SH 	4190	4599	390
Yale-RSV-0066-1	G 	4644	5565	864
Yale-RSV-0066-1	F 	5619	7521	25312
Yale-RSV-0066-1	M2 	7567	8527	40086
Yale-RSV-0066-1	L	8460	15037	26525
sample	name	start	end	depth
Yale-RSV-0067-1	NS1 	45	576	1438
Yale-RSV-0067-1	NS2 	596	1097	303
Yale-RSV-0067-1	N 	1125	2329	10219
Yale-RSV-0067-1	P 	2331	3220	11980
Yale-RSV-0067-1	M 	3224	4180	5553
Yale-RSV-0067-1	SH 	4190	4599	190
Yale-RSV-0067-1	G 	4644	5565	429
Yale-RSV-0067-1	F 	5619	7521	13728
Yale-RSV-0067-1	M2 	7567	8527	19658
Yale-RSV-0067-1	L	8460	15037	13557
sample	name	start	end	depth
Yale-RSV-0070-1	NS1 	45	576	3644
Yale-RSV-0070-1	NS2 	596	1097	3775
Yale-RSV-0070-1	N 	1125	2329	28376
Yale-RSV-0070-1	P 	2331	3220	23769
Yale-RSV-0070-1	M 	3224	4180	19537
Yale-RSV-0070-1	SH 	4190	4599	407
Yale-RSV-0070-1	G 	4644	5565	5334
Yale-RSV-0070-1	F 	5619	7521	23965
Yale-RSV-0070-1	M2 	7567	8527	23580
Yale-RSV-0070-1	L	8460	15037	25680
sample	name	start	end	depth
Yale-RSV-0071-1	NS1 	45	576	2026
Yale-RSV-0071-1	NS2 	596	1097	361
Yale-RSV-0071-1	N 	1125	2329	16659
