sample	name	start	end	depth
Yale-RSV-0028	P gene	2331	3244	59932
Yale-RSV-0028	M gene	3254	4208	207862
Yale-RSV-0028	SH gene	4218	4630	59980
Yale-RSV-0028	G gene	4675	5600	33084
Yale-RSV-0028	F gene	5653	7552	235951
Yale-RSV-0028	M2 gene	7609	8568	290876
Yale-RSV-0028	L gene	8501	15080	139378
sample	name	start	end	depth
Yale-RSV-0029	NS1 gene	45	577	35806
Yale-RSV-0029	NS2 gene	594	1098	60742
Yale-RSV-0029	N gene	1125	2327	78780
Yale-RSV-0029	P gene	2331	3244	21226
Yale-RSV-0029	M gene	3254	4208	102526
Yale-RSV-0029	SH gene	4218	4630	25661
Yale-RSV-0029	G gene	4675	5600	10623
Yale-RSV-0029	F gene	5653	7552	109122
Yale-RSV-0029	M2 gene	7609	8568	116100
Yale-RSV-0029	L gene	8501	15080	52316
sample	name	start	end	depth
Yale-RSV-0031	NS1 gene	45	577	86191
Yale-RSV-0031	NS2 gene	594	1098	264076
Yale-RSV-0031	N gene	1125	2327	164364
Yale-RSV-0031	P gene	2331	3244	84710
Yale-RSV-0031	M gene	3254	4208	164874
Yale-RSV-0031	SH gene	4218	4630	72450
Yale-RSV-0031	G gene	4675	5600	76627
Yale-RSV-0031	F gene	5653	7552	290194
Yale-RSV-0031	M2 gene	7609	8568	283393
Yale-RSV-0031	L gene	8501	15080	152854
sample	name	start	end	depth
Yale-RSV-0033	NS1 gene	45	577	5694
Yale-RSV-0033	NS2 gene	594	1098	4876
Yale-RSV-0033	N gene	1125	2327	26686
Yale-RSV-0033	P gene	2331	3244	12105
Yale-RSV-0033	M gene	3254	4208	34206
Yale-RSV-0033	SH gene	4218	4630	4799
Yale-RSV-0033	G gene	4675	5600	4611
Yale-RSV-0033	F gene	5653	7552	51571
Yale-RSV-0033	M2 gene	7609	8568	50796
Yale-RSV-0033	L gene	8501	15080	21188
sample	name	start	end	depth
Yale-RSV-0034	NS1 gene	45	577	64784
Yale-RSV-0034	NS2 gene	594	1098	167870
Yale-RSV-0034	N gene	1125	2327	118495
Yale-RSV-0034	P gene	2331	3244	62169
Yale-RSV-0034	M gene	3254	4208	150624
Yale-RSV-0034	SH gene	4218	4630	61260
Yale-RSV-0034	G gene	4675	5600	25291
Yale-RSV-0034	F gene	5653	7552	219745
Yale-RSV-0034	M2 gene	7609	8568	163800
Yale-RSV-0034	L gene	8501	15080	108859
sample	name	start	end	depth
Yale-RSV-0035	NS1 gene	45	577	2289
Yale-RSV-0035	NS2 gene	594	1098	8820
Yale-RSV-0035	N gene	1125	2327	32266
Yale-RSV-0035	P gene	2331	3244	10309
Yale-RSV-0035	M gene	3254	4208	39560
Yale-RSV-0035	SH gene	4218	4630	8711
Yale-RSV-0035	G gene	4675	5600	7078
Yale-RSV-0035	F gene	5653	7552	74598
Yale-RSV-0035	M2 gene	7609	8568	100925
Yale-RSV-0035	L gene	8501	15080	40259
sample	name	start	end	depth
Yale-RSV-0036	NS1 gene	45	577	17336
Yale-RSV-0036	NS2 gene	594	1098	12353
Yale-RSV-0036	N gene	1125	2327	29058
Yale-RSV-0036	P gene	2331	3244	8932
Yale-RSV-0036	M gene	3254	4208	35180
Yale-RSV-0036	SH gene	4218	4630	8647
Yale-RSV-0036	G gene	4675	5600	3510
Yale-RSV-0036	F gene	5653	7552	35364
Yale-RSV-0036	M2 gene	7609	8568	50182
Yale-RSV-0036	L gene	8501	15080	21294
sample	name	start	end	depth
Yale-RSV-0038	NS1 gene	45	577	127414
Yale-RSV-0038	NS2 gene	594	1098	247423
Yale-RSV-0038	N gene	1125	2327	165079
Yale-RSV-0038	P gene	2331	3244	107182
Yale-RSV-0038	M gene	3254	4208	211888
Yale-RSV-0038	SH gene	4218	4630	82397
Yale-RSV-0038	G gene	4675	5600	83001
Yale-RSV-0038	F gene	5653	7552	324738
Yale-RSV-0038	M2 gene	7609	8568	310199
Yale-RSV-0038	L gene	8501	15080	170141
sample	name	start	end	depth
Yale-RSV-0039	NS1 gene	45	577	47401
Yale-RSV-0039	NS2 gene	594	1098	25597
Yale-RSV-0039	N gene	1125	2327	115045
Yale-RSV-0039	P gene	2331	3244	49046
Yale-RSV-0039	M gene	3254	4208	166551
Yale-RSV-0039	SH gene	4218	4630	30103
Yale-RSV-0039	G gene	4675	5600	11998
Yale-RSV-0039	F gene	5653	7552	188650
Yale-RSV-0039	M2 gene	7609	8568	255334
Yale-RSV-0039	L gene	8501	15080	92461
sample	name	start	end	depth
Yale-RSV-0040	NS1 gene	45	577	82921
Yale-RSV-0040	NS2 gene	594	1098	27342
Yale-RSV-0040	N gene	1125	2327	136093
Yale-RSV-0040	P gene	2331	3244	78589
Yale-RSV-0040	M gene	3254	4208	203247
Yale-RSV-0040	SH gene	4218	4630	42083
Yale-RSV-0040	G gene	4675	5600	6568
Yale-RSV-0040	F gene	5653	7552	225653
Yale-RSV-0040	M2 gene	7609	8568	332822
Yale-RSV-0040	L gene	8501	15080	135829
sample	name	start	end	depth
Yale-RSV-0041	NS1 gene	45	577	82254
Yale-RSV-0041	NS2 gene	594	1098	170874
Yale-RSV-0041	N gene	1125	2327	149652
Yale-RSV-0041	P gene	2331	3244	67469
Yale-RSV-0041	M gene	3254	4208	189039
Yale-RSV-0041	SH gene	4218	4630	66525
Yale-RSV-0041	G gene	4675	5600	51720
Yale-RSV-0041	F gene	5653	7552	295162
Yale-RSV-0041	M2 gene	7609	8568	175685
Yale-RSV-0041	L gene	8501	15080	131885
sample	name	start	end	depth
Yale-RSV-0042	NS1 gene	45	577	49335
Yale-RSV-0042	NS2 gene	594	1098	45317
Yale-RSV-0042	N gene	1125	2327	101033
Yale-RSV-0042	P gene	2331	3244	40345
Yale-RSV-0042	M gene	3254	4208	141447
Yale-RSV-0042	SH gene	4218	4630	43226
Yale-RSV-0042	G gene	4675	5600	16730
Yale-RSV-0042	F gene	5653	7552	122756
Yale-RSV-0042	M2 gene	7609	8568	165900
Yale-RSV-0042	L gene	8501	15080	73264
sample	name	start	end	depth
Yale-RSV-0044	NS1 gene	45	577	69675
Yale-RSV-0044	NS2 gene	594	1098	134067
Yale-RSV-0044	N gene	1125	2327	143339
Yale-RSV-0044	P gene	2331	3244	60291
Yale-RSV-0044	M gene	3254	4208	180089
Yale-RSV-0044	SH gene	4218	4630	52877
Yale-RSV-0044	G gene	4675	5600	45613
Yale-RSV-0044	F gene	5653	7552	298120
Yale-RSV-0044	M2 gene	7609	8568	260825
Yale-RSV-0044	L gene	8501	15080	128119
sample	name	start	end	depth
Yale-RSV-0045	NS1 gene	45	577	59280
Yale-RSV-0045	NS2 gene	594	1098	40056
Yale-RSV-0045	N gene	1125	2327	122217
Yale-RSV-0045	P gene	2331	3244	42419
Yale-RSV-0045	M gene	3254	4208	158657
Yale-RSV-0045	SH gene	4218	4630	42787
Yale-RSV-0045	G gene	4675	5600	19794
Yale-RSV-0045	F gene	5653	7552	167093
Yale-RSV-0045	M2 gene	7609	8568	216593
Yale-RSV-0045	L gene	8501	15080	100326
sample	name	start	end	depth
Yale-RSV-0047	NS1 gene	45	577	44080
Yale-RSV-0047	NS2 gene	594	1098	66966
Yale-RSV-0047	N gene	1125	2327	110761
Yale-RSV-0047	P gene	2331	3244	61361
Yale-RSV-0047	M gene	3254	4208	224660
Yale-RSV-0047	SH gene	4218	4630	48275
Yale-RSV-0047	G gene	4675	5600	30425
Yale-RSV-0047	F gene	5653	7552	236174
Yale-RSV-0047	M2 gene	7609	8568	243395
Yale-RSV-0047	L gene	8501	15080	78979
sample	name	start	end	depth
Yale-RSV-0048	NS1 gene	45	577	104278
Yale-RSV-0048	NS2 gene	594	1098	177438
Yale-RSV-0048	N gene	1125	2327	183918
Yale-RSV-0048	P gene	2331	3244	84962
Yale-RSV-0048	M gene	3254	4208	213550
Yale-RSV-0048	SH gene	4218	4630	87185
Yale-RSV-0048	G gene	4675	5600	74894
Yale-RSV-0048	F gene	5653	7552	316598
Yale-RSV-0048	M2 gene	7609	8568	302014
Yale-RSV-0048	L gene	8501	15080	167159
sample	name	start	end	depth
Yale-RSV-0049	NS1 gene	45	577	26529
Yale-RSV-0049	NS2 gene	594	1098	31412
Yale-RSV-0049	N gene	1125	2327	69043
Yale-RSV-0049	P gene	2331	3244	24314
Yale-RSV-0049	M gene	3254	4208	81352
Yale-RSV-0049	SH gene	4218	4630	22421
Yale-RSV-0049	G gene	4675	5600	12535
Yale-RSV-0049	F gene	5653	7552	124463
Yale-RSV-0049	M2 gene	7609	8568	119207
Yale-RSV-0049	L gene	8501	15080	53611
sample	name	start	end	depth
Yale-RSV-0050	NS1 gene	45	577	158
Yale-RSV-0050	NS2 gene	594	1098	14861
Yale-RSV-0050	N gene	1125	2327	12830
Yale-RSV-0050	P gene	2331	3244	14
Yale-RSV-0050	M gene	3254	4208	208
Yale-RSV-0050	SH gene	4218	4630	0
Yale-RSV-0050	G gene	4675	5600	4342
Yale-RSV-0050	F gene	5653	7552	40963
Yale-RSV-0050	M2 gene	7609	8568	55568
Yale-RSV-0050	L gene	8501	15080	13314
sample	name	start	end	depth
Yale-RSV-0051	NS1 gene	45	577	46182
Yale-RSV-0051	NS2 gene	594	1098	42185
Yale-RSV-0051	N gene	1125	2327	84949
Yale-RSV-0051	P gene	2331	3244	28898
Yale-RSV-0051	M gene	3254	4208	122411
Yale-RSV-0051	SH gene	4218	4630	29626
Yale-RSV-0051	G gene	4675	5600	13097
Yale-RSV-0051	F gene	5653	7552	125824
Yale-RSV-0051	M2 gene	7609	8568	155174
Yale-RSV-0051	L gene	8501	15080	73783
sample	name	start	end	depth
Yale-RSV-0052	NS1 gene	45	577	31738
Yale-RSV-0052	NS2 gene	594	1098	30604
Yale-RSV-0052	N gene	1125	2327	78493
Yale-RSV-0052	P gene	2331	3244	26670
Yale-RSV-0052	M gene	3254	4208	131519
Yale-RSV-0052	SH gene	4218	4630	24952
Yale-RSV-0052	G gene	4675	5600	8496
Yale-RSV-0052	F gene	5653	7552	148595
Yale-RSV-0052	M2 gene	7609	8568	121152
Yale-RSV-0052	L gene	8501	15080	45201
sample	name	start	end	depth
Yale-RSV-0054	NS1 gene	45	577	2855
Yale-RSV-0054	NS2 gene	594	1098	7910
Yale-RSV-0054	N gene	1125	2327	48557
Yale-RSV-0054	P gene	2331	3244	24947
Yale-RSV-0054	M gene	3254	4208	49055
Yale-RSV-0054	SH gene	4218	4630	18124
Yale-RSV-0054	G gene	4675	5600	13495
Yale-RSV-0054	F gene	5653	7552	90759
Yale-RSV-0054	M2 gene	7609	8568	139902
Yale-RSV-0054	L gene	8501	15080	36525
sample	name	start	end	depth
Yale-RSV-0056	NS1 gene	45	577	76315
Yale-RSV-0056	NS2 gene	594	1098	194758
Yale-RSV-0056	N gene	1125	2327	148486
Yale-RSV-0056	P gene	2331	3244	87904
Yale-RSV-0056	M gene	3254	4208	173627
Yale-RSV-0056	SH gene	4218	4630	79736
Yale-RSV-0056	G gene	4675	5600	74782
Yale-RSV-0056	F gene	5653	7552	291426
Yale-RSV-0056	M2 gene	7609	8568	230069
Yale-RSV-0056	L gene	8501	15080	141898
sample	name	start	end	depth
Yale-RSV-0057	NS1 gene	45	577	73781
Yale-RSV-0057	NS2 gene	594	1098	192084
Yale-RSV-0057	N gene	1125	2327	138281
Yale-RSV-0057	P gene	2331	3244	66719
Yale-RSV-0057	M gene	3254	4208	171169
Yale-RSV-0057	SH gene	4218	4630	63494
Yale-RSV-0057	G gene	4675	5600	53757
Yale-RSV-0057	F gene	5653	7552	248100
Yale-RSV-0057	M2 gene	7609	8568	235983
Yale-RSV-0057	L gene	8501	15080	125331
sample	name	start	end	depth
Yale-RSV-0058	NS1 gene	45	577	36016
Yale-RSV-0058	NS2 gene	594	1098	23254
Yale-RSV-0058	N gene	1125	2327	64569
Yale-RSV-0058	P gene	2331	3244	22122
Yale-RSV-0058	M gene	3254	4208	88702
Yale-RSV-0058	SH gene	4218	4630	20810
Yale-RSV-0058	G gene	4675	5600	5678
Yale-RSV-0058	F gene	5653	7552	90308
Yale-RSV-0058	M2 gene	7609	8568	121302
Yale-RSV-0058	L gene	8501	15080	43814
sample	name	start	end	depth
Yale-RSV-0059	NS1 gene	45	577	67313
Yale-RSV-0059	NS2 gene	594	1098	200777
Yale-RSV-0059	N gene	1125	2327	132007
Yale-RSV-0059	P gene	2331	3244	68089
Yale-RSV-0059	M gene	3254	4208	202069
Yale-RSV-0059	SH gene	4218	4630	78728
Yale-RSV-0059	G gene	4675	5600	56710
Yale-RSV-0059	F gene	5653	7552	251770
Yale-RSV-0059	M2 gene	7609	8568	229218
Yale-RSV-0059	L gene	8501	15080	108205
sample	name	start	end	depth
Yale-RSV-0060	NS1 gene	45	577	18533
Yale-RSV-0060	NS2 gene	594	1098	40978
Yale-RSV-0060	N gene	1125	2327	34053
Yale-RSV-0060	P gene	2331	3244	17604
Yale-RSV-0060	M gene	3254	4208	44021
Yale-RSV-0060	SH gene	4218	4630	19348
Yale-RSV-0060	G gene	4675	5600	12730
Yale-RSV-0060	F gene	5653	7552	51169
Yale-RSV-0060	M2 gene	7609	8568	57010
Yale-RSV-0060	L gene	8501	15080	28070
sample	name	start	end	depth
Yale-RSV-0063	NS1 gene	45	577	7327
Yale-RSV-0063	NS2 gene	594	1098	10959
Yale-RSV-0063	N gene	1125	2327	34461
Yale-RSV-0063	P gene	2331	3244	14286
Yale-RSV-0063	M gene	3254	4208	55369
Yale-RSV-0063	SH gene	4218	4630	9218
Yale-RSV-0063	G gene	4675	5600	4438
Yale-RSV-0063	F gene	5653	7552	59587
Yale-RSV-0063	M2 gene	7609	8568	92426
Yale-RSV-0063	L gene	8501	15080	25763
sample	name	start	end	depth
Yale-RSV-0064	NS1 gene	45	577	94332
Yale-RSV-0064	NS2 gene	594	1098	204482
Yale-RSV-0064	N gene	1125	2327	180075
Yale-RSV-0064	P gene	2331	3244	72590
Yale-RSV-0064	M gene	3254	4208	200131
Yale-RSV-0064	SH gene	4218	4630	57250
Yale-RSV-0064	G gene	4675	5600	52873
Yale-RSV-0064	F gene	5653	7552	325709
Yale-RSV-0064	M2 gene	7609	8568	291141
Yale-RSV-0064	L gene	8501	15080	161962
sample	name	start	end	depth
Yale-RSV-0065	NS1 gene	45	577	52692
Yale-RSV-0065	NS2 gene	594	1098	83309
