sample	name	start	end	depth
Yale-RSV-0015-1	P gene	2331	3244	35829
Yale-RSV-0015-1	M gene	3254	4208	44220
Yale-RSV-0015-1	SH gene	4218	4630	40108
Yale-RSV-0015-1	G gene	4675	5600	44650
Yale-RSV-0015-1	F gene	5653	7552	63666
Yale-RSV-0015-1	M2 gene	7609	8568	51903
Yale-RSV-0015-1	L gene	8501	15080	38019
sample	name	start	end	depth
Yale-RSV-0016-1	NS1 gene	45	577	10047
Yale-RSV-0016-1	NS2 gene	594	1098	5512
Yale-RSV-0016-1	N gene	1125	2327	27498
Yale-RSV-0016-1	P gene	2331	3244	26557
Yale-RSV-0016-1	M gene	3254	4208	33907
Yale-RSV-0016-1	SH gene	4218	4630	29590
Yale-RSV-0016-1	G gene	4675	5600	6592
Yale-RSV-0016-1	F gene	5653	7552	45396
Yale-RSV-0016-1	M2 gene	7609	8568	40600
Yale-RSV-0016-1	L gene	8501	15080	27571
sample	name	start	end	depth
Yale-RSV-0017-1	NS1 gene	45	577	23485
Yale-RSV-0017-1	NS2 gene	594	1098	18754
Yale-RSV-0017-1	N gene	1125	2327	50951
Yale-RSV-0017-1	P gene	2331	3244	39963
Yale-RSV-0017-1	M gene	3254	4208	42878
Yale-RSV-0017-1	SH gene	4218	4630	38251
Yale-RSV-0017-1	G gene	4675	5600	81744
Yale-RSV-0017-1	F gene	5653	7552	62339
Yale-RSV-0017-1	M2 gene	7609	8568	50256
Yale-RSV-0017-1	L gene	8501	15080	38942
sample	name	start	end	depth
Yale-RSV-0018-1	NS1 gene	45	577	13685
Yale-RSV-0018-1	NS2 gene	594	1098	11791
Yale-RSV-0018-1	N gene	1125	2327	33926
Yale-RSV-0018-1	P gene	2331	3244	31096
Yale-RSV-0018-1	M gene	3254	4208	38319
Yale-RSV-0018-1	SH gene	4218	4630	35853
Yale-RSV-0018-1	G gene	4675	5600	3206
Yale-RSV-0018-1	F gene	5653	7552	49837
Yale-RSV-0018-1	M2 gene	7609	8568	43102
Yale-RSV-0018-1	L gene	8501	15080	31311
sample	name	start	end	depth
Yale-RSV-0019-1	NS1 gene	45	577	384
Yale-RSV-0019-1	NS2 gene	594	1098	558
Yale-RSV-0019-1	N gene	1125	2327	2265
Yale-RSV-0019-1	P gene	2331	3244	12346
Yale-RSV-0019-1	M gene	3254	4208	3773
Yale-RSV-0019-1	SH gene	4218	4630	0
Yale-RSV-0019-1	G gene	4675	5600	1
Yale-RSV-0019-1	F gene	5653	7552	4375
Yale-RSV-0019-1	M2 gene	7609	8568	16012
Yale-RSV-0019-1	L gene	8501	15080	3796
sample	name	start	end	depth
Yale-RSV-0020-1	NS1 gene	45	577	4185
Yale-RSV-0020-1	NS2 gene	594	1098	899
Yale-RSV-0020-1	N gene	1125	2327	10355
Yale-RSV-0020-1	P gene	2331	3244	30480
Yale-RSV-0020-1	M gene	3254	4208	14873
Yale-RSV-0020-1	SH gene	4218	4630	11
Yale-RSV-0020-1	G gene	4675	5600	8042
Yale-RSV-0020-1	F gene	5653	7552	35943
Yale-RSV-0020-1	M2 gene	7609	8568	26896
Yale-RSV-0020-1	L gene	8501	15080	32124
sample	name	start	end	depth
Yale-RSV-0021-1	NS1 gene	45	577	0
Yale-RSV-0021-1	NS2 gene	594	1098	0
Yale-RSV-0021-1	N gene	1125	2327	2882
Yale-RSV-0021-1	P gene	2331	3244	306
Yale-RSV-0021-1	M gene	3254	4208	2
Yale-RSV-0021-1	SH gene	4218	4630	0
Yale-RSV-0021-1	G gene	4675	5600	0
Yale-RSV-0021-1	F gene	5653	7552	1336
Yale-RSV-0021-1	M2 gene	7609	8568	3196
Yale-RSV-0021-1	L gene	8501	15080	1256
sample	name	start	end	depth
Yale-RSV-0022-1	NS1 gene	45	577	11316
Yale-RSV-0022-1	NS2 gene	594	1098	9564
Yale-RSV-0022-1	N gene	1125	2327	25447
Yale-RSV-0022-1	P gene	2331	3244	19926
Yale-RSV-0022-1	M gene	3254	4208	24120
Yale-RSV-0022-1	SH gene	4218	4630	27466
Yale-RSV-0022-1	G gene	4675	5600	3308
Yale-RSV-0022-1	F gene	5653	7552	35580
Yale-RSV-0022-1	M2 gene	7609	8568	26976
Yale-RSV-0022-1	L gene	8501	15080	21943
sample	name	start	end	depth
Yale-RSV-0023-1	NS1 gene	45	577	26447
Yale-RSV-0023-1	NS2 gene	594	1098	21151
Yale-RSV-0023-1	N gene	1125	2327	57092
Yale-RSV-0023-1	P gene	2331	3244	46790
Yale-RSV-0023-1	M gene	3254	4208	48849
Yale-RSV-0023-1	SH gene	4218	4630	39680
Yale-RSV-0023-1	G gene	4675	5600	92232
Yale-RSV-0023-1	F gene	5653	7552	65102
Yale-RSV-0023-1	M2 gene	7609	8568	52294
Yale-RSV-0023-1	L gene	8501	15080	41626
sample	name	start	end	depth
Yale-RSV-0024-1	NS1 gene	45	577	3787
Yale-RSV-0024-1	NS2 gene	594	1098	4723
Yale-RSV-0024-1	N gene	1125	2327	18577
Yale-RSV-0024-1	P gene	2331	3244	18552
Yale-RSV-0024-1	M gene	3254	4208	21706
Yale-RSV-0024-1	SH gene	4218	4630	20876
Yale-RSV-0024-1	G gene	4675	5600	14796
Yale-RSV-0024-1	F gene	5653	7552	31902
Yale-RSV-0024-1	M2 gene	7609	8568	27712
Yale-RSV-0024-1	L gene	8501	15080	17502
sample	name	start	end	depth
Yale-RSV-0025-1	NS1 gene	45	577	6480
Yale-RSV-0025-1	NS2 gene	594	1098	10491
Yale-RSV-0025-1	N gene	1125	2327	26755
Yale-RSV-0025-1	P gene	2331	3244	20321
Yale-RSV-0025-1	M gene	3254	4208	24700
Yale-RSV-0025-1	SH gene	4218	4630	23098
Yale-RSV-0025-1	G gene	4675	5600	25159
Yale-RSV-0025-1	F gene	5653	7552	35576
Yale-RSV-0025-1	M2 gene	7609	8568	29170
Yale-RSV-0025-1	L gene	8501	15080	33443
sample	name	start	end	depth
Yale-RSV-0026-1	NS1 gene	45	577	1926
Yale-RSV-0026-1	NS2 gene	594	1098	1374
Yale-RSV-0026-1	N gene	1125	2327	33586
Yale-RSV-0026-1	P gene	2331	3244	25410
Yale-RSV-0026-1	M gene	3254	4208	28397
Yale-RSV-0026-1	SH gene	4218	4630	9149
Yale-RSV-0026-1	G gene	4675	5600	1906
Yale-RSV-0026-1	F gene	5653	7552	42131
Yale-RSV-0026-1	M2 gene	7609	8568	48515
Yale-RSV-0026-1	L gene	8501	15080	33563
sample	name	start	end	depth
Yale-RSV-0027-1	NS1 gene	45	577	21353
Yale-RSV-0027-1	NS2 gene	594	1098	17394
Yale-RSV-0027-1	N gene	1125	2327	45094
Yale-RSV-0027-1	P gene	2331	3244	34291
Yale-RSV-0027-1	M gene	3254	4208	37498
Yale-RSV-0027-1	SH gene	4218	4630	33061
Yale-RSV-0027-1	G gene	4675	5600	17334
Yale-RSV-0027-1	F gene	5653	7552	53950
Yale-RSV-0027-1	M2 gene	7609	8568	44707
Yale-RSV-0027-1	L gene	8501	15080	31861
sample	name	start	end	depth
Yale-RSV-0028-1	NS1 gene	45	577	16827
Yale-RSV-0028-1	NS2 gene	594	1098	7663
Yale-RSV-0028-1	N gene	1125	2327	40757
Yale-RSV-0028-1	P gene	2331	3244	36681
Yale-RSV-0028-1	M gene	3254	4208	42142
Yale-RSV-0028-1	SH gene	4218	4630	43351
Yale-RSV-0028-1	G gene	4675	5600	8919
Yale-RSV-0028-1	F gene	5653	7552	68767
Yale-RSV-0028-1	M2 gene	7609	8568	59195
Yale-RSV-0028-1	L gene	8501	15080	41348
sample	name	start	end	depth
Yale-RSV-0029-1	NS1 gene	45	577	15338
Yale-RSV-0029-1	NS2 gene	594	1098	10598
Yale-RSV-0029-1	N gene	1125	2327	34787
Yale-RSV-0029-1	P gene	2331	3244	17491
Yale-RSV-0029-1	M gene	3254	4208	40060
Yale-RSV-0029-1	SH gene	4218	4630	18561
Yale-RSV-0029-1	G gene	4675	5600	1902
Yale-RSV-0029-1	F gene	5653	7552	52773
Yale-RSV-0029-1	M2 gene	7609	8568	46564
Yale-RSV-0029-1	L gene	8501	15080	31005
sample	name	start	end	depth
Yale-RSV-0031-1	NS1 gene	45	577	24391
Yale-RSV-0031-1	NS2 gene	594	1098	19121
Yale-RSV-0031-1	N gene	1125	2327	50616
Yale-RSV-0031-1	P gene	2331	3244	39337
Yale-RSV-0031-1	M gene	3254	4208	41323
Yale-RSV-0031-1	SH gene	4218	4630	35098
Yale-RSV-0031-1	G gene	4675	5600	91055
Yale-RSV-0031-1	F gene	5653	7552	57810
Yale-RSV-0031-1	M2 gene	7609	8568	49277
Yale-RSV-0031-1	L gene	8501	15080	37820
sample	name	start	end	depth
Yale-RSV-0032-1	NS1 gene	45	577	2
Yale-RSV-0032-1	NS2 gene	594	1098	660
Yale-RSV-0032-1	N gene	1125	2327	6303
Yale-RSV-0032-1	P gene	2331	3244	678
Yale-RSV-0032-1	M gene	3254	4208	4965
Yale-RSV-0032-1	SH gene	4218	4630	6
Yale-RSV-0032-1	G gene	4675	5600	1
Yale-RSV-0032-1	F gene	5653	7552	3408
Yale-RSV-0032-1	M2 gene	7609	8568	437
Yale-RSV-0032-1	L gene	8501	15080	179
sample	name	start	end	depth
Yale-RSV-0033-1	NS1 gene	45	577	1085
Yale-RSV-0033-1	NS2 gene	594	1098	796
Yale-RSV-0033-1	N gene	1125	2327	3056
Yale-RSV-0033-1	P gene	2331	3244	6944
Yale-RSV-0033-1	M gene	3254	4208	4544
Yale-RSV-0033-1	SH gene	4218	4630	5886
Yale-RSV-0033-1	G gene	4675	5600	292
Yale-RSV-0033-1	F gene	5653	7552	7499
Yale-RSV-0033-1	M2 gene	7609	8568	12040
Yale-RSV-0033-1	L gene	8501	15080	6855
sample	name	start	end	depth
Yale-RSV-0034-1	NS1 gene	45	577	24149
Yale-RSV-0034-1	NS2 gene	594	1098	19176
Yale-RSV-0034-1	N gene	1125	2327	48210
Yale-RSV-0034-1	P gene	2331	3244	36834
Yale-RSV-0034-1	M gene	3254	4208	47245
Yale-RSV-0034-1	SH gene	4218	4630	38022
Yale-RSV-0034-1	G gene	4675	5600	25562
Yale-RSV-0034-1	F gene	5653	7552	55645
Yale-RSV-0034-1	M2 gene	7609	8568	41955
Yale-RSV-0034-1	L gene	8501	15080	38541
sample	name	start	end	depth
Yale-RSV-0035-1	NS1 gene	45	577	707
Yale-RSV-0035-1	NS2 gene	594	1098	979
Yale-RSV-0035-1	N gene	1125	2327	5929
Yale-RSV-0035-1	P gene	2331	3244	6757
Yale-RSV-0035-1	M gene	3254	4208	9740
Yale-RSV-0035-1	SH gene	4218	4630	7451
Yale-RSV-0035-1	G gene	4675	5600	4398
Yale-RSV-0035-1	F gene	5653	7552	13274
Yale-RSV-0035-1	M2 gene	7609	8568	10761
Yale-RSV-0035-1	L gene	8501	15080	10749
sample	name	start	end	depth
Yale-RSV-0036-1	NS1 gene	45	577	13562
Yale-RSV-0036-1	NS2 gene	594	1098	5562
Yale-RSV-0036-1	N gene	1125	2327	29234
Yale-RSV-0036-1	P gene	2331	3244	26860
Yale-RSV-0036-1	M gene	3254	4208	35860
Yale-RSV-0036-1	SH gene	4218	4630	32576
Yale-RSV-0036-1	G gene	4675	5600	4177
Yale-RSV-0036-1	F gene	5653	7552	44396
Yale-RSV-0036-1	M2 gene	7609	8568	47127
Yale-RSV-0036-1	L gene	8501	15080	30344
sample	name	start	end	depth
Yale-RSV-0038-1	NS1 gene	45	577	26802
Yale-RSV-0038-1	NS2 gene	594	1098	19601
Yale-RSV-0038-1	N gene	1125	2327	58668
Yale-RSV-0038-1	P gene	2331	3244	44028
Yale-RSV-0038-1	M gene	3254	4208	44682
Yale-RSV-0038-1	SH gene	4218	4630	42174
Yale-RSV-0038-1	G gene	4675	5600	36221
Yale-RSV-0038-1	F gene	5653	7552	82359
Yale-RSV-0038-1	M2 gene	7609	8568	57091
Yale-RSV-0038-1	L gene	8501	15080	43128
sample	name	start	end	depth
Yale-RSV-0039-1	NS1 gene	45	577	10195
Yale-RSV-0039-1	NS2 gene	594	1098	5882
Yale-RSV-0039-1	N gene	1125	2327	39389
Yale-RSV-0039-1	P gene	2331	3244	51246
Yale-RSV-0039-1	M gene	3254	4208	78202
Yale-RSV-0039-1	SH gene	4218	4630	53562
Yale-RSV-0039-1	G gene	4675	5600	7181
Yale-RSV-0039-1	F gene	5653	7552	65962
Yale-RSV-0039-1	M2 gene	7609	8568	140495
Yale-RSV-0039-1	L gene	8501	15080	59806
sample	name	start	end	depth
Yale-RSV-0040-1	NS1 gene	45	577	24343
Yale-RSV-0040-1	NS2 gene	594	1098	2810
Yale-RSV-0040-1	N gene	1125	2327	26827
Yale-RSV-0040-1	P gene	2331	3244	60913
Yale-RSV-0040-1	M gene	3254	4208	72145
Yale-RSV-0040-1	SH gene	4218	4630	37256
Yale-RSV-0040-1	G gene	4675	5600	2730
Yale-RSV-0040-1	F gene	5653	7552	67694
Yale-RSV-0040-1	M2 gene	7609	8568	129615
Yale-RSV-0040-1	L gene	8501	15080	61447
sample	name	start	end	depth
Yale-RSV-0041-1	NS1 gene	45	577	23634
Yale-RSV-0041-1	NS2 gene	594	1098	19512
Yale-RSV-0041-1	N gene	1125	2327	48641
Yale-RSV-0041-1	P gene	2331	3244	35963
Yale-RSV-0041-1	M gene	3254	4208	40806
Yale-RSV-0041-1	SH gene	4218	4630	42493
Yale-RSV-0041-1	G gene	4675	5600	23406
Yale-RSV-0041-1	F gene	5653	7552	61423
Yale-RSV-0041-1	M2 gene	7609	8568	48225
Yale-RSV-0041-1	L gene	8501	15080	37227
sample	name	start	end	depth
Yale-RSV-0042-1	NS1 gene	45	577	9980
Yale-RSV-0042-1	NS2 gene	594	1098	2965
Yale-RSV-0042-1	N gene	1125	2327	22282
Yale-RSV-0042-1	P gene	2331	3244	22345
Yale-RSV-0042-1	M gene	3254	4208	28588
Yale-RSV-0042-1	SH gene	4218	4630	23894
Yale-RSV-0042-1	G gene	4675	5600	2229
Yale-RSV-0042-1	F gene	5653	7552	32583
Yale-RSV-0042-1	M2 gene	7609	8568	37001
Yale-RSV-0042-1	L gene	8501	15080	23297
sample	name	start	end	depth
Yale-RSV-0044-1	NS1 gene	45	577	26611
Yale-RSV-0044-1	NS2 gene	594	1098	21451
Yale-RSV-0044-1	N gene	1125	2327	69496
Yale-RSV-0044-1	P gene	2331	3244	58398
Yale-RSV-0044-1	M gene	3254	4208	67746
Yale-RSV-0044-1	SH gene	4218	4630	57801
Yale-RSV-0044-1	G gene	4675	5600	38669
Yale-RSV-0044-1	F gene	5653	7552	109765
Yale-RSV-0044-1	M2 gene	7609	8568	88312
Yale-RSV-0044-1	L gene	8501	15080	61768
sample	name	start	end	depth
Yale-RSV-0045-1	NS1 gene	45	577	15039
Yale-RSV-0045-1	NS2 gene	594	1098	4855
Yale-RSV-0045-1	N gene	1125	2327	33892
Yale-RSV-0045-1	P gene	2331	3244	37515
Yale-RSV-0045-1	M gene	3254	4208	49714
Yale-RSV-0045-1	SH gene	4218	4630	42024
Yale-RSV-0045-1	G gene	4675	5600	5453
Yale-RSV-0045-1	F gene	5653	7552	54670
Yale-RSV-0045-1	M2 gene	7609	8568	68736
Yale-RSV-0045-1	L gene	8501	15080	44411
sample	name	start	end	depth
Yale-RSV-0046-1	NS1 gene	45	577	281
Yale-RSV-0046-1	NS2 gene	594	1098	291
Yale-RSV-0046-1	N gene	1125	2327	2110
Yale-RSV-0046-1	P gene	2331	3244	17
Yale-RSV-0046-1	M gene	3254	4208	3206
Yale-RSV-0046-1	SH gene	4218	4630	0
Yale-RSV-0046-1	G gene	4675	5600	1
Yale-RSV-0046-1	F gene	5653	7552	2640
Yale-RSV-0046-1	M2 gene	7609	8568	94
Yale-RSV-0046-1	L gene	8501	15080	352
sample	name	start	end	depth
Yale-RSV-0047-1	NS1 gene	45	577	7328
Yale-RSV-0047-1	NS2 gene	594	1098	4835
Yale-RSV-0047-1	N gene	1125	2327	25833
Yale-RSV-0047-1	P gene	2331	3244	33816
Yale-RSV-0047-1	M gene	3254	4208	50591
Yale-RSV-0047-1	SH gene	4218	4630	29170
Yale-RSV-0047-1	G gene	4675	5600	14183
Yale-RSV-0047-1	F gene	5653	7552	49958
Yale-RSV-0047-1	M2 gene	7609	8568	60940
Yale-RSV-0047-1	L gene	8501	15080	30085
sample	name	start	end	depth
Yale-RSV-0048-1	NS1 gene	45	577	9846
Yale-RSV-0048-1	NS2 gene	594	1098	6396
Yale-RSV-0048-1	N gene	1125	2327	21209
Yale-RSV-0048-1	P gene	2331	3244	16179
Yale-RSV-0048-1	M gene	3254	4208	15809
Yale-RSV-0048-1	SH gene	4218	4630	16905
Yale-RSV-0048-1	G gene	4675	5600	5293
Yale-RSV-0048-1	F gene	5653	7552	25845
Yale-RSV-0048-1	M2 gene	7609	8568	20148
Yale-RSV-0048-1	L gene	8501	15080	15798
sample	name	start	end	depth
Yale-RSV-0049-1	NS1 gene	45	577	9084
Yale-RSV-0049-1	NS2 gene	594	1098	5904
Yale-RSV-0049-1	N gene	1125	2327	28245
Yale-RSV-0049-1	P gene	2331	3244	25262
Yale-RSV-0049-1	M gene	3254	4208	33452
Yale-RSV-0049-1	SH gene	4218	4630	35722
Yale-RSV-0049-1	G gene	4675	5600	14170
Yale-RSV-0049-1	F gene	5653	7552	49471
Yale-RSV-0049-1	M2 gene	7609	8568	49778
Yale-RSV-0049-1	L gene	8501	15080	28765
sample	name	start	end	depth
Yale-RSV-0050-1	NS1 gene	45	577	155
Yale-RSV-0050-1	NS2 gene	594	1098	4301
Yale-RSV-0050-1	N gene	1125	2327	5929
Yale-RSV-0050-1	P gene	2331	3244	3708
Yale-RSV-0050-1	M gene	3254	4208	14473
Yale-RSV-0050-1	SH gene	4218	4630	4383
Yale-RSV-0050-1	G gene	4675	5600	269
Yale-RSV-0050-1	F gene	5653	7552	12222
Yale-RSV-0050-1	M2 gene	7609	8568	8418
Yale-RSV-0050-1	L gene	8501	15080	5068
sample	name	start	end	depth
Yale-RSV-0051-1	NS1 gene	45	577	10143
Yale-RSV-0051-1	NS2 gene	594	1098	3895
Yale-RSV-0051-1	N gene	1125	2327	26192
Yale-RSV-0051-1	P gene	2331	3244	26286
Yale-RSV-0051-1	M gene	3254	4208	32839
Yale-RSV-0051-1	SH gene	4218	4630	27655
Yale-RSV-0051-1	G gene	4675	5600	4062
Yale-RSV-0051-1	F gene	5653	7552	41116
Yale-RSV-0051-1	M2 gene	7609	8568	46282
Yale-RSV-0051-1	L gene	8501	15080	29124
sample	name	start	end	depth
Yale-RSV-0052-1	NS1 gene	45	577	9898
Yale-RSV-0052-1	NS2 gene	594	1098	4033
Yale-RSV-0052-1	N gene	1125	2327	25814
Yale-RSV-0052-1	P gene	2331	3244	49552
Yale-RSV-0052-1	M gene	3254	4208	77331
Yale-RSV-0052-1	SH gene	4218	4630	36217
Yale-RSV-0052-1	G gene	4675	5600	2193
Yale-RSV-0052-1	F gene	5653	7552	59778
Yale-RSV-0052-1	M2 gene	7609	8568	77424
Yale-RSV-0052-1	L gene	8501	15080	36444
sample	name	start	end	depth
Yale-RSV-0054-1	NS1 gene	45	577	885
Yale-RSV-0054-1	NS2 gene	594	1098	836
Yale-RSV-0054-1	N gene	1125	2327	10025
Yale-RSV-0054-1	P gene	2331	3244	24685
Yale-RSV-0054-1	M gene	3254	4208	24334
Yale-RSV-0054-1	SH gene	4218	4630	16649
Yale-RSV-0054-1	G gene	4675	5600	1234
Yale-RSV-0054-1	F gene	5653	7552	27814
Yale-RSV-0054-1	M2 gene	7609	8568	42353
Yale-RSV-0054-1	L gene	8501	15080	18010
sample	name	start	end	depth
Yale-RSV-0056-1	NS1 gene	45	577	26518
Yale-RSV-0056-1	NS2 gene	594	1098	22301
Yale-RSV-0056-1	N gene	1125	2327	59557
Yale-RSV-0056-1	P gene	2331	3244	45533
Yale-RSV-0056-1	M gene	3254	4208	43004
Yale-RSV-0056-1	SH gene	4218	4630	45664
Yale-RSV-0056-1	G gene	4675	5600	89909
Yale-RSV-0056-1	F gene	5653	7552	72342
Yale-RSV-0056-1	M2 gene	7609	8568	58130
Yale-RSV-0056-1	L gene	8501	15080	42193
sample	name	start	end	depth
Yale-RSV-0057-1	NS1 gene	45	577	28779
Yale-RSV-0057-1	NS2 gene	594	1098	23428
Yale-RSV-0057-1	N gene	1125	2327	60496
Yale-RSV-0057-1	P gene	2331	3244	43472
Yale-RSV-0057-1	M gene	3254	4208	51094
Yale-RSV-0057-1	SH gene	4218	4630	45309
Yale-RSV-0057-1	G gene	4675	5600	51354
Yale-RSV-0057-1	F gene	5653	7552	70863
Yale-RSV-0057-1	M2 gene	7609	8568	57268
Yale-RSV-0057-1	L gene	8501	15080	43371
sample	name	start	end	depth
Yale-RSV-0058-1	NS1 gene	45	577	24278
Yale-RSV-0058-1	NS2 gene	594	1098	8351
Yale-RSV-0058-1	N gene	1125	2327	46723
Yale-RSV-0058-1	P gene	2331	3244	58694
Yale-RSV-0058-1	M gene	3254	4208	73995
Yale-RSV-0058-1	SH gene	4218	4630	52798
Yale-RSV-0058-1	G gene	4675	5600	2934
Yale-RSV-0058-1	F gene	5653	7552	75511
Yale-RSV-0058-1	M2 gene	7609	8568	108469
Yale-RSV-0058-1	L gene	8501	15080	57181
sample	name	start	end	depth
Yale-RSV-0059-1	NS1 gene	45	577	17191
Yale-RSV-0059-1	NS2 gene	594	1098	16133
Yale-RSV-0059-1	N gene	1125	2327	46866
Yale-RSV-0059-1	P gene	2331	3244	38558
Yale-RSV-0059-1	M gene	3254	4208	46437
Yale-RSV-0059-1	SH gene	4218	4630	44090
Yale-RSV-0059-1	G gene	4675	5600	71800
Yale-RSV-0059-1	F gene	5653	7552	56954
Yale-RSV-0059-1	M2 gene	7609	8568	42292
Yale-RSV-0059-1	L gene	8501	15080	35553
sample	name	start	end	depth
Yale-RSV-0060-1	NS1 gene	45	577	20473
Yale-RSV-0060-1	NS2 gene	594	1098	13490
Yale-RSV-0060-1	N gene	1125	2327	49175
Yale-RSV-0060-1	P gene	2331	3244	33642
